benchmark,matrix_cell,omega_e_sqrt_l_over_g,omega_rad_s,candidate_name,included_components,a35_component_raw,b35_component_raw,component_force_real,component_force_imag,component_force_abs,component_force_phase_deg,reference_force_real,reference_force_imag,reference_force_abs,reference_force_phase_deg,reference_minus_component_phase_deg,component_abs_over_reference_abs,component_force_residual_norm,component_real_over_reference_real,component_imag_over_reference_imag,diagnostic_conclusion,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,35,2.23,4.031851922917474,time_derivative,time_derivative,2.60068099624352,14.496608864798944,42.276227972783154,-58.44818032732211,72.13507631646269,-54.121360049834955,-389.896080831075,-204.564311467425,440.30161409376393,-152.31563551000383,-98.19427546016888,0.16383105127818415,1.0361188670873094,-0.10842947659968813,0.2857203189943005,cell35_component_phase_misaligned,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,2.23,4.031851922917474,pressure_gradient,pressure_gradient,-1.3526485082554085,1.9155728161858085,-21.988424103013703,-7.723305942427192,23.305369536103157,-160.64647185957963,-389.896080831075,-204.564311467425,440.30161409376393,-152.31563551000383,8.330836349575804,0.05293046582186771,0.9476590906037006,0.0563956017617431,0.03775490400561419,cell35_component_candidate_within_pair_residual_gate,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,2.23,4.031851922917474,stokes_body_forward,stokes_body_forward,0.0,0.0,0.0,-0.0,0.0,-0.0,-389.896080831075,-204.564311467425,440.30161409376393,-152.31563551000383,-152.31563551000383,0.0,1.0,-0.0,0.0,cell35_component_candidate_within_pair_residual_gate,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,2.23,4.031851922917474,row_measure_transport,row_measure_transport,1.191672805853982,-2.059535565605591,19.371630462182114,8.30374243050383,21.076342308747304,23.202626113009913,-389.896080831075,-204.564311467425,440.30161409376393,-152.31563551000383,-175.51826162301376,0.04786796512687554,1.0477282756652568,-0.04968408613108117,-0.04059233192211108,cell35_component_phase_misaligned,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,2.23,4.031851922917474,end_term,end_term,0.0,0.0,0.0,-0.0,0.0,-0.0,-389.896080831075,-204.564311467425,440.30161409376393,-152.31563551000383,-152.31563551000383,0.0,1.0,-0.0,0.0,cell35_component_candidate_within_pair_residual_gate,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,2.23,4.031851922917474,time_plus_pressure_gradient,time_derivative;pressure_gradient,1.2480324879881113,16.41218168098475,20.287803869769448,-66.17148626974931,69.21170840981932,-72.95475633463009,-389.896080831075,-204.564311467425,440.30161409376393,-152.31563551000383,-79.36087917537374,0.15719158457384266,0.983192252524359,-0.05203387483794501,0.3234752229999147,cell35_component_candidate_within_pair_residual_gate,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,2.23,4.031851922917474,pressure_gradient_plus_end,pressure_gradient;end_term,-1.3526485082554085,1.9155728161858085,-21.988424103013703,-7.723305942427192,23.305369536103157,-160.64647185957963,-389.896080831075,-204.564311467425,440.30161409376393,-152.31563551000383,8.330836349575804,0.05293046582186771,0.9476590906037006,0.0563956017617431,0.03775490400561419,cell35_component_candidate_within_pair_residual_gate,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,2.23,4.031851922917474,time_plus_end,time_derivative;end_term,2.60068099624352,14.496608864798944,42.276227972783154,-58.44818032732211,72.13507631646269,-54.121360049834955,-389.896080831075,-204.564311467425,440.30161409376393,-152.31563551000383,-98.19427546016888,0.16383105127818415,1.0361188670873094,-0.10842947659968813,0.2857203189943005,cell35_component_phase_misaligned,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,2.23,4.031851922917474,time_plus_pressure_gradient_plus_end,time_derivative;pressure_gradient;end_term,1.2480324879881113,16.41218168098475,20.287803869769448,-66.17148626974931,69.21170840981932,-72.95475633463009,-389.896080831075,-204.564311467425,440.30161409376393,-152.31563551000383,-79.36087917537374,0.15719158457384266,0.983192252524359,-0.05203387483794501,0.3234752229999147,cell35_component_candidate_within_pair_residual_gate,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,35,2.23,4.031851922917474,time_plus_pressure_gradient_plus_stokes_plus_end,time_derivative;pressure_gradient;stokes_body_forward;end_term,1.2480324879881113,16.41218168098475,20.287803869769448,-66.17148626974931,69.21170840981932,-72.95475633463009,-389.896080831075,-204.564311467425,440.30161409376393,-152.31563551000383,-79.36087917537374,0.15719158457384266,0.983192252524359,-0.05203387483794501,0.3234752229999147,cell35_component_candidate_within_pair_residual_gate,False,component-level complex-force candidates diagnose the pitch-column equation chain; they are not fitted corrections and cannot enter the default provider.,diagnostic_journee_cell35_component_complex_not_hard_gate,INFO
