benchmark,pair_count,pass_pair_count,fail_pair_count,paired_cells,paired_frequencies,max_pair_force_residual_norm,median_pair_force_residual_norm,max_member_gate_error_ratio,diagnostic_conclusion,candidate_default_gate_eligible,gate_role,path_diagnostic_status,source_reference
ma2005_wigley_iii_coefficients,8,0,8,33;35;53;55,1.67;1.68;2.23,1.0361188670873094,0.9381754872958727,172.83888133469253,journee_paired_complex_force_probe_still_fails_default_provider,False,journee_paired_complex_force_probe_not_hard_gate,INFO,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\benchmarks\ma2005\journee1992_wigley_iii_forced_coefficients.csv
