benchmark,variant_name,row_count,pass_count,fail_count,max_gate_error_ratio,median_gate_error_ratio,improved_row_count,worsened_row_count,candidate_default_gate_eligible,diagnostic_conclusion,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,damping_no_sqrt,4,0,4,3.835528890383648,2.812583901892295,1,3,False,simple_conversion_variant_does_not_close_gate,diagnostic_coefficient_conversion_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,damping_divide_omega,4,0,4,5.529869945716306,3.9237449114318457,0,4,False,simple_conversion_variant_does_not_close_gate,diagnostic_coefficient_conversion_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,damping_inverse_sqrt,4,0,4,12.32135905151659,8.912488349164944,0,4,False,simple_conversion_variant_does_not_close_gate,diagnostic_coefficient_conversion_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,damping_sign_flipped_current,4,0,4,12.47538596984867,9.256036979753008,0,4,False,simple_conversion_variant_does_not_close_gate,diagnostic_coefficient_conversion_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,damping_multiply_omega,4,0,4,16.753229425555535,12.15971088082504,0,4,False,simple_conversion_variant_does_not_close_gate,diagnostic_coefficient_conversion_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,length_power_1,10,5,5,11.044883991885307,2.6150241525084406,1,9,False,simple_conversion_variant_does_not_close_gate,diagnostic_coefficient_conversion_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,added_mass_sign_flipped_current,6,0,6,13.01092319884283,9.461658250466398,0,6,False,simple_conversion_variant_does_not_close_gate,diagnostic_coefficient_conversion_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,length_power_0,10,3,7,46.46798530898924,5.062155111926133,0,7,False,simple_conversion_variant_does_not_close_gate,diagnostic_coefficient_conversion_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,length_power_2,10,1,9,6.021253410757557,2.4005012838600592,0,10,False,simple_conversion_variant_does_not_close_gate,diagnostic_coefficient_conversion_chain_not_hard_gate,INFO
