benchmark,candidate_name,candidate_order,time_derivative_pressure_scale,forward_speed_pressure_gradient_scale,stokes_body_forward_speed_scale,end_contour_scale,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,median_time_derivative_contribution_value,median_forward_speed_pressure_gradient_contribution_value,median_stokes_body_forward_speed_contribution_value,median_end_contour_contribution_value,max_abs_current_force_closure_residual_value,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,current_default,0,1.0,0.0,1.0,1.0,10,9,1,0.9,0.6007843054704194,2.0832706213366814,0.0,1.709743457922741e-14,1,4,0.0848042826374141,0.0,0.0,0.0,9.71445146547012e-17,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_plus_stokes_plus_end,12,1.0,0.0,1.0,1.0,10,9,1,0.9,0.6007843054704194,2.0832706213366814,0.0,1.709743457922741e-14,1,4,0.0848042826374141,0.0,0.0,0.0,9.71445146547012e-17,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_plus_gradient_no_end,2,1.0,1.0,0.0,0.0,10,1,9,0.1,2.6118974185891846,4.148920249010593,2.072339658742941,2.699352492086816,1,9,0.0848042826374141,-0.01129164531262375,0.0,0.0,9.71445146547012e-17,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,end_flipped_keep_pressure,11,1.0,1.0,0.0,-1.0,10,1,9,0.1,2.6118974185891846,4.148920249010593,2.072339658742941,2.699352492086816,1,9,0.0848042826374141,-0.01129164531262375,0.0,0.0,9.71445146547012e-17,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,gradient_double_keep_time_end,6,1.0,2.0,0.0,1.0,10,1,9,0.1,3.419447204896004,5.31995479629663,2.786202659981653,4.72461021545394,1,9,0.0848042826374141,-0.0225832906252475,0.0,0.0,9.71445146547012e-17,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_half_keep_gradient_end,9,0.5,1.0,0.0,1.0,10,2,8,0.2,3.585622097967886,5.721228705047197,2.2408747722504754,5.398178315427487,0,10,0.04240214131870705,-0.01129164531262375,0.0,0.0,9.71445146547012e-17,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,gradient_half_keep_time_end,5,1.0,0.5,0.0,1.0,10,2,8,0.2,2.1851415281545723,6.671538804130293,1.642208109770047,6.076194223287604,1,9,0.0848042826374141,-0.005645822656311875,0.0,0.0,9.71445146547012e-17,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,all_terms_include_stokes,13,1.0,1.0,1.0,1.0,10,4,6,0.4,1.6559889698675019,8.58967364779397,0.8456070645504984,7.994329066951281,4,6,0.0848042826374141,-0.01129164531262375,0.0,0.0,9.71445146547012e-17,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_removed_keep_gradient_end,7,0.0,1.0,0.0,1.0,10,1,9,0.1,4.549098203584189,8.893036843570675,3.338200008760366,8.569986453950966,0,10,0.0,-0.01129164531262375,0.0,0.0,9.71445146547012e-17,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_double_keep_gradient_end,10,2.0,1.0,0.0,1.0,10,1,9,0.1,3.846807819279367,10.00974427492725,3.306347583727428,9.41439969408456,0,10,0.1696085652748282,-0.01129164531262375,0.0,0.0,9.71445146547012e-17,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_only_no_gradient_no_end,1,1.0,0.0,0.0,0.0,10,5,5,0.5,1.6319367903616848,10.668703337605931,0.8215548850446821,10.073358756763241,0,6,0.0848042826374141,0.0,0.0,0.0,9.71445146547012e-17,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,gradient_removed_keep_time_end,3,1.0,0.0,0.0,1.0,10,5,5,0.5,1.6319367903616848,10.668703337605931,0.8215548850446821,10.073358756763241,0,6,0.0848042826374141,0.0,0.0,0.0,9.71445146547012e-17,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_flipped_keep_gradient_end,8,-1.0,1.0,0.0,1.0,10,0,10,0.0,8.963866018085444,15.236653120617635,8.425524268551843,14.913602730997926,0,10,-0.0848042826374141,-0.01129164531262375,0.0,0.0,9.71445146547012e-17,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,gradient_flipped_keep_time_end,4,1.0,-1.0,0.0,1.0,10,2,8,0.2,2.4749176478185726,18.663032404557214,2.0816672831442817,18.067687823714525,1,9,0.0848042826374141,0.01129164531262375,0.0,0.0,9.71445146547012e-17,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
