benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,row_family,column_family,station_index,x_m,x_over_l,is_configured_end_station,is_bow_station,zero_mi_target_value_per_m,eq31_row_measure_transport_density_value_per_m,eq32_stokes_body_density_value_per_m,eq32_boundary_proxy_density_value_per_m,eq32_stokes_plus_boundary_proxy_density_value_per_m,eq31_minus_eq32_boundary_proxy_density_value_per_m,row_measure_transport_density_value_per_m,stokes_body_forward_density_value_per_m,normal_variation_density_value_per_m,panel_length_variation_density_value_per_m,lever_variation_density_value_per_m,product_rule_residual_density_value_per_m,waterline_contour_density_value_per_m,boundary_density_value_per_m,section_endpoint_panel_density_value_per_m,section_interior_panel_density_value_per_m,best_mapping_candidate_name,best_mapping_candidate_density_value_per_m,mapping_residual_density_value_per_m,mapped_normalized_y_density_value_per_m,mapped_normalized_arclength_density_value_per_m,dominant_gradient_component,diagnostic_flags,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,heave_row_N3_m3,heave_radiation,0,0.075,0.024999999999999998,True,False,0.0,0.23909015861452526,-0.0,0.047084567751341816,0.047084567751341816,0.19200559086318345,0.23909015861452526,-0.0,0.7276260188102083,0.0087366512195151,0.0,-0.0026777083310372167,0.047084567751341816,0.047084567751341816,0.047084567751341816,0.19200559086318345,heave_projection_leibniz_endpoint_flux_pitch_current,0.2163856304470625,0.022704528167462767,0.22511012256661353,0.22991260591782733,normal_variation,zero_m3_target;configured_end_station;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,heave_row_N3_m3,heave_radiation,1,0.15,0.049999999999999996,False,False,0.0,0.16111121721380964,-0.0,0.05297632490880007,0.05297632490880007,0.10813489230500957,0.16111121721380964,-0.0,0.7708442686465405,0.030120289455698807,0.0,0.001393983743226111,0.05297632490880007,0.05297632490880007,0.05297632490880007,0.10813489230500957,heave_projection_leibniz_endpoint_flux_pitch_current,0.1387584594541195,0.022352757759690145,0.15754172517670154,0.16111973424301546,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,heave_row_N3_m3,heave_radiation,2,0.22499999999999998,0.075,False,False,0.0,0.06766657869836458,-0.0,0.05794409723629969,0.05794409723629969,0.009722481462064891,0.06766657869836458,-0.0,0.7354071798621807,0.058949203668663394,0.0,8.656477868294684e-05,0.05794409723629969,0.05794409723629969,0.05794409723629969,0.009722481462064891,mapped_normalized_y_central,0.06523214913022565,0.0024344295681389266,0.06523214913022565,0.06767760712423075,normal_variation,zero_m3_target;zero_mi_nonzero_transport;section_endpoint_panels_dominate_station,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,heave_row_N3_m3,heave_radiation,3,0.3,0.09999999999999999,False,False,0.0,-0.013259510504880586,-0.0,0.062973913667781,0.062973913667781,-0.07623342417266159,-0.013259510504880586,-0.0,0.68265340482011,0.08828193445736704,0.0,-0.0007196241854164094,0.062973913667781,0.062973913667781,0.062973913667781,-0.07623342417266159,mapped_normalized_y_central,-0.01270151915534867,-0.0005579913495319163,-0.01270151915534867,-0.013264201008943237,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,heave_row_N3_m3,heave_radiation,4,0.375,0.125,False,False,0.0,-0.07831917204326169,-0.0,0.06721059749436209,0.06721059749436209,-0.14552976953762378,-0.07831917204326169,-0.0,0.6262631585137909,0.11472623024578806,0.0,-0.001117207906523938,0.06721059749436209,0.06721059749436209,0.06721059749436209,-0.14552976953762378,heave_projection_leibniz_endpoint_flux_pitch_current,-0.02984524409182818,-0.048473927951433515,-0.07400000673394554,-0.07836668322067268,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,heave_row_N3_m3,heave_radiation,5,0.44999999999999996,0.15,False,False,0.0,-0.12846299070142134,-0.0,0.07001058778547564,0.07001058778547564,-0.19847357848689698,-0.12846299070142134,-0.0,0.5697584565659841,0.13635468698595843,0.0,-0.0012486121630165751,0.07001058778547564,0.07001058778547564,0.07001058778547564,-0.19847357848689698,heave_projection_leibniz_endpoint_flux_pitch_current,-0.06381914001575412,-0.06464385068566722,-0.1205039779942634,-0.12857726023425156,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,heave_row_N3_m3,heave_radiation,6,0.525,0.17500000000000002,False,False,0.0,-0.16546959210567228,-0.0,0.07099282111511195,0.07099282111511195,-0.2364624132207842,-0.16546959210567228,-0.0,0.514000054743384,0.15211786848360656,0.0,-0.001224704193877575,0.07099282111511195,0.07099282111511195,0.07099282111511195,-0.2364624132207842,heave_projection_leibniz_endpoint_flux_pitch_current,-0.0895035306225127,-0.07596606148315957,-0.15449061617402218,-0.16566351810346644,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,heave_row_N3_m3,heave_radiation,7,0.6,0.19999999999999998,False,False,0.0,-0.1911124571188883,-0.0,0.07001140620702774,0.07001140620702774,-0.26112386332591603,-0.1911124571188883,-0.0,0.45920748025499664,0.1615505327435341,0.0,-0.0011187734439212986,0.07001140620702774,0.07001140620702774,0.07001140620702774,-0.26112386332591603,heave_projection_leibniz_endpoint_flux_pitch_current,-0.10808569922454103,-0.08302675789434727,-0.17792291393629575,-0.19138638546910744,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,heave_row_N3_m3,heave_radiation,8,0.6749999999999999,0.22499999999999998,False,False,0.0,-0.20695614428695167,-0.0,0.06711637124935,0.06711637124935,-0.27407251553630163,-0.20695614428695167,-0.0,0.4055565178855581,0.1646303735335304,0.0,-0.000976066183875361,0.06711637124935,0.06711637124935,0.06711637124935,-0.27407251553630163,heave_projection_leibniz_endpoint_flux_pitch_current,-0.12049432880315687,-0.0864618154837948,-0.19237367117441953,-0.20730028387527294,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,heave_row_N3_m3,heave_radiation,9,0.75,0.25,False,False,0.0,-0.21432826118638695,-0.0,0.06251066281671107,0.06251066281671107,-0.276838924003098,-0.21432826118638695,-0.0,0.3533288482051638,0.16169647001316123,0.0,-0.0008233252999974261,0.06251066281671107,0.06251066281671107,0.06251066281671107,-0.276838924003098,heave_projection_leibniz_endpoint_flux_pitch_current,-0.12747652464689957,-0.08685173653948738,-0.19909353128288626,-0.21472631773361175,normal_variation,zero_m3_target;zero_mi_nonzero_transport,false,diagnostic-only zero-m_i boundary localization; it does not alter matched_bie_station_sweep.,diagnostic_zero_mi_boundary_not_hard_gate,INFO
