benchmark,coefficient,row_count,max_forward_to_oscillation_norm_ratio,median_forward_to_oscillation_norm_ratio,max_forward_oscillation_phase_abs_deg,dominant_pressure_gradient_station_index,dominant_pressure_gradient_x_over_l,dominant_pressure_gradient_density_abs,dominant_station_pitch_base_lever_arm_m,dominant_station_pitch_moment_lever_arm_m,moment_radiation_lever_ratio_min,moment_radiation_lever_ratio_max,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,A35,39,7.174887892376688,0.7174887892376683,90.00000000000001,10,0.27499999999999997,0.05120245234861248,0.675,0.675,1.0,1.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,78,8.000000000000007,0.7622412465461795,90.00000000000001,1,0.049999999999999996,0.058116265278586855,1.35,1.35,1.0,1.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A55,39,7.174887892376688,0.7174887892376683,90.00000000000001,8,0.22499999999999998,0.01309821132196916,0.8250000000000001,0.8250000000000001,1.0,1.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B35,39,7.174887892376688,0.7174887892376683,90.00000000000001,17,0.44999999999999996,0.2539268593978755,0.15000000000000013,0.15000000000000013,1.0,1.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,39,7.174887892376688,0.7174887892376683,90.00000000000001,5,0.15,0.16578971240780785,1.05,1.05,1.0,1.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B55,39,7.174887892376688,0.7174887892376683,90.00000000000001,2,0.075,0.040753909645731674,1.275,1.275,1.0,1.0,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate,INFO
