benchmark,source_row,coefficient,candidate_name,candidate_source_column,candidate_description,reference_value,candidate_value,abs_error,rel_error,tolerance,gate_error_ratio,status
ma2005_wigley_iii_coefficients,0,A33,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,1.07,1.0181504124660368,0.05184958753396329,0.04845755844295634,0.15,0.323050389619709,PASS
ma2005_wigley_iii_coefficients,0,A33,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,1.07,-1.37548282585913,2.44548282585913,2.285497968092645,0.15,15.236653120617634,FAIL
ma2005_wigley_iii_coefficients,0,A33,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,1.07,1.37548282585913,0.30548282585913,0.2854979680926448,0.15,1.903319787284299,FAIL
ma2005_wigley_iii_coefficients,0,A33,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,1.07,-0.6608179990729434,1.7308179990729435,1.6175869150214424,0.15,10.783912766809618,FAIL
ma2005_wigley_iii_coefficients,0,A33,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,1.07,-0.6608179990729434,1.7308179990729435,1.6175869150214424,0.15,10.783912766809618,FAIL
ma2005_wigley_iii_coefficients,0,A33,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",1.07,-0.6608179990729434,1.7308179990729435,1.6175869150214424,0.15,10.783912766809618,FAIL
ma2005_wigley_iii_coefficients,1,A33,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,0.941,0.8954918095166653,0.045508190483334654,0.04836152017357562,0.15,0.3224101344905041,PASS
ma2005_wigley_iii_coefficients,1,A33,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,0.941,-1.1843870530994791,2.125387053099479,2.258647240275748,0.15,15.057648268504987,FAIL
ma2005_wigley_iii_coefficients,1,A33,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,0.941,1.1843870530994791,0.24338705309947917,0.2586472402757483,0.15,1.7243149351716556,FAIL
ma2005_wigley_iii_coefficients,1,A33,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,0.941,-0.6065965659338516,1.5475965659338515,1.6446297193771005,0.15,10.96419812918067,FAIL
ma2005_wigley_iii_coefficients,1,A33,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,0.941,-0.6065965659338516,1.5475965659338515,1.6446297193771005,0.15,10.96419812918067,FAIL
ma2005_wigley_iii_coefficients,1,A33,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",0.941,-0.6065965659338516,1.5475965659338515,1.6446297193771005,0.15,10.96419812918067,FAIL
ma2005_wigley_iii_coefficients,2,B33,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,2.05,1.7861811857284653,0.26381881427153453,0.12869210452269977,0.15,0.8579473634846653,PASS
ma2005_wigley_iii_coefficients,2,B33,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,2.05,-1.9814348934127994,4.031434893412799,1.9665536065428288,0.15,13.110357376952194,FAIL
ma2005_wigley_iii_coefficients,2,B33,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,2.05,1.9814348934127994,0.06856510658720039,0.033446393457170924,0.15,0.2229759563811395,PASS
ma2005_wigley_iii_coefficients,2,B33,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,2.05,-1.590927478044131,3.640927478044131,1.7760621844117714,0.15,11.840414562745144,FAIL
ma2005_wigley_iii_coefficients,2,B33,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,2.05,-1.590927478044131,3.640927478044131,1.7760621844117714,0.15,11.840414562745144,FAIL
ma2005_wigley_iii_coefficients,2,B33,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",2.05,-1.590927478044131,3.640927478044131,1.7760621844117714,0.15,11.840414562745144,FAIL
ma2005_wigley_iii_coefficients,3,A53,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,0.19,0.15544523028440557,0.03455476971559443,0.18186720902944437,0.3,0.606224030098148,PASS
ma2005_wigley_iii_coefficients,3,A53,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,0.19,0.04014012386840223,0.14985987613159776,0.788736190166304,0.3,2.6291206338876805,FAIL
ma2005_wigley_iii_coefficients,3,A53,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,0.19,-0.04014012386840223,0.23014012386840224,1.211263809833696,0.3,4.037546032778987,FAIL
ma2005_wigley_iii_coefficients,3,A53,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,0.19,-0.021211328210066188,0.2112113282100662,1.1116385695266642,0.3,3.705461898422214,FAIL
ma2005_wigley_iii_coefficients,3,A53,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,0.19,-0.021211328210066188,0.2112113282100662,1.1116385695266642,0.3,3.705461898422214,FAIL
ma2005_wigley_iii_coefficients,3,A53,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",0.19,-0.18612095632363979,0.3761209563236398,1.9795839806507356,0.3,6.598613268835786,FAIL
ma2005_wigley_iii_coefficients,4,A53,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,0.145,0.11550117901521131,0.029498820984788676,0.20344014472268054,0.3,0.6781338157422685,PASS
ma2005_wigley_iii_coefficients,4,A53,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,0.145,0.06278162590726273,0.08221837409273726,0.5670232696050845,0.3,1.890077565350282,FAIL
ma2005_wigley_iii_coefficients,4,A53,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,0.145,-0.06278162590726273,0.20778162590726273,1.4329767303949155,0.3,4.776589101316385,FAIL
ma2005_wigley_iii_coefficients,4,A53,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,0.145,-0.006437576693869505,0.1514375766938695,1.044397080647376,0.3,3.48132360215792,FAIL
ma2005_wigley_iii_coefficients,4,A53,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,0.145,-0.006437576693869505,0.1514375766938695,1.044397080647376,0.3,3.48132360215792,FAIL
ma2005_wigley_iii_coefficients,4,A53,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",0.145,-0.1501107803157774,0.2951107803157774,2.035246760798465,0.3,6.784155869328217,FAIL
ma2005_wigley_iii_coefficients,5,B53,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,-0.106,-0.12493195767079752,0.018931957670797528,0.17860337425280687,0.3,0.5953445808426896,PASS
ma2005_wigley_iii_coefficients,5,B53,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,-0.106,-0.48748443046491924,0.38148443046491926,3.598909721367163,0.3,11.996365737890544,FAIL
ma2005_wigley_iii_coefficients,5,B53,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,-0.106,0.48748443046491924,0.5934844304649193,5.598909721367163,0.3,18.663032404557214,FAIL
ma2005_wigley_iii_coefficients,5,B53,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,-0.106,0.020954898193182084,0.1269548981931821,1.1976877188036046,0.3,3.992292396012016,FAIL
ma2005_wigley_iii_coefficients,5,B53,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,-0.106,0.020954898193182084,0.1269548981931821,1.1976877188036046,0.3,3.992292396012016,FAIL
ma2005_wigley_iii_coefficients,5,B53,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",-0.106,0.37915162199984825,0.48515162199984824,4.576902094338191,0.3,15.256340314460639,FAIL
ma2005_wigley_iii_coefficients,6,A35,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,-0.125,-0.11322998555308025,0.011770014446919747,0.09416011557535797,0.3,0.3138670519178599,PASS
ma2005_wigley_iii_coefficients,6,A35,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,-0.125,0.09790308242795524,0.22290308242795526,1.783224659423642,0.3,5.9440821980788074,FAIL
ma2005_wigley_iii_coefficients,6,A35,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,-0.125,-0.09790308242795524,0.027096917572044757,0.21677534057635806,0.3,0.7225844685878602,PASS
ma2005_wigley_iii_coefficients,6,A35,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,-0.125,0.12855688867820528,0.25355688867820525,2.028455109425642,0.3,6.761517031418807,FAIL
ma2005_wigley_iii_coefficients,6,A35,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,-0.125,0.12855688867820528,0.25355688867820525,2.028455109425642,0.3,6.761517031418807,FAIL
ma2005_wigley_iii_coefficients,6,A35,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",-0.125,0.12855688867820528,0.25355688867820525,2.028455109425642,0.3,6.761517031418807,FAIL
