benchmark,candidate_family,candidate_name,row_count,affected_coefficients,pass_count,improved_row_count,worsened_row_count,max_gate_error_ratio,median_gate_error_ratio,candidate_default_gate_eligible,candidate_exclusion_reason,source_files,diagnostic_conclusion,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,local_time_free_surface_cross_probe,local_phase_chain_gradient,10,all_or_summary_defined,9,0,0,2.0832706213366734,0.6007843054704187,false,diagnostic-only candidate impact; no candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III eight-row Gate 1 closes under one traced formulation.,ma2005_wigley_iii_coefficients_local_time_free_surface_cross_probe_summary.csv,local_time_free_surface_cross_probe_recorded,diagnostic_candidate_impact_summary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,local_time_free_surface_cross_probe,local_phase_fd_gradient,10,all_or_summary_defined,9,0,0,2.0832706213366734,0.6007843054704187,false,diagnostic-only candidate impact; no candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III eight-row Gate 1 closes under one traced formulation.,ma2005_wigley_iii_coefficients_local_time_free_surface_cross_probe_summary.csv,local_time_free_surface_cross_probe_recorded,diagnostic_candidate_impact_summary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,pitch_body_condition_split_candidate,current_combined,10,all_or_summary_defined,9,0,0,2.0832706213366734,0.6007843054704187,false,diagnostic-only candidate impact; no candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III eight-row Gate 1 closes under one traced formulation.,ma2005_wigley_iii_coefficients_pitch_body_condition_split_candidate_summary.csv,candidate_summary_recorded,diagnostic_candidate_impact_summary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,pressure_sign_candidate,current_default,10,all_or_summary_defined,9,0,0,2.0832706213366734,0.6007843054704187,false,diagnostic-only candidate impact; no candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III eight-row Gate 1 closes under one traced formulation.,ma2005_wigley_iii_coefficients_pressure_sign_candidate_summary.csv,candidate_summary_recorded,diagnostic_candidate_impact_summary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,zero_m3_formula_transport_candidate,add_panel_normal_variation,8,"A35,B33,B35",6,2,1,2.0832706213366734,0.636739198292479,false,diagnostic-only candidate impact; no candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III eight-row Gate 1 closes under one traced formulation.,ma2005_wigley_iii_coefficients_zero_mi_normal_transport_candidate_detail.csv;ma2005_wigley_iii_coefficients_formula_transport_identity_summary.csv,zero_m3_candidate_projected_to_all_eight_rows,diagnostic_candidate_impact_summary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,zero_m3_formula_transport_candidate,current_default,8,"A35,B33,B35",7,0,0,2.0832706213366734,0.636739198292479,false,diagnostic-only candidate impact; no candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III eight-row Gate 1 closes under one traced formulation.,ma2005_wigley_iii_coefficients_zero_mi_normal_transport_candidate_detail.csv;ma2005_wigley_iii_coefficients_formula_transport_identity_summary.csv,zero_m3_candidate_projected_to_all_eight_rows,diagnostic_candidate_impact_summary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,zero_m3_formula_transport_candidate,subtract_full_zero_m3_transport,8,"A35,B33,B35",5,1,2,2.1654844308374677,0.7204751314458051,false,diagnostic-only candidate impact; no candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III eight-row Gate 1 closes under one traced formulation.,ma2005_wigley_iii_coefficients_zero_mi_normal_transport_candidate_detail.csv;ma2005_wigley_iii_coefficients_formula_transport_identity_summary.csv,zero_m3_candidate_projected_to_all_eight_rows,diagnostic_candidate_impact_summary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,free_surface_marching_candidate,free_surface_two_substeps_per_station,10,all_or_summary_defined,8,3,7,2.2221480336972266,0.6362698305718506,false,diagnostic-only candidate impact; no candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III eight-row Gate 1 closes under one traced formulation.,ma2005_wigley_iii_coefficients_free_surface_marching_candidate_summary.csv,candidate_summary_recorded,diagnostic_candidate_impact_summary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,zero_m3_formula_transport_candidate,replace_eq31_with_boundary_proxy,8,"A35,B33,B35",5,1,2,2.2489078978419728,0.7204751314458051,false,diagnostic-only candidate impact; no candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III eight-row Gate 1 closes under one traced formulation.,ma2005_wigley_iii_coefficients_zero_mi_normal_transport_candidate_detail.csv;ma2005_wigley_iii_coefficients_formula_transport_identity_summary.csv,zero_m3_candidate_projected_to_all_eight_rows,diagnostic_candidate_impact_summary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,pitch_m5_forward_speed_scale_probe,double_m5_forward_scale_2,2,all_or_summary_defined,1,1,1,2.33285439228645,1.5148289449425796,false,diagnostic-only candidate impact; no candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III eight-row Gate 1 closes under one traced formulation.,ma2005_wigley_iii_coefficients_pitch_m5_forward_speed_scale_summary.csv,m5_forward_scale_closes_only_one_pitch_row,diagnostic_candidate_impact_summary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,free_surface_update_formula_candidate,potential_uses_average_elevation,10,all_or_summary_defined,8,3,7,2.3691056340205257,0.6463563356416947,false,diagnostic-only candidate impact; no candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III eight-row Gate 1 closes under one traced formulation.,ma2005_wigley_iii_coefficients_free_surface_update_formula_candidate_summary.csv,candidate_summary_recorded,diagnostic_candidate_impact_summary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,free_surface_update_formula_candidate,potential_uses_previous_elevation,10,all_or_summary_defined,6,3,7,2.6920131194046615,0.8459741705952435,false,diagnostic-only candidate impact; no candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III eight-row Gate 1 closes under one traced formulation.,ma2005_wigley_iii_coefficients_free_surface_update_formula_candidate_summary.csv,candidate_summary_recorded,diagnostic_candidate_impact_summary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,zero_m3_formula_transport_candidate,subtract_panel_normal_variation,8,"A35,B33,B35",5,0,3,2.834550539317856,0.7472015218689538,false,diagnostic-only candidate impact; no candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III eight-row Gate 1 closes under one traced formulation.,ma2005_wigley_iii_coefficients_zero_mi_normal_transport_candidate_detail.csv;ma2005_wigley_iii_coefficients_formula_transport_identity_summary.csv,zero_m3_candidate_projected_to_all_eight_rows,diagnostic_candidate_impact_summary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,zero_m3_formula_transport_candidate,add_full_zero_m3_transport,8,"A35,B33,B35",6,1,2,3.0923851102952145,0.65950108379604,false,diagnostic-only candidate impact; no candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III eight-row Gate 1 closes under one traced formulation.,ma2005_wigley_iii_coefficients_zero_mi_normal_transport_candidate_detail.csv;ma2005_wigley_iii_coefficients_formula_transport_identity_summary.csv,zero_m3_candidate_projected_to_all_eight_rows,diagnostic_candidate_impact_summary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,zero_m3_formula_transport_candidate,add_eq31_eq32_proxy_residual,8,"A35,B33,B35",6,1,2,3.1758085772997195,0.6986211348113509,false,diagnostic-only candidate impact; no candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III eight-row Gate 1 closes under one traced formulation.,ma2005_wigley_iii_coefficients_zero_mi_normal_transport_candidate_detail.csv;ma2005_wigley_iii_coefficients_formula_transport_identity_summary.csv,zero_m3_candidate_projected_to_all_eight_rows,diagnostic_candidate_impact_summary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,free_surface_geometry_rhs_marching_cross_candidate,known_phi_free_rhs_removed,4,all_or_summary_defined,0,0,4,3.3179207130339035,2.5393608727752923,false,diagnostic-only candidate impact; no candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III eight-row Gate 1 closes under one traced formulation.,ma2005_wigley_iii_coefficients_free_surface_geometry_rhs_marching_cross_summary.csv,candidate_does_not_improve_time_pressure_subset,diagnostic_candidate_impact_summary_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,free_surface_geometry_rhs_marching_cross_candidate,clip_two_zone_known_phi_rhs_removed,4,all_or_summary_defined,0,0,4,3.31805749747638,2.5472213542504263,false,diagnostic-only candidate impact; no candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III eight-row Gate 1 closes under one traced formulation.,ma2005_wigley_iii_coefficients_free_surface_geometry_rhs_marching_cross_summary.csv,candidate_does_not_improve_time_pressure_subset,diagnostic_candidate_impact_summary_not_hard_gate,INFO
