benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,candidate_recomputed_matched_bie,free_surface_time_direction_sign,free_surface_dynamic_gravity_sign,free_surface_potential_elevation_level,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,error_metric,candidate_gate_status,matched_heave_free_surface_potential_norm_max,matched_pitch_free_surface_potential_norm_max,matched_heave_free_surface_potential_increment_to_normal_derivative_gain_max,matched_heave_free_surface_potential_increment_normal_derivative_phase_deg_median,matched_selected_body_pressure_to_body_potential_gain_max,matched_selected_body_pressure_forward_to_time_norm_ratio_max,matched_selected_pressure_gradient_component_value,provider_route,provider_formulation,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,current_eq19_22,0,Current Eq.19-Eq.22 staggered update: positive local-time step and -g*eta_updated dynamic condition.,True,False,1.0,-1.0,updated,1.07,1.0181504124660368,81.40112547665964,0.9515424415570437,0.05184958753396329,0.04845755844295634,0.15,0.0,0.1605,0.323050389619709,0.323050389619709,0.0,relative,PASS,1.6025107101110088,0.8246633972428078,0.08575282160756105,108.54897470547546,36273.83721574658,9.725907875528648,-0.3573324133930934,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,reverse_local_time,1,Uses a negative local-time increment in both kinematic and dynamic updates; diagnostic for station-order time mapping.,False,True,-1.0,-1.0,updated,1.07,1.0181504124660368,81.40112547665964,0.9515424415570437,0.05184958753396329,0.04845755844295634,0.15,0.0,0.1605,0.323050389619709,0.323050389619709,0.0,relative,PASS,1.6025107101110088,0.8246633972428078,0.08575282160756105,108.54897470547546,36273.83721574658,9.725907875528648,-0.3573324133930934,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,dynamic_gravity_sign_flipped,2,Flips only the free-surface dynamic condition sign from -g*eta to +g*eta.,False,True,1.0,1.0,updated,1.07,9.329628088208786,745.9037656522925,8.719278587111015,8.259628088208785,7.719278587111014,0.15,0.0,0.1605,51.46185724740676,0.323050389619709,51.13880685778705,relative,FAIL,200.58751075308373,221.3473674542291,0.06242599940060374,-1.2340835099930028,36285.714443403194,9.72439399316875,-7.184141445928742,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,potential_uses_previous_elevation,3,Updates phi with the previous half-step elevation instead of the newly updated half-step elevation.,False,True,1.0,-1.0,previous,1.07,0.9457500955737619,75.61272014112227,0.8838785939941699,0.12424990442623818,0.11612140600583007,0.15,0.0,0.1605,0.7741427067055338,0.323050389619709,0.45109231708582476,relative,PASS,1.8041859828870657,0.929281568002239,0.08239050917392969,101.91805106670402,35930.720875460516,9.630356485352104,-0.38994869833857004,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,potential_uses_average_elevation,4,Updates phi with the average of previous and updated half-step elevations.,False,True,1.0,-1.0,average,1.07,0.9831493151492401,78.60278774618175,0.9188311356534954,0.08685068485075997,0.08116886434650464,0.15,0.0,0.1605,0.541125762310031,0.323050389619709,0.21807537269032196,relative,PASS,1.6918432902456255,0.865783801245546,0.08426701101852879,105.51302224544439,36100.21197898369,9.67757812164575,-0.37266196988281836,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,reverse_time_and_dynamic_sign,5,"Uses reverse local time and flips the dynamic sign, separating dt direction from the sign of the pressure-potential update.",False,True,-1.0,1.0,updated,1.07,9.329628088208786,745.9037656522925,8.719278587111015,8.259628088208785,7.719278587111014,0.15,0.0,0.1605,51.46185724740676,0.323050389619709,51.13880685778705,relative,FAIL,200.58751075308373,221.3473674542291,0.06242599940060374,-1.2340835099930028,36285.714443403194,9.72439399316875,-7.184141445928742,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,current_eq19_22,0,Current Eq.19-Eq.22 staggered update: positive local-time step and -g*eta_updated dynamic condition.,True,False,1.0,-1.0,updated,0.941,0.8954918095166653,71.5945701708574,0.9516384798264244,0.045508190483334654,0.04836152017357562,0.15,0.0,0.14115,0.3224101344905041,0.3224101344905041,0.0,relative,PASS,1.6769432816274554,0.8298989053864633,0.08266794363942438,109.4685200166005,36448.98738627265,8.751562504504902,-0.28889524358281377,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,reverse_local_time,1,Uses a negative local-time increment in both kinematic and dynamic updates; diagnostic for station-order time mapping.,False,True,-1.0,-1.0,updated,0.941,0.8954918095166653,71.5945701708574,0.9516384798264244,0.045508190483334654,0.04836152017357562,0.15,0.0,0.14115,0.3224101344905041,0.3224101344905041,0.0,relative,PASS,1.6769432816274554,0.8298989053864633,0.08266794363942438,109.4685200166005,36448.98738627265,8.751562504504902,-0.28889524358281377,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,dynamic_gravity_sign_flipped,2,Flips only the free-surface dynamic condition sign from -g*eta to +g*eta.,False,True,1.0,1.0,updated,0.941,8.19164501921945,654.9220192865951,8.705255068245961,7.2506450192194505,7.705255068245963,0.15,0.0,0.14115,51.36836712163975,0.3224101344905041,51.045956987149246,relative,FAIL,214.78032625302436,235.16041927635953,0.06307050531575023,-1.128042986383904,36463.080401371546,8.749736604811948,-10.423764163660087,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,potential_uses_previous_elevation,3,Updates phi with the previous half-step elevation instead of the newly updated half-step elevation.,False,True,1.0,-1.0,previous,0.941,0.8114517346924488,64.87556618866128,0.8623291548272569,0.12954826530755115,0.137670845172743,0.15,0.0,0.14115,0.9178056344849532,0.3224101344905041,0.5953954999944491,relative,PASS,1.9188917111915995,0.92297143963377,0.07940633722215723,102.25761413944818,36107.53002766454,8.665630841441661,-0.3165008103603633,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,potential_uses_average_elevation,4,Updates phi with the average of previous and updated half-step elevations.,False,True,1.0,-1.0,average,0.941,0.8550810165966126,68.36372727689918,0.9086939602514481,0.08591898340338733,0.09130603974855189,0.15,0.0,0.14115,0.6087069316570126,0.3224101344905041,0.2862967971665085,relative,PASS,1.7825900396150893,0.8696438709099924,0.08116882257732418,106.09711002988043,36276.18185689565,8.708098096660908,-0.301616470966474,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,reverse_time_and_dynamic_sign,5,"Uses reverse local time and flips the dynamic sign, separating dt direction from the sign of the pressure-potential update.",False,True,-1.0,1.0,updated,0.941,8.19164501921945,654.9220192865951,8.705255068245961,7.2506450192194505,7.705255068245963,0.15,0.0,0.14115,51.36836712163975,0.3224101344905041,51.045956987149246,relative,FAIL,214.78032625302436,235.16041927635953,0.06307050531575023,-1.128042986383904,36463.080401371546,8.749736604811948,-10.423764163660087,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,current_eq19_22,0,Current Eq.19-Eq.22 staggered update: positive local-time step and -g*eta_updated dynamic condition.,True,False,1.0,-1.0,updated,2.05,1.7861811857284653,258.19253944674807,0.8713078954773003,0.26381881427153453,0.12869210452269977,0.15,0.0,0.30749999999999994,0.8579473634846653,0.8579473634846653,0.0,relative,PASS,1.6769432816274554,0.8298989053864633,0.08266794363942438,109.4685200166005,36448.98738627265,8.751562504504902,-0.1952537076843343,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
