benchmark,candidate_name,candidate_operation,row_count,affected_coefficients,pass_count,fail_count,improved_row_count,worsened_row_count,max_gate_error_ratio,median_gate_error_ratio,max_force_residual_norm,median_force_residual_norm,paired_cell_count,paired_cells,unpaired_cells,candidate_default_gate_eligible,candidate_exclusion_reason,diagnostic_conclusion,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,current_ab_split,"A=Re(F)/omega^2, B=-Im(F)/omega; current convention baseline.",8,"A33,A35,A53,A55,B33,B35,B53,B55",7,1,0,0,2.0832706213366734,0.636739198292479,0.20116445400966942,0.15403846006889624,4,33;35;53;55,,false,"diagnostic-only A/B force reconstruction; no sign, phase, or split candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III set closes with equation-level traceability.",candidate_partially_closes_pairable_ab_rows,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_phase_minus_90_then_current_split,"Rotate reconstructed complex generalized force by -90 deg, then apply current A/B split.",8,"A33,A35,A53,A55,B33,B35,B53,B55",1,7,2,6,12.341325612413296,5.271216277113424,1.3562640564923505,1.2743382444733689,4,33;35;53;55,,false,"diagnostic-only A/B force reconstruction; no sign, phase, or split candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III set closes with equation-level traceability.",candidate_partially_closes_pairable_ab_rows,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,damping_sign_flipped,Keep A; flip damping sign B -> -B.,8,"A33,A35,A53,A55,B33,B35,B53,B55",4,4,0,4,12.47538596984867,3.4830163870435675,1.3081352906190093,0.9521588117653037,4,33;35;53;55,,false,"diagnostic-only A/B force reconstruction; no sign, phase, or split candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III set closes with equation-level traceability.",candidate_partially_closes_pairable_ab_rows,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,added_mass_sign_flipped,Flip added-mass sign A -> -A; keep B.,8,"A33,A35,A53,A55,B33,B35,B53,B55",3,5,0,4,13.01092319884283,4.035901736130535,1.708076212617527,1.6049909585393798,4,33;35;53;55,,false,"diagnostic-only A/B force reconstruction; no sign, phase, or split candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III set closes with equation-level traceability.",candidate_partially_closes_pairable_ab_rows,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,added_mass_and_damping_sign_flipped,Flip both A and B signs.,8,"A33,A35,A53,A55,B33,B35,B53,B55",0,8,0,8,13.01092319884283,9.256036979753008,1.9128323710995836,1.8658111919288585,4,33;35;53;55,,false,"diagnostic-only A/B force reconstruction; no sign, phase, or split candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III set closes with equation-level traceability.",candidate_excluded_no_pairable_ab_gate_improvement,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_phase_plus_90_then_current_split,"Rotate reconstructed complex generalized force by +90 deg, then apply current A/B split.",8,"A33,A35,A53,A55,B33,B35,B53,B55",1,7,0,8,15.243961664108806,4.693751460787981,1.39064986071286,1.3753863599121496,4,33;35;53;55,,false,"diagnostic-only A/B force reconstruction; no sign, phase, or split candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III set closes with equation-level traceability.",candidate_partially_closes_pairable_ab_rows,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_real_imag_swapped_then_current_split,"Swap raw complex-force real and imaginary parts, then apply current A/B split.",8,"A33,A35,A53,A55,B33,B35,B53,B55",0,8,0,8,15.243961664108806,7.293874109566367,1.9122122009379432,1.2547814536998771,4,33;35;53;55,,false,"diagnostic-only A/B force reconstruction; no sign, phase, or split candidate may enter matched_bie_station_sweep until the complete Ma 2005 Wigley III set closes with equation-level traceability.",candidate_excluded_no_pairable_ab_gate_improvement,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
