benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,time_derivative_pressure_scale,forward_speed_pressure_gradient_scale,stokes_body_forward_speed_scale,end_contour_scale,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,time_derivative_component_value,forward_speed_pressure_gradient_component_value,stokes_body_forward_speed_component_value,end_contour_component_value,time_derivative_component_raw,forward_speed_pressure_gradient_component_raw,stokes_body_forward_speed_component_raw,end_contour_component_raw,time_derivative_contribution_value,forward_speed_pressure_gradient_contribution_value,stokes_body_forward_speed_contribution_value,end_contour_contribution_value,candidate_time_derivative_contribution_value,candidate_forward_speed_pressure_gradient_contribution_value,candidate_stokes_body_forward_speed_contribution_value,candidate_end_contour_contribution_value,candidate_time_derivative_contribution_raw,candidate_forward_speed_pressure_gradient_contribution_raw,candidate_stokes_body_forward_speed_contribution_raw,candidate_end_contour_contribution_raw,current_force_closure_residual_value,provider_route,provider_formulation,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,current_default,0,Current default coefficient chain: Eq.30 time pressure + Eq.32 Stokes body term + Eq.32 end contour.,True,1.0,0.0,1.0,1.0,1.07,1.0181504124660368,81.40112547665964,0.9515424415570437,0.05184958753396329,0.04845755844295634,0.15,0.0,0.1605,0.323050389619709,0.323050389619709,0.0,PASS,1.0181504124660368,-0.3573324133930934,0.0,0.0,81.40112547665964,-28.56872645077782,0.0,0.0,1.0181504124660368,-0.0,0.0,0.0,1.0181504124660368,-0.0,0.0,0.0,81.40112547665964,-0.0,0.0,0.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_eq30_pressure_balance_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,time_only_no_gradient_no_end,1,Keeps only the Eq.30 time-derivative pressure term; diagnostic for pure radiation inertia/damping contribution.,False,1.0,0.0,0.0,0.0,1.07,1.0181504124660368,81.40112547665964,0.9515424415570437,0.05184958753396329,0.04845755844295634,0.15,0.0,0.1605,0.323050389619709,0.323050389619709,0.0,PASS,1.0181504124660368,-0.3573324133930934,0.0,0.0,81.40112547665964,-28.56872645077782,0.0,0.0,1.0181504124660368,-0.0,0.0,0.0,1.0181504124660368,-0.0,0.0,0.0,81.40112547665964,-0.0,0.0,0.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_eq30_pressure_balance_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,time_plus_gradient_no_end,2,Keeps the full Eq.30 body-pressure result but removes the Eq.32 end-contour term.,False,1.0,1.0,0.0,0.0,1.07,0.6608179990729434,52.83239902588183,0.6175869150214424,0.4091820009270567,0.38241308497855764,0.15,0.0,0.1605,2.5494205665237177,0.323050389619709,2.226370176904009,FAIL,1.0181504124660368,-0.3573324133930934,0.0,0.0,81.40112547665964,-28.56872645077782,0.0,0.0,1.0181504124660368,-0.3573324133930934,0.0,0.0,1.0181504124660368,-0.3573324133930934,0.0,0.0,81.40112547665964,-28.56872645077782,0.0,0.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_eq30_pressure_balance_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,gradient_removed_keep_time_end,3,Suppresses only the Eq.30 forward-speed pressure-gradient term while retaining time pressure and end contour.,False,1.0,0.0,0.0,1.0,1.07,1.0181504124660368,81.40112547665964,0.9515424415570437,0.05184958753396329,0.04845755844295634,0.15,0.0,0.1605,0.323050389619709,0.323050389619709,0.0,PASS,1.0181504124660368,-0.3573324133930934,0.0,0.0,81.40112547665964,-28.56872645077782,0.0,0.0,1.0181504124660368,-0.0,0.0,0.0,1.0181504124660368,-0.0,0.0,0.0,81.40112547665964,-0.0,0.0,0.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_eq30_pressure_balance_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,gradient_flipped_keep_time_end,4,Reverses only the Eq.30 forward-speed pressure-gradient sign; diagnostic for x-gradient sign convention.,False,1.0,-1.0,0.0,1.0,1.07,1.3754828258591303,109.96985192743746,1.2854979680926448,0.3054828258591302,0.28549796809264505,0.15,0.0,0.1605,1.9033197872843004,0.323050389619709,1.5802693976645914,FAIL,1.0181504124660368,-0.3573324133930934,0.0,0.0,81.40112547665964,-28.56872645077782,0.0,0.0,1.0181504124660368,0.3573324133930934,0.0,0.0,1.0181504124660368,0.3573324133930934,0.0,0.0,81.40112547665964,28.56872645077782,0.0,0.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_eq30_pressure_balance_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,gradient_half_keep_time_end,5,Halves only the Eq.30 forward-speed pressure-gradient term; diagnostic for gradient over-scaling.,False,1.0,0.5,0.0,1.0,1.07,0.83948420576949,67.11676225127073,0.7845646782892429,0.23051579423051005,0.21543532171075705,0.15,0.0,0.1605,1.4362354780717137,0.323050389619709,1.1131850884520047,FAIL,1.0181504124660368,-0.3573324133930934,0.0,0.0,81.40112547665964,-28.56872645077782,0.0,0.0,1.0181504124660368,-0.1786662066965467,0.0,0.0,1.0181504124660368,-0.1786662066965467,0.0,0.0,81.40112547665964,-14.28436322538891,0.0,0.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_eq30_pressure_balance_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,gradient_double_keep_time_end,6,Doubles only the Eq.30 forward-speed pressure-gradient term; diagnostic for gradient under-scaling.,False,1.0,2.0,0.0,1.0,1.07,0.30348558567984996,24.263672575104003,0.283631388485841,0.7665144143201501,0.716368611514159,0.15,0.0,0.1605,4.775790743427726,0.323050389619709,4.452740353808017,FAIL,1.0181504124660368,-0.3573324133930934,0.0,0.0,81.40112547665964,-28.56872645077782,0.0,0.0,1.0181504124660368,-0.7146648267861868,0.0,0.0,1.0181504124660368,-0.7146648267861868,0.0,0.0,81.40112547665964,-57.13745290155564,0.0,0.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_eq30_pressure_balance_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,time_removed_keep_gradient_end,7,Suppresses only the Eq.30 time-derivative pressure term while retaining pressure-gradient and end contour.,False,0.0,1.0,0.0,1.0,1.07,-0.3573324133930934,-28.56872645077782,-0.3339555265356013,1.4273324133930934,1.3339555265356011,0.15,0.0,0.1605,8.893036843570675,0.323050389619709,8.569986453950966,FAIL,1.0181504124660368,-0.3573324133930934,0.0,0.0,81.40112547665964,-28.56872645077782,0.0,0.0,0.0,-0.3573324133930934,0.0,0.0,0.0,-0.3573324133930934,0.0,0.0,0.0,-28.56872645077782,0.0,0.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_eq30_pressure_balance_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,time_flipped_keep_gradient_end,8,Reverses only the Eq.30 time-derivative pressure sign; diagnostic for harmonic time convention.,False,-1.0,1.0,0.0,1.0,1.07,-1.3754828258591303,-109.96985192743746,-1.2854979680926448,2.4454828258591306,2.285497968092645,0.15,0.0,0.1605,15.236653120617635,0.323050389619709,14.913602730997926,FAIL,1.0181504124660368,-0.3573324133930934,0.0,0.0,81.40112547665964,-28.56872645077782,0.0,0.0,-1.0181504124660368,-0.3573324133930934,0.0,0.0,-1.0181504124660368,-0.3573324133930934,0.0,0.0,-81.40112547665964,-28.56872645077782,0.0,0.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_eq30_pressure_balance_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,time_half_keep_gradient_end,9,Halves only the Eq.30 time-derivative pressure term; diagnostic for time-pressure over-scaling.,False,0.5,1.0,0.0,1.0,1.07,0.15174279283992498,12.131836287552002,0.1418156942429205,0.9182572071600751,0.8581843057570795,0.15,0.0,0.1605,5.721228705047197,0.323050389619709,5.398178315427487,FAIL,1.0181504124660368,-0.3573324133930934,0.0,0.0,81.40112547665964,-28.56872645077782,0.0,0.0,0.5090752062330184,-0.3573324133930934,0.0,0.0,0.5090752062330184,-0.3573324133930934,0.0,0.0,40.70056273832982,-28.56872645077782,0.0,0.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_eq30_pressure_balance_candidate_not_hard_gate
