benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,mode_column,generalized_row,station_local_index,x_m,x_over_l,body_phi_solution_norm,body_phi_n_known_norm,body_phi_to_phi_n_norm_ratio,free_phi_known_norm,free_phi_n_solution_norm,free_phi_n_to_phi_norm_ratio,control_phi_solution_norm,control_phi_n_solution_norm,control_phi_n_to_phi_norm_ratio,outer_history_rhs_norm,matched_rhs_total_norm,matched_rhs_body_normal_velocity_norm,matched_rhs_inner_free_surface_potential_norm,matched_rhs_outer_control_history_norm,matched_rhs_body_normal_velocity_to_total_ratio,matched_rhs_inner_free_surface_potential_to_total_ratio,matched_rhs_outer_control_history_to_total_ratio,matched_rhs_source_sum_relative_residual,body_pressure_total_norm,body_pressure_time_derivative_norm,body_pressure_forward_speed_norm,body_pressure_forward_to_time_norm_ratio,total_density_value_per_m,time_derivative_density_value_per_m,pressure_gradient_density_value_per_m,stokes_body_forward_density_value_per_m,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,heave,heave_force,0,0.075,0.024999999999999998,1.395242201930657,1.0702187802957153,1.3036981107219343,1.5572099527660632,1.7496763171119665,1.1235969266726213,1.427118770703091,1.3040480868570887,0.9137628301354556,3.4847982936085593,7.547329595954229,1.1295009640077553,6.665030821349134,3.4847982936085593,0.14965570930057542,0.8830978873536869,0.46172599848780915,0.0,8657.574792380814,5171.340989829123,9702.496807753048,1.8762051906528114,0.11002936117415758,-0.006982083836406609,0.11701144501056421,0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,heave,heave_force,1,0.15,0.049999999999999996,1.582375243503695,2.0107297107905167,0.7869656647593801,1.5758459239910168,1.7641896163678865,1.1195191036823366,1.4218081822216668,1.289110545608713,0.906669803794767,3.3893073601194295,7.646206773203211,2.0759746764947082,6.621834767309026,3.3893073601194295,0.2715038630357395,0.8660287334258099,0.44326650594874684,0.0,5411.255406586442,5864.932946192656,6962.776762151938,1.1871877864642886,0.12717080431020517,-0.0019764518644322534,0.12914725617463746,0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,heave,heave_force,0,0.075,0.024999999999999998,1.4120562620651687,1.1932939400297224,1.1833264334100257,1.632017185119383,2.0914585363852036,1.2815174714181776,1.4418619648168693,1.4886595771528228,1.0324563747972209,3.5703155505353292,7.78426155931822,1.2593935748686471,6.952556193449732,3.5703155505353292,0.16178716057672532,0.8931555216213299,0.45865821996454514,0.0,8204.4521455369,5835.531799361987,9472.59874099787,1.623262294969163,0.07794839875360819,-0.01560181373762978,0.09355021249123796,0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,heave,heave_force,1,0.15,0.049999999999999996,1.5815116988649836,2.2419636275314256,0.7054136291257987,1.6499675943495793,2.1224871500141615,1.2863811127459448,1.4340439120296544,1.4677522148803772,1.0235057675486479,3.476609769862357,7.871998639711821,2.3147117642915993,6.903727291288669,3.476609769862357,0.2940437200553602,0.8769980289962805,0.44164257756904657,0.0,5061.859532287564,6535.831508789895,6969.281168802431,1.0663189770773005,0.08701311005041286,-0.02197679265473377,0.10898990270514662,0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,heave,heave_force,0,0.075,0.024999999999999998,1.4120562620651687,1.1932939400297224,1.1833264334100257,1.632017185119383,2.0914585363852036,1.2815174714181776,1.4418619648168693,1.4886595771528228,1.0324563747972209,3.5703155505353292,7.78426155931822,1.2593935748686471,6.952556193449732,3.5703155505353292,0.16178716057672532,0.8931555216213299,0.45865821996454514,0.0,8204.4521455369,5835.531799361987,9472.59874099787,1.623262294969163,0.07271672242691801,0.11162598849089077,-0.038909266063972776,-0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,heave,heave_force,1,0.15,0.049999999999999996,1.5815116988649836,2.2419636275314256,0.7054136291257987,1.6499675943495793,2.1224871500141615,1.2863811127459448,1.4340439120296544,1.4677522148803772,1.0235057675486479,3.476609769862357,7.871998639711821,2.3147117642915993,6.903727291288669,3.476609769862357,0.2940437200553602,0.8769980289962805,0.44164257756904657,0.0,5061.859532287564,6535.831508789895,6969.281168802431,1.0663189770773005,0.090008377713171,0.2595054336403483,-0.1694970559271773,-0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,heave,pitch_moment,0,0.075,0.024999999999999998,1.395242201930657,1.0702187802957153,1.3036981107219343,1.5572099527660632,1.7496763171119665,1.1235969266726213,1.427118770703091,1.3040480868570887,0.9137628301354556,3.4847982936085593,7.547329595954229,1.1295009640077553,6.665030821349134,3.4847982936085593,0.14965570930057542,0.8830978873536869,0.46172599848780915,0.0,8657.574792380814,5171.340989829123,9702.496807753048,1.8762051906528114,0.05226394655772485,-0.0033164898222931396,0.05558043638001799,0.01150151136874609,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,heave,pitch_moment,1,0.15,0.049999999999999996,1.582375243503695,2.0107297107905167,0.7869656647593801,1.5758459239910168,1.7641896163678865,1.1195191036823366,1.4218081822216668,1.289110545608713,0.906669803794767,3.3893073601194295,7.646206773203211,2.0759746764947082,6.621834767309026,3.3893073601194295,0.2715038630357395,0.8660287334258099,0.44326650594874684,0.0,5411.255406586442,5864.932946192656,6962.776762151938,1.1871877864642886,0.05722686193959233,-0.0008894033389945143,0.058116265278586855,0.02651972560424407,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.23,A53,0.145,heave,pitch_moment,0,0.075,0.024999999999999998,1.4120562620651687,1.1932939400297224,1.1833264334100257,1.632017185119383,2.0914585363852036,1.2815174714181776,1.4418619648168693,1.4886595771528228,1.0324563747972209,3.5703155505353292,7.78426155931822,1.2593935748686471,6.952556193449732,3.5703155505353292,0.16178716057672532,0.8931555216213299,0.45865821996454514,0.0,8204.4521455369,5835.531799361987,9472.59874099787,1.623262294969163,0.037025489407963894,-0.007410861525374144,0.04443635093333803,0.00897874387105237,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.23,A53,0.145,heave,pitch_moment,1,0.15,0.049999999999999996,1.5815116988649836,2.2419636275314256,0.7054136291257987,1.6499675943495793,2.1224871500141615,1.2863811127459448,1.4340439120296544,1.4677522148803772,1.0235057675486479,3.476609769862357,7.871998639711821,2.3147117642915993,6.903727291288669,3.476609769862357,0.2940437200553602,0.8769980289962805,0.44164257756904657,0.0,5061.859532287564,6535.831508789895,6969.281168802431,1.0663189770773005,0.039155899522685784,-0.009889556694630196,0.04904545621731599,0.020873569437579544,diagnostic_aft_pair_boundary_rhs_not_hard_gate
