benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,reference_value,base_row_measure_value,endpoint_forward_gradient_value,endpoint_total_pressure_value,current_end_contour_value,candidate_endpoint_increment_value,candidate_value,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,candidate_gate_error_ratio,candidate_status,current_default_gate_error_ratio,row_measure_without_end_gate_error_ratio,gate_ratio_delta_vs_current_default,gate_ratio_delta_vs_row_measure_without_end,endpoint_increment_to_current_end_ratio,candidate_default_gate_eligible,candidate_exclusion_reason,diagnostic_conclusion,remaining_blocker,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,row_measure_plus_configured_endpoint_forward,0,1.07,0.9818747505156677,0.0043879291878961574,0.004126101044030909,0.0,0.0043879291878961574,0.986262679703564,0.0837373202964361,0.07825917784713654,0.15,0.0,0.1605,0.5217278523142436,PASS,0.323050389619709,0.5490669749802636,0.19867746269453457,-0.02733912266602001,,false,endpoint-forward route candidates are diagnostic-only; they may not enter the default until one formula-traced endpoint rule passes all eight Ma 2005 coefficients.,endpoint_forward_candidate_passes_this_row,This coefficient is locally compatible with the endpoint-forward candidate; keep it diagnostic until all Ma 2005 rows and the Eq.31/Eq.32 derivation pass.,diagnostic_endpoint_forward_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,row_measure_plus_half_configured_endpoint_forward,1,1.07,0.9818747505156677,0.0043879291878961574,0.004126101044030909,0.0,0.0021939645939480787,0.9840687151096158,0.08593128489038426,0.08030961204708809,0.15,0.0,0.1605,0.535397413647254,PASS,0.323050389619709,0.5490669749802636,0.21234702402754502,-0.013669561333009561,,false,endpoint-forward route candidates are diagnostic-only; they may not enter the default until one formula-traced endpoint rule passes all eight Ma 2005 coefficients.,endpoint_forward_candidate_passes_this_row,This coefficient is locally compatible with the endpoint-forward candidate; keep it diagnostic until all Ma 2005 rows and the Eq.31/Eq.32 derivation pass.,diagnostic_endpoint_forward_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,row_measure_plus_configured_endpoint_forward,0,0.941,0.8663775081052908,0.0035081329684214235,0.002923064953260307,0.0,0.0035081329684214235,0.8698856410737122,0.0711143589262877,0.07557317632974252,0.15,0.0,0.14115,0.5038211755316168,PASS,0.3224101344905041,0.5286751108374719,0.18141104104111266,-0.024853935305855113,,false,endpoint-forward route candidates are diagnostic-only; they may not enter the default until one formula-traced endpoint rule passes all eight Ma 2005 coefficients.,endpoint_forward_candidate_passes_this_row,This coefficient is locally compatible with the endpoint-forward candidate; keep it diagnostic until all Ma 2005 rows and the Eq.31/Eq.32 derivation pass.,diagnostic_endpoint_forward_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,row_measure_plus_half_configured_endpoint_forward,1,0.941,0.8663775081052908,0.0035081329684214235,0.002923064953260307,0.0,0.0017540664842107118,0.8681315745895015,0.07286842541049843,0.07743722147768164,0.15,0.0,0.14115,0.5162481431845443,PASS,0.3224101344905041,0.5286751108374719,0.19383800869404016,-0.012426967652927612,,false,endpoint-forward route candidates are diagnostic-only; they may not enter the default until one formula-traced endpoint rule passes all eight Ma 2005 coefficients.,endpoint_forward_candidate_passes_this_row,This coefficient is locally compatible with the endpoint-forward candidate; keep it diagnostic until all Ma 2005 rows and the Eq.31/Eq.32 derivation pass.,diagnostic_endpoint_forward_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,row_measure_plus_configured_endpoint_forward,0,2.05,1.7561579498477886,-0.001459097477398979,0.0027268770910094248,-0.0,-0.001459097477398979,1.7546988523703897,0.29530114762961013,0.1440493403071269,0.15,0.0,0.30749999999999994,0.9603289353808462,PASS,0.8579473634846653,0.9555839029340204,0.10238157189618091,0.004745032446825781,,false,endpoint-forward route candidates are diagnostic-only; they may not enter the default until one formula-traced endpoint rule passes all eight Ma 2005 coefficients.,endpoint_forward_candidate_passes_this_row,This coefficient is locally compatible with the endpoint-forward candidate; keep it diagnostic until all Ma 2005 rows and the Eq.31/Eq.32 derivation pass.,diagnostic_endpoint_forward_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,row_measure_plus_half_configured_endpoint_forward,1,2.05,1.7561579498477886,-0.001459097477398979,0.0027268770910094248,-0.0,-0.0007295487386994895,1.755428401109089,0.2945715988909108,0.14369346287361504,0.15,0.0,0.30749999999999994,0.9579564191574336,PASS,0.8579473634846653,0.9555839029340204,0.1000090556727683,0.002372516223413168,,false,endpoint-forward route candidates are diagnostic-only; they may not enter the default until one formula-traced endpoint rule passes all eight Ma 2005 coefficients.,endpoint_forward_candidate_passes_this_row,This coefficient is locally compatible with the endpoint-forward candidate; keep it diagnostic until all Ma 2005 rows and the Eq.31/Eq.32 derivation pass.,diagnostic_endpoint_forward_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,row_measure_plus_configured_endpoint_forward,0,0.19,-0.024981616093260613,0.0020842663642506747,0.001959897995914682,0.0,0.0020842663642506747,-0.022897349729009937,0.21289734972900995,1.1205123669947892,0.3,0.0,0.056999999999999995,3.735041223315964,FAIL,0.606224030098148,3.7716072998817656,3.128817193217816,-0.03656607656580135,,false,endpoint-forward route candidates are diagnostic-only; they may not enter the default until one formula-traced endpoint rule passes all eight Ma 2005 coefficients.,endpoint_forward_candidate_improves_but_fails_this_row,"Endpoint-forward improves this coefficient but does not close Gate 1; inspect whether the missing term is distributed transport, pitch moment, or frequency pairing.",diagnostic_endpoint_forward_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,row_measure_plus_half_configured_endpoint_forward,1,0.19,-0.024981616093260613,0.0020842663642506747,0.001959897995914682,0.0,0.0010421331821253374,-0.023939482911135276,0.2139394829111353,1.1259972784796595,0.3,0.0,0.056999999999999995,3.753324261598865,FAIL,0.606224030098148,3.7716072998817656,3.147100231500717,-0.018283038282900677,,false,endpoint-forward route candidates are diagnostic-only; they may not enter the default until one formula-traced endpoint rule passes all eight Ma 2005 coefficients.,endpoint_forward_candidate_improves_but_fails_this_row,"Endpoint-forward improves this coefficient but does not close Gate 1; inspect whether the missing term is distributed transport, pitch moment, or frequency pairing.",diagnostic_endpoint_forward_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.23,A53,row_measure_plus_configured_endpoint_forward,0,0.145,-0.04022621264359956,0.0016663631600001762,0.0013884558527986457,0.0,0.0016663631600001762,-0.03855984948359938,0.18355984948359938,1.2659299964386166,0.3,0.0,0.0435,4.2197666547953885,FAIL,0.6781338157422685,4.258073853875852,3.54163283905312,-0.03830719908046376,,false,endpoint-forward route candidates are diagnostic-only; they may not enter the default until one formula-traced endpoint rule passes all eight Ma 2005 coefficients.,endpoint_forward_candidate_improves_but_fails_this_row,"Endpoint-forward improves this coefficient but does not close Gate 1; inspect whether the missing term is distributed transport, pitch moment, or frequency pairing.",diagnostic_endpoint_forward_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.23,A53,row_measure_plus_half_configured_endpoint_forward,1,0.145,-0.04022621264359956,0.0016663631600001762,0.0013884558527986457,0.0,0.0008331815800000881,-0.039393031063599475,0.18439303106359947,1.271676076300686,0.3,0.0,0.0435,4.23892025433562,FAIL,0.6781338157422685,4.258073853875852,3.560786438593352,-0.01915359954023188,,false,endpoint-forward route candidates are diagnostic-only; they may not enter the default until one formula-traced endpoint rule passes all eight Ma 2005 coefficients.,endpoint_forward_candidate_improves_but_fails_this_row,"Endpoint-forward improves this coefficient but does not close Gate 1; inspect whether the missing term is distributed transport, pitch moment, or frequency pairing.",diagnostic_endpoint_forward_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.23,B53,row_measure_plus_configured_endpoint_forward,0,-0.106,0.22741636375260837,-0.000693071301764515,0.0012952666182294772,-0.0,-0.000693071301764515,0.22672329245084386,0.33272329245084387,3.1388989853853198,0.3,0.0,0.031799999999999995,10.462996617951067,FAIL,0.5953445808426896,10.484791312975107,9.867652037108376,-0.021794695024039967,,false,endpoint-forward route candidates are diagnostic-only; they may not enter the default until one formula-traced endpoint rule passes all eight Ma 2005 coefficients.,endpoint_forward_candidate_improves_but_fails_this_row,"Endpoint-forward improves this coefficient but does not close Gate 1; inspect whether the missing term is distributed transport, pitch moment, or frequency pairing.",diagnostic_endpoint_forward_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.23,B53,row_measure_plus_half_configured_endpoint_forward,1,-0.106,0.22741636375260837,-0.000693071301764515,0.0012952666182294772,-0.0,-0.0003465356508822575,0.22706982810172613,0.33306982810172614,3.1421681896389257,0.3,0.0,0.031799999999999995,10.473893965463088,FAIL,0.5953445808426896,10.484791312975107,9.878549384620397,-0.010897347512019095,,false,endpoint-forward route candidates are diagnostic-only; they may not enter the default until one formula-traced endpoint rule passes all eight Ma 2005 coefficients.,endpoint_forward_candidate_improves_but_fails_this_row,"Endpoint-forward improves this coefficient but does not close Gate 1; inspect whether the missing term is distributed transport, pitch moment, or frequency pairing.",diagnostic_endpoint_forward_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,2.23,A35,row_measure_plus_configured_endpoint_forward,0,-0.125,-0.11629433993075708,0.0005423143740866756,0.0004509846309857027,0.0,0.0005423143740866756,-0.1157520255566704,0.009247974443329601,0.07398379554663681,0.3,0.0,0.0375,0.24661265182212272,PASS,0.3138670519178599,0.23215093517981122,-0.06725440009573719,0.014461716642311495,,false,endpoint-forward route candidates are diagnostic-only; they may not enter the default until one formula-traced endpoint rule passes all eight Ma 2005 coefficients.,endpoint_forward_candidate_passes_this_row,This coefficient is locally compatible with the endpoint-forward candidate; keep it diagnostic until all Ma 2005 rows and the Eq.31/Eq.32 derivation pass.,diagnostic_endpoint_forward_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,2.23,A35,row_measure_plus_half_configured_endpoint_forward,1,-0.125,-0.11629433993075708,0.0005423143740866756,0.0004509846309857027,0.0,0.0002711571870433378,-0.11602318274371375,0.008976817256286254,0.07181453805029003,0.3,0.0,0.0375,0.23938179350096678,PASS,0.3138670519178599,0.23215093517981122,-0.07448525841689313,0.007230858321155553,,false,endpoint-forward route candidates are diagnostic-only; they may not enter the default until one formula-traced endpoint rule passes all eight Ma 2005 coefficients.,endpoint_forward_candidate_passes_this_row,This coefficient is locally compatible with the endpoint-forward candidate; keep it diagnostic until all Ma 2005 rows and the Eq.31/Eq.32 derivation pass.,diagnostic_endpoint_forward_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,2.23,B35,row_measure_plus_configured_endpoint_forward,0,0.163,0.13809425485227633,-0.0013616808258133954,-0.0006754848093465173,-0.0,-0.0013616808258133954,0.13673257402646294,0.026267425973537067,0.1611498525983869,0.3,0.0,0.0489,0.5371661753279564,PASS,0.4634503397288734,0.5093199416712407,0.07371583559908301,0.02784623365671568,,false,endpoint-forward route candidates are diagnostic-only; they may not enter the default until one formula-traced endpoint rule passes all eight Ma 2005 coefficients.,endpoint_forward_candidate_passes_this_row,This coefficient is locally compatible with the endpoint-forward candidate; keep it diagnostic until all Ma 2005 rows and the Eq.31/Eq.32 derivation pass.,diagnostic_endpoint_forward_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,7,wigley_iii,Fn0.4,2.23,B35,row_measure_plus_half_configured_endpoint_forward,1,0.163,0.13809425485227633,-0.0013616808258133954,-0.0006754848093465173,-0.0,-0.0006808404129066977,0.13741341443936964,0.02558658556063037,0.15697291754987958,0.3,0.0,0.0489,0.5232430584995986,PASS,0.4634503397288734,0.5093199416712407,0.05979271877072523,0.013923116828357895,,false,endpoint-forward route candidates are diagnostic-only; they may not enter the default until one formula-traced endpoint rule passes all eight Ma 2005 coefficients.,endpoint_forward_candidate_passes_this_row,This coefficient is locally compatible with the endpoint-forward candidate; keep it diagnostic until all Ma 2005 rows and the Eq.31/Eq.32 derivation pass.,diagnostic_endpoint_forward_route_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,8,wigley_iii,Fn0.4,2.23,A55,row_measure_plus_configured_endpoint_forward,0,0.0458,0.026676487252808228,0.000257599327691171,0.00021421769971820886,0.0,0.000257599327691171,0.026934086580499398,0.018865913419500602,0.41191950697599566,0.15,0.0,0.00687,2.7461300465066376,FAIL,0.7628164471493417,2.783626309634901,1.983313599357296,-0.037496263128263596,,false,endpoint-forward route candidates are diagnostic-only; they may not enter the default until one formula-traced endpoint rule passes all eight Ma 2005 coefficients.,endpoint_forward_candidate_improves_but_fails_this_row,"Endpoint-forward improves this coefficient but does not close Gate 1; inspect whether the missing term is distributed transport, pitch moment, or frequency pairing.",diagnostic_endpoint_forward_route_candidate_not_hard_gate,INFO
