benchmark,candidate_name,candidate_order,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,current_default,0,10,9,1,0.9,0.6007843054704187,2.0832706213366734,0.0,0.0,0,0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,ghost_aft_forward_only_removed_keep_time_end,3,10,1,9,0.1,2.6965243095460334,3.968026531265931,2.145652316797783,2.766278116325971,1,9,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,ghost_aft_pressure_plus_end,1,10,1,9,0.1,2.5953599511233048,4.065070036641338,2.040542671651674,2.7596650246119063,1,9,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,ghost_aft_pressure_no_end,2,10,1,9,0.1,2.5953599511233048,4.065070036641338,2.040542671651674,2.7596650246119063,1,9,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,both_end_pressure_excluded_plus_end,6,10,1,9,0.1,2.6731278485487886,4.2402944696537235,2.148657641606642,2.8434422322039836,1,9,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,ghost_aft_time_only_removed_keep_forward_end,4,10,1,9,0.1,2.5107330601664533,4.245963754385984,2.0997172567233804,2.692739400372748,1,9,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,bow_pressure_excluded_plus_end,5,10,1,9,0.1,2.6896653160146724,4.324144682022962,2.230467830783473,2.7831296996788923,1,9,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate,INFO
