benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,candidate_recomputed_matched_bie,use_free_surface_marching,time_step_scale,free_surface_substeps_per_station,free_surface_velocity_scale,history_rhs_scale,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,error_metric,candidate_gate_status,matched_heave_free_surface_potential_norm_max,matched_pitch_free_surface_potential_norm_max,matched_heave_inner_free_surface_normal_derivative_norm_max,matched_pitch_inner_free_surface_normal_derivative_norm_max,matched_selected_body_pressure_to_body_potential_gain_max,matched_selected_body_pressure_forward_to_time_norm_ratio_max,matched_selected_pressure_gradient_component_value,provider_route,provider_formulation,gate_role
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,free_surface_marching_disabled,1,Sets the prescribed inner free-surface potential/elevation to zero at each station while keeping the matched control-surface history chain active.,False,True,False,1.0,1,1.0,1.0,0.941,0.786546088536708,62.88435977850981,0.8358619431845994,0.1544539114632919,0.16413805681540056,0.15,0.0,0.14115,1.0942537121026703,0.3224101344905041,0.7718435776121662,relative,FAIL,0.0,0.0,1.6790229511726384,1.2027534069206378,37031.60482929761,8.913896156608045,-0.0064420737444423615,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,free_surface_velocity_zero,2,Keeps the marching machinery active but suppresses the BIE-derived inner free-surface normal derivative before the Eq.19-Eq.22 free-surface update.,False,True,True,1.0,1,0.0,1.0,0.941,0.786546088536708,62.88435977850981,0.8358619431845994,0.1544539114632919,0.16413805681540056,0.15,0.0,0.14115,1.0942537121026703,0.3224101344905041,0.7718435776121662,relative,FAIL,0.0,0.0,1.6790229511726384,1.2027534069206378,37031.60482929761,8.913896156608045,-0.0064420737444423615,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,free_surface_velocity_half,3,Halves the BIE-derived inner free-surface normal derivative before the station-to-station update; diagnostic for state-amplification scale.,False,True,True,1.0,1,0.5,1.0,0.941,0.7151196803327771,57.17381844260553,0.7599571523196356,0.22588031966722288,0.2400428476803644,0.15,0.0,0.14115,1.6002856512024293,0.3224101344905041,1.2778755167119251,relative,FAIL,1.3119804809551783,0.5518551807517015,2.300878374840443,1.869432344894925,36446.50437415421,8.749641024617535,-0.188362077295927,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,free_surface_time_step_half,4,Halves the local free-surface marching time step while keeping hull station spacing unchanged; diagnostic for A1 Section 3.3's statement that free-surface stations are twice the hull stations.,False,True,True,0.5,1,1.0,1.0,0.941,0.6973194795032239,55.75069238628275,0.7410408921394516,0.24368052049677602,0.2589591078605484,0.15,0.0,0.14115,1.7263940524036558,0.3224101344905041,1.4039839179131517,relative,FAIL,0.8320299340461101,0.3281734706871709,2.1529689493849586,1.6247513869391021,36447.11231306008,8.749126658304293,-0.09968575557268188,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,free_surface_two_substeps_per_station,5,Keeps the hull-station time interval fixed but advances the inner free-surface state in two local predictor substeps; diagnostic for A1 Section 3.3's two-free-surface-stations-per-body-station longitudinal staggering requirement.,False,True,True,1.0,2,1.0,1.0,0.941,0.8756667064956369,70.00955318432618,0.9305703575936631,0.06533329350436301,0.0694296424063369,0.15,0.0,0.14115,0.4628642827089126,0.3224101344905041,0.14045414821840851,relative,PASS,1.7267357617877404,0.8485889845929673,2.4857401382182336,2.4413605545405797,36362.06514753458,8.729705621047728,-0.29505307557690746,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,free_surface_time_step_quarter,6,Uses a quarter local free-surface marching time step as a bounded refinement diagnostic for state-amplification sensitivity; it is not a production correction.,False,True,True,0.25,1,1.0,1.0,0.941,0.7459735177420078,59.64058274347352,0.79274550238258,0.19502648225799213,0.2072544976174199,0.15,0.0,0.14115,1.3816966507827995,0.3224101344905041,1.0592865162922953,relative,FAIL,0.28012674976484675,0.12165698507303957,1.707218873557131,1.2612046004783652,37239.531064588846,9.505406280017603,-0.02419130902978579,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,free_surface_velocity_flipped,7,Flips only the BIE-derived inner free-surface normal derivative used by the free-surface marching update; diagnostic for free-surface vertical-velocity sign.,False,True,True,1.0,1,-1.0,1.0,0.941,8.19164501921945,654.9220192865951,8.705255068245961,7.2506450192194505,7.705255068245963,0.15,0.0,0.14115,51.36836712163975,0.3224101344905041,51.045956987149246,relative,FAIL,214.78032625302436,235.16041927635953,893.4814164649448,980.1801382584349,36463.080401371546,8.749736604811948,-10.423764163660087,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,outer_history_rhs_disabled,8,Keeps inner free-surface marching active but suppresses the transient outer-control history RHS; diagnostic for separating local free-surface propagation from history convolution.,False,True,True,1.0,1,1.0,0.0,0.941,0.9968933425561979,79.70162273736803,1.059397813556002,0.055893342556197934,0.05939781355600206,0.15,0.0,0.14115,0.3959854237066804,0.3224101344905041,0.07357528921617629,relative,PASS,1.9216655824086935,1.0677957020006064,2.6794042433637997,2.3769013241821515,36449.57313156681,8.751699222192359,-0.32550401153214176,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,current_marching,0,Current default: station-to-station inner free-surface state marching is active with unit velocity and unit outer-control history RHS.,True,False,True,1.0,1,1.0,1.0,2.05,1.7861811857284653,258.19253944674807,0.8713078954773003,0.26381881427153453,0.12869210452269977,0.15,0.0,0.30749999999999994,0.8579473634846653,0.8579473634846653,0.0,relative,PASS,1.6769432816274554,0.8298989053864633,2.3494975921786416,2.2935178228922717,36448.98738627265,8.751562504504902,-0.1952537076843343,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,free_surface_marching_disabled,1,Sets the prescribed inner free-surface potential/elevation to zero at each station while keeping the matched control-surface history chain active.,False,True,False,1.0,1,1.0,1.0,2.05,0.010777933388892534,1.5579505673334846,0.005257528482386603,2.0392220666111074,0.9947424715176134,0.15,0.0,0.30749999999999994,6.631616476784091,0.8579473634846653,5.773669113299425,relative,FAIL,0.0,0.0,1.6790229511726384,1.2027534069206378,37031.60482929761,8.913896156608045,-0.001313835822574556,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,free_surface_velocity_zero,2,Keeps the marching machinery active but suppresses the BIE-derived inner free-surface normal derivative before the Eq.19-Eq.22 free-surface update.,False,True,True,1.0,1,0.0,1.0,2.05,0.010777933388892534,1.5579505673334846,0.005257528482386603,2.0392220666111074,0.9947424715176134,0.15,0.0,0.30749999999999994,6.631616476784091,0.8579473634846653,5.773669113299425,relative,FAIL,0.0,0.0,1.6790229511726384,1.2027534069206378,37031.60482929761,8.913896156608045,-0.001313835822574556,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,free_surface_velocity_half,3,Halves the BIE-derived inner free-surface normal derivative before the station-to-station update; diagnostic for state-amplification scale.,False,True,True,1.0,1,0.5,1.0,2.05,1.1716387347985606,169.3604112890945,0.5715310901456394,0.8783612652014392,0.42846890985436065,0.15,0.0,0.30749999999999994,2.856459399029071,0.8579473634846653,1.998512035544406,relative,FAIL,1.3119804809551783,0.5518551807517015,2.300878374840443,1.869432344894925,36446.50437415421,8.749641024617535,-0.3444104901332343,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,free_surface_time_step_half,4,Halves the local free-surface marching time step while keeping hull station spacing unchanged; diagnostic for A1 Section 3.3's statement that free-surface stations are twice the hull stations.,False,True,True,0.5,1,1.0,1.0,2.05,0.6517913553900545,94.2164583202474,0.31794700262929493,1.3982086446099453,0.6820529973707051,0.15,0.0,0.30749999999999994,4.547019982471368,0.8579473634846653,3.6890726189867027,relative,FAIL,0.8320299340461101,0.3281734706871709,2.1529689493849586,1.6247513869391021,36447.11231306008,8.749126658304293,-0.2825327101473607,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,free_surface_two_substeps_per_station,5,Keeps the hull-station time interval fixed but advances the inner free-surface state in two local predictor substeps; diagnostic for A1 Section 3.3's two-free-surface-stations-per-body-station longitudinal staggering requirement.,False,True,True,1.0,2,1.0,1.0,2.05,1.8042014225361749,260.7973651721499,0.8800982548956952,0.24579857746382494,0.11990174510430486,0.15,0.0,0.30749999999999994,0.7993449673620325,0.8579473634846653,-0.05860239612263274,relative,PASS,1.7267357617877404,0.8485889845929673,2.4857401382182336,2.4413605545405797,36362.06514753458,8.729705621047728,-0.20517908442728022,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,free_surface_time_step_quarter,6,Uses a quarter local free-surface marching time step as a bounded refinement diagnostic for state-amplification sensitivity; it is not a production correction.,False,True,True,0.25,1,1.0,1.0,2.05,0.17392060025224215,25.14022754243453,0.0848393171962157,1.8760793997477576,0.9151606828037843,0.15,0.0,0.30749999999999994,6.101071218691896,0.8579473634846653,5.24312385520723,relative,FAIL,0.28012674976484675,0.12165698507303957,1.707218873557131,1.2612046004783652,37239.531064588846,9.505406280017603,-0.1094367885196268,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,free_surface_velocity_flipped,7,Flips only the BIE-derived inner free-surface normal derivative used by the free-surface marching update; diagnostic for free-surface vertical-velocity sign.,False,True,True,1.0,1,-1.0,1.0,2.05,4.71211221999593,681.1359507980815,2.298591326827283,2.6621122199959304,1.2985913268272833,0.15,0.0,0.30749999999999994,8.657275512181888,0.8579473634846653,7.799328148697223,relative,FAIL,214.78032625302436,235.16041927635953,893.4814164649448,980.1801382584349,36463.080401371546,8.749736604811948,18.027592250843043,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,outer_history_rhs_disabled,8,Keeps inner free-surface marching active but suppresses the transient outer-control history RHS; diagnostic for separating local free-surface propagation from history convolution.,False,True,True,1.0,1,1.0,0.0,2.05,1.7455815886475536,252.3238665738109,0.8515032139744165,0.3044184113524462,0.14849678602558353,0.15,0.0,0.30749999999999994,0.9899785735038902,0.8579473634846653,0.1320312100192249,relative,PASS,1.9216655824086935,1.0677957020006064,2.6794042433637997,2.3769013241821515,36449.57313156681,8.751699222192359,0.017566472364087746,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,current_marching,0,Current default: station-to-station inner free-surface state marching is active with unit velocity and unit outer-control history RHS.,True,False,True,1.0,1,1.0,1.0,0.19,0.15544523028440557,37.28353848371468,0.8181327909705556,0.03455476971559443,0.18186720902944437,0.3,0.0,0.056999999999999995,0.606224030098148,0.606224030098148,0.0,relative,PASS,1.6025107101110088,0.8246633972428078,1.9409617391086629,2.132916745486488,36273.83721574658,9.725907875528648,0.03067572603923421,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,free_surface_marching_disabled,1,Sets the prescribed inner free-surface potential/elevation to zero at each station while keeping the matched control-surface history chain active.,False,True,False,1.0,1,1.0,1.0,0.19,0.0009138194845696501,0.21917960337403058,0.0048095762345771054,0.18908618051543036,0.9951904237654229,0.3,0.0,0.056999999999999995,3.31730141255141,0.606224030098148,2.711077382453262,relative,FAIL,0.0,0.0,1.5102578485265201,1.1227451417183434,36696.47207135686,9.86785145139255,0.000368799622414479,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,free_surface_velocity_zero,2,Keeps the marching machinery active but suppresses the BIE-derived inner free-surface normal derivative before the Eq.19-Eq.22 free-surface update.,False,True,True,1.0,1,0.0,1.0,0.19,0.0009138194845696501,0.21917960337403058,0.0048095762345771054,0.18908618051543036,0.9951904237654229,0.3,0.0,0.056999999999999995,3.31730141255141,0.606224030098148,2.711077382453262,relative,FAIL,0.0,0.0,1.5102578485265201,1.1227451417183434,36696.47207135686,9.86785145139255,0.000368799622414479,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,free_surface_velocity_half,3,Halves the BIE-derived inner free-surface normal derivative before the station-to-station update; diagnostic for state-amplification scale.,False,True,True,1.0,1,0.5,1.0,0.19,0.08007010117763334,19.20481376745536,0.42142158514543865,0.10992989882236666,0.5785784148545614,0.3,0.0,0.056999999999999995,1.9285947161818713,0.606224030098148,1.3223706860837234,relative,FAIL,1.3098754177558505,0.5571163513839743,1.952109482289883,1.843783413651251,36270.80894681227,9.723900838903718,0.017871034326869463,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,free_surface_time_step_half,4,Halves the local free-surface marching time step while keeping hull station spacing unchanged; diagnostic for A1 Section 3.3's statement that free-surface stations are twice the hull stations.,False,True,True,0.5,1,1.0,1.0,0.19,0.035349204112303925,8.478506606336097,0.18604844269633644,0.1546507958876961,0.8139515573036636,0.3,0.0,0.056999999999999995,2.713171857678879,0.606224030098148,2.106947827580731,relative,FAIL,0.843299964194129,0.3326688237686982,1.8609147514308044,1.6384121437992412,36271.14070297005,9.723394290430134,0.01081336137077495,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,free_surface_two_substeps_per_station,5,Keeps the hull-station time interval fixed but advances the inner free-surface state in two local predictor substeps; diagnostic for A1 Section 3.3's two-free-surface-stations-per-body-station longitudinal staggering requirement.,False,True,True,1.0,2,1.0,1.0,0.19,0.15630310656508395,37.48930010963539,0.8226479292899155,0.03369689343491605,0.1773520707100845,0.3,0.0,0.056999999999999995,0.5911735690336151,0.606224030098148,-0.015050461064532894,relative,PASS,1.6449573023779265,0.8445257700955725,2.053890656865482,2.2687124411794795,36186.50758210162,9.701604441717917,0.03018163515213801,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,free_surface_time_step_quarter,6,Uses a quarter local free-surface marching time step as a bounded refinement diagnostic for state-amplification sensitivity; it is not a production correction.,False,True,True,0.25,1,1.0,1.0,0.19,0.005833150237044987,1.3990810843552404,0.030700790721289405,0.18416684976295503,0.9692992092787106,0.3,0.0,0.056999999999999995,3.230997364262369,0.606224030098148,2.624773334164221,relative,FAIL,0.28774004740411546,0.10732212772642796,1.4864178225861004,1.271666681301436,36271.848028400644,9.723140940687808,0.004534136123563859,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,free_surface_velocity_flipped,7,Flips only the BIE-derived inner free-surface normal derivative used by the free-surface marching update; diagnostic for free-surface vertical-velocity sign.,False,True,True,1.0,1,-1.0,1.0,0.19,2.6939408507102254,646.1417130428476,14.178636056369607,2.5039408507102254,13.178636056369607,0.3,0.0,0.056999999999999995,43.92878685456536,0.606224030098148,43.32256282446721,relative,FAIL,200.58751075308373,221.3473674542291,833.8707814181498,922.7062188718842,36285.714443403194,9.72439399316875,-3.5290277303058155,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,outer_history_rhs_disabled,8,Keeps inner free-surface marching active but suppresses the transient outer-control history RHS; diagnostic for separating local free-surface propagation from history convolution.,False,True,True,1.0,1,1.0,0.0,0.19,0.175155737729765,42.01110369448414,0.9218723038408684,0.014844262270234998,0.07812769615913157,0.3,0.0,0.056999999999999995,0.2604256538637719,0.606224030098148,-0.34579837623437604,relative,PASS,1.7098311893249993,1.2153638366821837,2.2780028245446626,2.265080989916815,36274.421531489235,9.726060999223847,0.017188595635494082,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.23,A53,current_marching,0,Current default: station-to-station inner free-surface state marching is active with unit velocity and unit outer-control history RHS.,True,False,True,1.0,1,1.0,1.0,0.145,0.11550117901521131,27.702957786798436,0.7965598552773194,0.029498820984788676,0.20344014472268054,0.3,0.0,0.0435,0.6781338157422685,0.6781338157422685,0.0,relative,PASS,1.6769432816274554,0.8298989053864633,2.3494975921786416,2.2935178228922717,36448.98738627265,8.751562504504902,0.03460960130056612,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.23,A53,free_surface_marching_disabled,1,Sets the prescribed inner free-surface potential/elevation to zero at each station while keeping the matched control-surface history chain active.,False,True,False,1.0,1,1.0,1.0,0.145,0.0006704489830251977,0.1608071885785937,0.00462378608982895,0.14432955101697478,0.995376213910171,0.3,0.0,0.0435,3.3179207130339035,0.6781338157422685,2.6397868972916347,relative,FAIL,0.0,0.0,1.6790229511726384,1.2027534069206378,37031.60482929761,8.913896156608045,0.00037208809879491877,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.23,A53,free_surface_velocity_zero,2,Keeps the marching machinery active but suppresses the BIE-derived inner free-surface normal derivative before the Eq.19-Eq.22 free-surface update.,False,True,True,1.0,1,0.0,1.0,0.145,0.0006704489830251977,0.1608071885785937,0.00462378608982895,0.14432955101697478,0.995376213910171,0.3,0.0,0.0435,3.3179207130339035,0.6781338157422685,2.6397868972916347,relative,FAIL,0.0,0.0,1.6790229511726384,1.2027534069206378,37031.60482929761,8.913896156608045,0.00037208809879491877,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.23,A53,free_surface_velocity_half,3,Halves the BIE-derived inner free-surface normal derivative before the station-to-station update; diagnostic for state-amplification scale.,False,True,True,1.0,1,0.5,1.0,0.145,0.04568861688310909,10.958414759413715,0.3150939095386834,0.0993113831168909,0.6849060904613166,0.3,0.0,0.0435,2.283020301537722,0.6781338157422685,1.6048864857954535,relative,FAIL,1.3119804809551783,0.5518551807517015,2.300878374840443,1.869432344894925,36446.50437415421,8.749641024617535,0.02629840245059481,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
