benchmark,row_count,pass_count,fail_count,max_gate_error_ratio,median_gate_error_ratio,diagnostic_conclusion,candidate_default_gate_eligible,gate_role,path_diagnostic_status,source_reference
ma2005_wigley_iii_coefficients,10,0,10,172.83888133469253,36.93430735553376,journee_frequency_probe_still_fails_default_provider,False,journee_frequency_probe_not_hard_gate,INFO,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\benchmarks\ma2005\journee1992_wigley_iii_forced_coefficients.csv
