benchmark,candidate_name,row_count,coefficient_list,current_pass_count,candidate_conservative_eq31_pass_count,candidate_conservative_hybrid_pass_count,max_current_gate_error_ratio,max_candidate_conservative_eq31_gate_error_ratio,max_candidate_conservative_hybrid_gate_error_ratio,max_abs_candidate_split_product_rule_residual_value,max_abs_candidate_direct_pressure_gradient_correction_value,best_route_by_max_gate,best_route_max_gate_error_ratio,diagnostic_conclusion,candidate_default_gate_eligible,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,heave_projection_leibniz_endpoint_flux_pitch_current,3,"B33,A35,B35",3,2,2,0.8579473634846653,1.4394299563977906,1.4394299563977906,0.06851530281682872,0.06851530281682872,mapping_conservative_eq31,1.4394299563977906,mapping_conservative_product_derivative_improves_some_zero_m3_rows_but_gate_remains_open,False,diagnostic_mapping_conservative_product_derivative_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_normalized_y_central,3,"B33,A35,B35",3,1,1,0.8579473634846653,1.8692723954273063,1.8692723954273063,0.02413873601403621,0.02413873601403621,mapping_conservative_eq31,1.8692723954273063,mapping_conservative_product_derivative_improves_some_zero_m3_rows_but_gate_remains_open,False,diagnostic_mapping_conservative_product_derivative_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_equal_panel_x_derivative,3,"B33,A35,B35",3,1,1,0.8579473634846653,2.0265774011427258,2.0265774011427258,0.03300793107613806,0.03300793107613806,mapping_conservative_eq31,2.0265774011427258,mapping_conservative_product_derivative_improves_some_zero_m3_rows_but_gate_remains_open,False,diagnostic_mapping_conservative_product_derivative_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_normalized_arclength_central,3,"B33,A35,B35",3,1,1,0.8579473634846653,2.0298333305423766,2.0298333305423766,0.03270085775703613,0.03270085775703613,mapping_conservative_eq31,2.0298333305423766,mapping_conservative_product_derivative_improves_some_zero_m3_rows_but_gate_remains_open,False,diagnostic_mapping_conservative_product_derivative_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_fixed_y_central,3,"B33,A35,B35",3,1,1,0.8579473634846653,3.8421327360680415,3.8421327360680415,0.16412663878120598,0.16412663878120598,mapping_conservative_eq31,3.8421327360680415,mapping_conservative_product_derivative_not_sufficient_for_zero_m3_gate,False,diagnostic_mapping_conservative_product_derivative_not_hard_gate,INFO
