benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,station_index,x_m,x_over_l,total_density_value_per_m,time_derivative_density_value_per_m,pressure_gradient_density_value_per_m,stokes_body_forward_density_value_per_m,total_density_sign,pressure_gradient_density_sign,stokes_body_forward_density_sign
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,16,1.275,0.425,0.35582906721179436,0.6260549705423808,-0.2702259033305863,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,17,1.3499999999999999,0.44999999999999996,0.3519105035075541,0.6479683037642896,-0.29605780025673556,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,18,1.425,0.47500000000000003,0.3453111310491731,0.6628936774912417,-0.3175825464420686,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,19,1.5,0.5,0.3370982977025238,0.6703518053797167,-0.33325350767719286,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,20,1.575,0.525,0.3282938725421587,0.6700908492226328,-0.3417969766804742,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,21,1.65,0.5499999999999999,0.31901196427393674,0.66200882594329,-0.34299686166935317,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,22,1.7249999999999999,0.575,0.30925317737542946,0.6461028841206032,-0.33684970674517384,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,23,1.7999999999999998,0.6,0.29922175114993466,0.6225955370987516,-0.323373785948817,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,24,1.875,0.625,0.28894289725984856,0.5919458395891894,-0.3030029423293409,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,25,1.95,0.65,0.27825376397635443,0.5548458420756276,-0.2765920780992732,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,26,2.025,0.6749999999999999,0.26681755766059306,0.512201223338514,-0.24538366567792103,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,27,2.1,0.7000000000000001,0.2541619964966547,0.4650967612041476,-0.2109347647074929,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,28,2.175,0.725,0.23974085634541054,0.41474921329276376,-0.17500835694735334,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,29,2.25,0.75,0.22301505035612793,0.36245206298841115,-0.13943701263228325,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,30,2.3249999999999997,0.7749999999999999,0.2035477412338398,0.30951826144333017,-0.10597052020949041,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,31,2.4,0.7999999999999999,0.18110660267095052,0.25722840235494304,-0.07612179968399256,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,32,2.475,0.8250000000000001,0.15576555655288254,0.20679255946208194,-0.051027002909199405,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,33,2.55,0.85,0.12799793499210987,0.15933413889830686,-0.03133620390619701,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,34,2.625,0.875,0.09875264281878761,0.1159032906925673,-0.017150647873779692,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,35,2.6999999999999997,0.8999999999999999,0.06950445166872346,0.07752529756249399,-0.008020845893770539,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,36,2.775,0.9249999999999999,0.0422735418169469,0.04528638245007385,-0.003012840633126961,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,37,2.85,0.9500000000000001,0.01964665293368391,0.020462481714080202,-0.000815828780396298,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,38,2.925,0.975,0.005085393075473152,0.004720492303301453,0.00036490077217169804,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,0,0.075,0.024999999999999998,0.07794839875360819,-0.01560181373762978,0.09355021249123796,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,1,0.15,0.049999999999999996,0.08701311005041286,-0.02197679265473377,0.10898990270514662,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,2,0.22499999999999998,0.075,0.07048380916315766,-0.014522513168738645,0.08500632233189631,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,3,0.3,0.09999999999999999,0.07915192140593501,0.004243820712850867,0.07490810069308414,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,4,0.375,0.125,0.09810289598815035,0.03197400300792958,0.06612889298022076,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,5,0.44999999999999996,0.15,0.12218899295527742,0.06666776533574661,0.05552122761953081,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,6,0.525,0.17500000000000002,0.1488664203025683,0.1066250114798948,0.042241408822673486,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,7,0.6,0.19999999999999998,0.17651834368900202,0.15039242053428636,0.026125923154715663,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,8,0.6749999999999999,0.22499999999999998,0.20395300616885798,0.19671369423951876,0.0072393119293391525,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,9,0.75,0.25,0.23022964090704898,0.2444850677547259,-0.014255426847676883,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,10,0.825,0.27499999999999997,0.2545854815506582,0.2927166922305101,-0.03813121067985196,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,11,0.8999999999999999,0.3,0.2764006712636833,0.34049951610191526,-0.06409884483823194,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,12,0.975,0.325,0.295183003059193,0.38697715824377016,-0.09179415518457723,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,13,1.05,0.35000000000000003,0.3105661151830075,0.43132279908409227,-0.1207566839010849,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,14,1.125,0.375,0.32231677874242315,0.47272191083303966,-0.15040513209061657,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,15,1.2,0.39999999999999997,0.33034628183255593,0.5103623524034893,-0.18001607057093322,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,16,1.275,0.425,0.3347199954764937,0.5434337001014122,-0.20871370462491845,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,17,1.3499999999999999,0.44999999999999996,0.33565895462140344,0.5711374971803168,-0.23547854255891332,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,18,1.425,0.47500000000000003,0.3335281055341159,0.5927093189480256,-0.2591812134139097,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,19,1.5,0.5,0.32922136104013394,0.6074522221120432,-0.27823086107190914,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,20,1.575,0.525,0.3236303950881884,0.6148608513699592,-0.29123045628177074,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,21,1.65,0.5499999999999999,0.3168359388344779,0.614566895880609,-0.2977309570461311,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,22,1.7249999999999999,0.575,0.3088722915479699,0.6063145188257847,-0.2974422272778149,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,23,1.7999999999999998,0.6,0.3000116923746586,0.5900906140158524,-0.29007892164119375,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,24,1.875,0.625,0.29037719805193374,0.5661504076166083,-0.2757732095646746,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,25,1.95,0.65,0.27992125907424975,0.5350263049575497,-0.2551050458832999,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,26,2.025,0.6749999999999999,0.2684270202013518,0.49751744333811143,-0.22909042313675976,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,27,2.1,0.7000000000000001,0.2555350590238023,0.4546595100122299,-0.19912445098842763,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,28,2.175,0.725,0.24079562099236337,0.4076768037813396,-0.16688118278897615,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,29,2.25,0.75,0.22374367304001475,0.35792101688243766,-0.13417734384242294,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,30,2.3249999999999997,0.7749999999999999,0.20399163289885408,0.30680353185708414,-0.10281189895823008,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,31,2.4,0.7999999999999999,0.18133270896088227,0.2557299176995879,-0.07439720873870559,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,32,2.475,0.8250000000000001,0.1558465216114668,0.20604654627717242,-0.050200024665705674,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,33,2.55,0.85,0.1279979575959504,0.15900960878318854,-0.031011651187238184,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,34,2.625,0.875,0.09871966697268687,0.11578598862610305,-0.017066321653416185,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,35,2.6999999999999997,0.8999999999999999,0.06946818603270298,0.07749303270588195,-0.008024846673178978,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,36,2.775,0.9249999999999999,0.04224784669109881,0.0452807280882481,-0.0030328813971492847,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,37,2.85,0.9500000000000001,0.019634198160371145,0.020462089074859763,-0.0008278909144886177,0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,38,2.925,0.975,0.005112513974899106,0.004720492303301456,0.0003920216715976505,0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,0,0.075,0.024999999999999998,0.07271672242691801,0.11162598849089077,-0.038909266063972776,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,1,0.15,0.049999999999999996,0.090008377713171,0.2595054336403483,-0.1694970559271773,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,2,0.22499999999999998,0.075,0.12186455974518634,0.4053236323364704,-0.2834590725912841,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,3,0.3,0.09999999999999999,0.18045105173624418,0.5451584119552503,-0.36470736021900607,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,4,0.375,0.125,0.2503232520237178,0.6768154080038604,-0.4264921559801428,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,5,0.44999999999999996,0.15,0.32481649621424713,0.7985013888079838,-0.47368489259373675,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,6,0.525,0.17500000000000002,0.39976795984960367,0.9087158191076056,-0.5089478592580018,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,7,0.6,0.19999999999999998,0.47216268359759767,1.0062058462030825,-0.5340431626054851,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,8,0.6749999999999999,0.22499999999999998,0.5397513386858904,1.0899271886169182,-0.5501758499310279,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,9,0.75,0.25,0.6008946860429855,1.1590176609611345,-0.5581229749181489,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,10,0.825,0.27499999999999997,0.6544776403117879,1.2127834659744676,-0.5583058256626796,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,11,0.8999999999999999,0.3,0.6998548548688914,1.2506963658552237,-0.550841510986332,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,12,0.975,0.325,0.7368114505384525,1.2724009348698517,-0.5355894843313994,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,13,1.05,0.35000000000000003,0.7655257720670107,1.2777321626211997,-0.5122063905541889,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,14,1.125,0.375,0.7865224342632146,1.2667436756280273,-0.48022124136481253,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,15,1.2,0.39999999999999997,0.8006067791210845,1.2397456573499754,-0.43913887822889097,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,16,1.275,0.425,0.8087765587431304,1.1973494459578728,-0.38857288721474254,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,17,1.3499999999999999,0.44999999999999996,0.8121126073553213,1.1405132591021387,-0.3284006517468177,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,18,1.425,0.47500000000000003,0.8116564657500326,1.0705811378274874,-0.2589246720774551,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,19,1.5,0.5,0.807758683614029,0.9893056411771343,-0.18154695756310532,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,20,1.575,0.525,0.8006419197964829,0.8990781851632058,-0.09843626536672306,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,21,1.65,0.5499999999999999,0.7915490566003426,0.8026155485132609,-0.011066491912918365,-0.0,positive,negative,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,22,1.7249999999999999,0.575,0.7811868277572565,0.7026461502099522,0.07854067754730418,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,23,1.7999999999999998,0.6,0.7691044232060238,0.6020448621376301,0.16705956106839376,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,24,1.875,0.625,0.754625976346559,0.5036934860007536,0.25093249034580545,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,25,1.95,0.65,0.7369590570475597,0.4103236551352403,0.3266354019123193,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,26,2.025,0.6749999999999999,0.7153191303171761,0.32435549868156266,0.39096363163561343,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,27,2.1,0.7000000000000001,0.689052738422944,0.24774749550699357,0.4413052429159503,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,28,2.175,0.725,0.6577406158423489,0.18187344868851044,0.47586716715383837,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,29,2.25,0.75,0.6212625902889349,0.12744122961841356,0.4938213606705214,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,30,2.3249999999999997,0.7749999999999999,0.5798089509148144,0.08446487219810477,0.49534407871670966,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,31,2.4,0.7999999999999999,0.5338278461751943,0.05229693128589846,0.4815309148892957,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,32,2.475,0.8250000000000001,0.4839052892918716,0.029722099334577534,0.4541831899572941,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,33,2.55,0.85,0.4305842364439245,0.015106341782884855,0.4154778946610397,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,34,2.625,0.875,0.3741425174575709,0.006588735132906256,0.36755378232466457,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,35,2.6999999999999997,0.8999999999999999,0.314354470018885,0.0022961969898689077,0.31205827302901606,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,36,2.775,0.9249999999999999,0.2501629471337987,0.0005546745864241003,0.24960827254737458,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,37,2.85,0.9500000000000001,0.1785196121591481,6.420183853058762e-05,0.1784554103206175,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,38,2.925,0.975,0.09823231049169547,2.1343106831535657e-19,0.09823231049169547,-0.0,positive,positive,zero
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,0,0.075,0.024999999999999998,0.05226394655772485,-0.0033164898222931396,0.05558043638001799,0.01150151136874609,positive,positive,positive
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,1,0.15,0.049999999999999996,0.05722686193959233,-0.0008894033389945143,0.058116265278586855,0.02651972560424407,positive,positive,positive
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,2,0.22499999999999998,0.075,0.04698853808561903,0.007096435038804608,0.03989210304681443,0.04108138182828478,positive,positive,positive
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,3,0.3,0.09999999999999999,0.04906559467164068,0.01849502341102073,0.030570571260619947,0.05480724696610551,positive,positive,positive
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,4,0.375,0.125,0.054425548665718436,0.0315431625968559,0.022882386068862535,0.0674988149542552,positive,positive,positive
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,5,0.44999999999999996,0.15,0.06017831879511206,0.04485623906385271,0.015322079731259349,0.07900066339680153,positive,positive,positive
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,6,0.525,0.17500000000000002,0.06509487160047485,0.05736819431923153,0.007726677281243328,0.0891899603325373,positive,positive,positive
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,7,0.6,0.19999999999999998,0.06856175111597422,0.0682778571018513,0.00028389401412294026,0.09797198407599386,positive,positive,positive
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,8,0.6749999999999999,0.22499999999999998,0.07026652454273921,0.07700318945363333,-0.006736664910894123,0.10527583929156478,positive,negative,positive
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,9,0.75,0.25,0.07008321599886332,0.0831435732795302,-0.013060357280666885,0.11105122892121294,positive,negative,positive
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,10,0.825,0.27499999999999997,0.0680189117114885,0.08644957172732146,-0.018430660015832965,0.11526643300591577,positive,negative,positive
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,11,0.8999999999999999,0.3,0.06418218145599283,0.0867992309382551,-0.02261704948226227,0.11790738140151298,positive,negative,positive
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,12,0.975,0.325,0.058760543790505576,0.08418000518095295,-0.02541946139044739,0.11897774313350294,positive,negative,positive
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,13,1.05,0.35000000000000003,0.052001572463153935,0.0786754944812911,-0.026673922018137182,0.11849999298665517,positive,negative,positive
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,14,1.125,0.375,0.04419466856726963,0.07045618750282882,-0.026261518935559197,0.11651737166502286,positive,negative,positive
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,15,1.2,0.39999999999999997,0.035651856087906386,0.05977324936499566,-0.02412139327708927,0.11309653286429192,positive,negative,positive
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,16,1.275,0.425,0.026687180040884585,0.04695412279067857,-0.020266942749793983,0.10833050160824914,positive,negative,positive
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,17,1.3499999999999999,0.44999999999999996,0.017595525175377713,0.032398415188214506,-0.01480289001283679,0.1023413963361115,positive,negative,positive
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,18,1.425,0.47500000000000003,0.008632778276229321,0.01657234193728103,-0.00793956366105171,0.09528223750086413,positive,negative,positive
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,19,1.5,0.5,0.0,0.0,0.0,0.08733711785997092,zero,zero,positive
