benchmark,row_count,open_blocker_count,max_eq31_eq32_proxy_residual_norm,median_interior_distributed_abs_share,median_normal_variation_abs_share,median_boundary_proxy_abs_share,diagnostic_conclusion_counts,diagnostic_conclusion,candidate_default_gate_eligible,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,3,3,0.9247678021134952,0.9215142332022239,0.7882010326180952,0.07848576679777623,moving_hull_panel_derivative_dominates_not_fixed_control_surface_closure:3,fixed_control_surface_transport_gap_confirmed,False,diagnostic_fixed_control_surface_transport_gap_not_hard_gate,INFO
