benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,computed_value,gate_error_ratio,coefficient_status,station_index,x_m,x_over_l,trapz_weight_m,is_configured_end_station,configured_end_station_index,pressure_gradient_density_value_per_m,stokes_body_forward_density_value_per_m,endpoint_end_equivalent_density_value_per_m,pressure_gradient_station_contribution_value,stokes_body_forward_station_contribution_value,end_contour_station_contribution_value,station_forward_identity_residual_value,station_abs_residual_share_of_total_abs,station_residual_to_pressure_gradient_abs_ratio,station_residual_to_stokes_plus_end_abs_ratio,diagnostic_flags,failure_source,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,1.0181504124660368,0.323050389619709,PASS,0,0.075,0.024999999999999998,0.0375,True,0,0.11701144501056421,0.0,0.0,0.0043879291878961574,0.0,0.0,0.0043879291878961574,0.01019313361930624,1.0,4.3879291878961575e+297,first_active_station;configured_end_station;near_aft_startup_region,station_forward_identity_closed_or_not_current_gate_failure,diagnostic_station_forward_identity_localization_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,1.0181504124660368,0.323050389619709,PASS,1,0.15,0.049999999999999996,0.07499999999999998,False,0,0.12914725617463746,0.0,0.0,0.009686044213097808,0.0,0.0,0.009686044213097808,0.022500623569532054,1.0,9.686044213097807e+297,near_aft_startup_region,station_forward_identity_closed_or_not_current_gate_failure,diagnostic_station_forward_identity_localization_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,1.0181504124660368,0.323050389619709,PASS,2,0.22499999999999998,0.075,0.075,False,0,0.0938637718748575,0.0,0.0,0.007039782890614313,0.0,0.0,0.007039782890614313,0.016353374127567117,1.0,7.039782890614312e+297,none,station_forward_identity_closed_or_not_current_gate_failure,diagnostic_station_forward_identity_localization_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,1.0181504124660368,0.323050389619709,PASS,3,0.3,0.09999999999999999,0.07500000000000001,False,0,0.07642642815154989,0.0,0.0,0.005731982111366243,0.0,0.0,0.005731982111366243,0.01331536063202575,1.0,5.731982111366243e+297,none,station_forward_identity_closed_or_not_current_gate_failure,diagnostic_station_forward_identity_localization_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,1.0181504124660368,0.323050389619709,PASS,4,0.375,0.125,0.07499999999999998,False,0,0.06101969618363344,0.0,0.0,0.004576477213772507,0.0,0.0,0.004576477213772507,0.010631129571181553,1.0,4.576477213772507e+297,none,station_forward_identity_closed_or_not_current_gate_failure,diagnostic_station_forward_identity_localization_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,1.0181504124660368,0.323050389619709,PASS,5,0.44999999999999996,0.15,0.07500000000000001,False,0,0.043777370660741007,0.0,0.0,0.003283302799555576,0.0,0.0,0.003283302799555576,0.007627093035327319,1.0,3.2833027995555756e+297,none,station_forward_identity_closed_or_not_current_gate_failure,diagnostic_station_forward_identity_localization_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,1.0181504124660368,0.323050389619709,PASS,6,0.525,0.17500000000000002,0.07500000000000001,False,0,0.02377439163459485,0.0,0.0,0.0017830793725946141,0.0,0.0,0.0017830793725946141,0.004142082864240553,1.0,1.7830793725946142e+297,none,station_forward_identity_closed_or_not_current_gate_failure,diagnostic_station_forward_identity_localization_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,1.0181504124660368,0.323050389619709,PASS,7,0.6,0.19999999999999998,0.07499999999999996,False,0,0.0009463133804098009,0.0,0.0,7.097350353073502e-05,0.0,0.0,7.097350353073502e-05,0.0001648710300327221,1.0,7.097350353073503e+295,none,station_forward_identity_closed_or_not_current_gate_failure,diagnostic_station_forward_identity_localization_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,1.0181504124660368,0.323050389619709,PASS,8,0.6749999999999999,0.22499999999999998,0.07500000000000001,False,0,-0.02449696331234227,0.0,0.0,-0.0018372722484256705,0.0,0.0,-0.0018372722484256705,0.004267972595115012,1.0,1.8372722484256704e+297,none,station_forward_identity_closed_or_not_current_gate_failure,diagnostic_station_forward_identity_localization_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,1.0181504124660368,0.323050389619709,PASS,9,0.75,0.25,0.07500000000000001,False,0,-0.05224142912266754,0.0,0.0,-0.003918107184200066,0.0,0.0,-0.003918107184200066,0.009101739876176906,1.0,3.918107184200066e+297,none,station_forward_identity_closed_or_not_current_gate_failure,diagnostic_station_forward_identity_localization_not_hard_gate
