benchmark,matrix_cell,coefficient,pair_status,station_index,x_m,x_over_l,trapz_weight_m,direct_pressure_gradient_density_value_per_m,projection_transport_derivative_density_value_per_m,stokes_body_forward_density_value_per_m,direct_minus_transport_density_value_per_m,transport_minus_stokes_density_value_per_m,direct_pressure_gradient_station_contribution_value,projection_transport_station_contribution_value,stokes_body_forward_station_contribution_value,direct_minus_transport_station_contribution_value,station_abs_direct_transport_residual_share,diagnostic_flags,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role
ma2005_wigley_iii_coefficients,35,A35,same_frequency_ab_pair,0,0.075,0.024999999999999998,0.0375,0.014461716642311351,0.07876370493567425,0.0,-0.0643019882933629,0.07876370493567425,0.0005423143740866756,0.0029536389350877843,0.0,-0.0024113245610011083,0.05175345398245052,first_active_station;near_aft_startup_region,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,same_frequency_ab_pair,1,0.15,0.049999999999999996,0.07499999999999998,0.011981019901146134,0.06941671729602565,0.0,-0.05743569739487951,0.06941671729602565,0.0008985764925859599,0.005206253797201923,0.0,-0.004307677304615962,0.09245423978227633,peak_abs_direct_transport_residual;near_aft_startup_region,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,same_frequency_ab_pair,2,0.22499999999999998,0.075,0.075,0.0009261519465025335,0.057736584790924035,0.0,-0.05681043284442149,0.057736584790924035,6.946139598769002e-05,0.0043302438593193025,0.0,-0.004260782463331612,0.09144775146059793,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,same_frequency_ab_pair,3,0.3,0.09999999999999999,0.07500000000000001,-0.008881304513286089,0.04267203114682378,0.0,-0.05155333566010987,0.04267203114682378,-0.0006660978384964568,0.003200402336011784,0.0,-0.003866500174508241,0.08298540233483616,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,same_frequency_ab_pair,4,0.375,0.125,0.07499999999999998,-0.018533948646901142,0.02629310680089905,0.0,-0.0448270554478002,0.02629310680089905,-0.0013900461485175854,0.0019719830100674283,0.0,-0.003362029158585014,0.0721581093481038,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,same_frequency_ab_pair,5,0.44999999999999996,0.15,0.07500000000000001,-0.027717373754013303,0.009995761199695441,0.0,-0.037713134953708746,0.009995761199695441,-0.002078803031550998,0.0007496820899771582,0.0,-0.0028284851215281564,0.060706831815406585,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,same_frequency_ab_pair,6,0.525,0.17500000000000002,0.07500000000000001,-0.03591820697778767,-0.005154351520934435,0.0,-0.03076385545685323,-0.005154351520934435,-0.002693865523334076,-0.0003865763640700827,0.0,-0.0023072891592639923,0.04952057688932614,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,same_frequency_ab_pair,7,0.6,0.19999999999999998,0.07499999999999996,-0.042675201691646014,-0.018369823063705965,0.0,-0.02430537862794005,-0.018369823063705965,-0.003200640126873449,-0.0013777367297779465,0.0,-0.0018229033970955026,0.03912436699805649,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,same_frequency_ab_pair,8,0.6749999999999999,0.22499999999999998,0.07500000000000001,-0.04762985935261512,-0.0290970641016568,0.0,-0.018532795250958325,-0.0290970641016568,-0.0035722394514461344,-0.0021822798076242605,0.0,-0.0013899596438218746,0.029832239768724206,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,same_frequency_ab_pair,9,0.75,0.25,0.07500000000000001,-0.050526427719767134,-0.03697385772795064,0.0,-0.013552569991816484,-0.03697385772795064,-0.0037894820789825356,-0.0027730393295962988,0.0,-0.0010164427493862364,0.0218155713697522,none,false,diagnostic-only; projection transport evidence cannot replace Eq.30/Eq.32 pressure recovery unless all Gate 1 coefficient rows pass,diagnostic_projection_transport_not_hard_gate
