x_m,free_panels,cumulative_infinity_gain,constant_error,affine_error,smooth_cosine_error
2.999997,128,1.0,0.0,0.0,0.0
2.9906220187500003,128,1.0,0.0,8.673617379884035e-19,3.212650990735977e-05
2.9812470375,128,1.0,0.0,0.0,5.282299146525116e-05
2.97187205625,128,1.0,0.0,8.673617379884035e-19,6.243813343864701e-05
2.9624970750000004,126,1.0,0.0,0.0,2.0227717039356108e-05
2.9531220937500002,126,1.0,0.0,0.0,4.488949212799742e-05
2.9437471125,126,1.0,0.0,0.0,5.9097812264319316e-05
2.9343721312500004,124,1.0,0.0,3.469446951953614e-18,3.099379461302121e-06
2.9249971500000003,124,1.0,0.0,3.469446951953614e-18,3.238687995099632e-05
2.91562216875,124,1.0,0.0,3.469446951953614e-18,5.1809046414774684e-05
2.9062471875000004,124,1.0,0.0,3.469446951953614e-18,6.167391571065828e-05
2.8968722062500003,122,1.0,0.0,0.0,1.3791772131677149e-05
2.887497225,122,1.0,0.0,0.0,3.893865219473103e-05
2.87812224375,122,1.0,0.0,0.0,5.506247844155876e-05
2.8687472625000003,122,1.0,0.0,3.469446951953614e-18,6.244939405475325e-05
2.85937228125,120,1.0,0.0,0.0,1.8664848520089095e-05
2.8499973,120,1.0,1.1102230246251565e-16,6.938893903907228e-18,4.1420833234440124e-05
2.8406223187500004,120,1.0,1.1102230246251565e-16,0.0,5.592359687234261e-05
2.8312473375000002,120,1.0,1.1102230246251565e-16,6.938893903907228e-18,6.243867616539944e-05
2.82187235625,118,1.0,0.0,6.938893903907228e-18,1.8678991697163028e-05
2.8124973750000004,118,1.0,0.0,0.0,4.054331945124723e-05
2.8031223937500003,118,1.0,0.0,0.0,5.485639425495403e-05
2.7937474125,118,1.0,0.0,0.0,6.186440303856955e-05
2.7843724312500004,116,1.0,0.0,0.0,1.4031917288881424e-05
2.7749974500000003,116,1.0,0.0,0.0,3.627135371286894e-05
2.76562246875,116,1.0,0.0,6.938893903907228e-18,5.15981349695771e-05
2.7562474875,116,1.0,0.0,0.0,6.02403173692867e-05
2.7468725062500003,114,1.0,0.0,6.938893903907228e-18,4.241300590179797e-06
2.737497525,114,1.0,0.0,0.0,2.7907859631692844e-05
2.72812254375,114,1.0,0.0,0.0,4.524136508987642e-05
2.7187475625000004,114,1.0,0.0,0.0,5.645291888378701e-05
2.7093725812500002,114,1.0,0.0,0.0,6.174903001143761e-05
2.6999976,112,1.0,0.0,0.0,1.4174143422973629e-05
2.6906226187500004,112,1.0,0.0,0.0,3.431415522991976e-05
2.6812476375000003,112,1.0,0.0,0.0,4.884122390824697e-05
2.67187265625,112,1.0,0.0,0.0,5.7946337440828444e-05
2.662497675,112,1.0,0.0,0.0,6.181627368206932e-05
2.6531226937500003,110,1.0,0.0,0.0,1.6858004901809664e-05
2.6437477125,110,1.0,0.0,0.0,3.527408209713645e-05
2.63437273125,110,1.0,0.0,1.3877787807814457e-17,4.871312921250759e-05
2.6249977500000004,110,1.0000000000000002,2.220446049250313e-16,1.3877787807814457e-17,5.7347752365988214e-05
2.61562276875,110,1.0,0.0,1.3877787807814457e-17,6.134670621615879e-05
2.6062477875,108,1.0,0.0,0.0,1.3224605736605888e-05
2.5968728062500004,108,1.0,0.0,0.0,3.1369377858747605e-05
2.5874978250000003,108,1.0,0.0,0.0,4.509668904595365e-05
2.57812284375,108,1.0,0.0,0.0,5.456238473267039e-05
2.5687478625000004,108,1.0,0.0,0.0,5.991879342848172e-05
2.5593728812500003,106,1.0,0.0,0.0,2.925312005852554e-06
2.5499979,106,1.0,0.0,0.0,2.1938503873442095e-05
2.54062291875,106,1.0,0.0,0.0,3.702479749578824e-05
2.5312479375000003,106,1.0,0.0,1.3877787807814457e-17,4.832478684635433e-05
2.52187295625,106,1.0,1.1102230246251565e-16,1.3877787807814457e-17,5.597585966243823e-05
2.512497975,106,1.0,1.1102230246251565e-16,0.0,6.011225963753475e-05
2.5031229937500004,104,1.0,0.0,0.0,5.262601303734904e-06
2.4937480125,104,1.0,0.0,0.0,2.250709520923433e-05
2.48437303125,104,1.0,0.0,0.0,3.6379799286501147e-05
2.4749980500000004,104,1.0,0.0,0.0,4.7004534979189216e-05
2.4656230687500003,104,1.0,0.0,1.3877787807814457e-17,5.45022622907565e-05
2.4562480875,104,1.0,0.0,1.3877787807814457e-17,5.899113627827468e-05
2.44687310625,104,1.0,0.0,0.0,6.0586562619091566e-05
2.4374981250000003,102,1.0,0.0,1.3877787807814457e-17,1.5650491010266165e-05
2.42812314375,102,1.0,0.0,0.0,2.9700147196609628e-05
2.4187481625,102,1.0,0.0,0.0,4.095834718820246e-05
2.4093731812500003,102,1.0,0.0,0.0,4.9531461155827294e-05
2.3999982,102,1.0,0.0,1.3877787807814457e-17,5.552336107317313e-05
2.39062321875,102,1.0,0.0,1.3877787807814457e-17,5.903547093899508e-05
2.3812482375000004,100,1.0,0.0,0.0,1.1886672546257415e-07
2.3718732562500002,100,1.0,0.0,0.0,1.534231518185436e-05
2.362498275,100,1.0,0.0,0.0,2.8158896462238125e-05
2.3531232937500004,100,1.0,0.0,0.0,3.8662044359649705e-05
2.3437483125000003,100,1.0,0.0,1.3877787807814457e-17,4.694297050311658e-05
2.33437333125,100,1.0,0.0,1.3877787807814457e-17,5.309070955428208e-05
2.32499835,100,1.0,0.0,0.0,5.719216360233759e-05
2.3156233687500003,100,1.0,0.0,0.0,5.933214576514523e-05
2.3062483875,98,1.0,0.0,1.3877787807814457e-17,5.064640406504672e-06
2.29687340625,98,1.0,0.0,0.0,1.803057725258128e-05
2.2874984250000003,98,1.0,0.0,1.3877787807814457e-17,2.9073133609225366e-05
2.27812344375,98,1.0,0.0,0.0,3.827037514836373e-05
2.2687484625,98,1.0,0.0,0.0,4.5698472691535486e-05
2.2593734812500004,98,1.0,0.0,0.0,5.143174122068661e-05
2.2499985000000002,98,1.0,0.0,0.0,5.554267816232361e-05
2.24062351875,98,1.0,0.0,0.0,5.810200095346385e-05
2.2312485375,98,1.0,0.0,0.0,5.917868389793135e-05
2.2218735562500003,96,1.0,0.0,0.0,9.012007132991329e-06
2.212498575,96,1.0,0.0,0.0,1.986961052757863e-05
2.20312359375,96,1.0,0.0,0.0,2.9250082353882156e-05
2.1937486125000003,96,1.0,0.0,0.0,3.721683014090704e-05
2.18437363125,96,1.0,0.0,0.0,4.383167997734638e-05
2.17499865,96,1.0,1.1102230246251565e-16,2.7755575615628914e-17,4.9154909256499124e-05
2.1656236687500003,96,1.0,1.1102230246251565e-16,0.0,5.324527877059726e-05
2.1562486875,96,1.0,2.220446049250313e-16,2.7755575615628914e-17,5.616006416986341e-05
2.14687370625,96,1.0,1.1102230246251565e-16,2.7755575615628914e-17,5.795508678718697e-05
2.1374987250000004,96,1.0,1.1102230246251565e-16,2.7755575615628914e-17,5.868474384440603e-05
2.1281237437500002,94,1.0,0.0,0.0,8.020225441995876e-06
2.1187487625,94,1.0,0.0,0.0,1.731173274144293e-05
2.10937378125,94,1.0,1.1102230246251565e-16,0.0,2.551406877393525e-05
2.0999988000000003,94,1.0,0.0,0.0,3.2677128659397425e-05
2.09062381875,94,1.0,0.0,0.0,3.88495129746147e-05
2.0812488375,94,1.0,1.1102230246251565e-16,2.7755575615628914e-17,4.407855433474772e-05
2.0718738562500003,94,1.0,1.1102230246251565e-16,2.7755575615628914e-17,4.8410343406302125e-05
2.062498875,94,1.0,1.1102230246251565e-16,2.7755575615628914e-17,5.188975436243304e-05
2.05312389375,94,1.0,0.0,0.0,5.456046978180584e-05
2.0437489125000003,94,1.0,0.0,0.0,5.646500500455787e-05
2.03437393125,94,1.0,0.0,0.0,5.764473194880271e-05
2.02499895,94,1.0,0.0,0.0,5.8139902393672394e-05
2.01562396875,92,1.0,0.0,0.0,6.009977423171442e-06
2.0062489875000002,92,1.0,0.0,0.0,1.357814970448512e-05
1.99687400625,92,1.0,0.0,2.7755575615628914e-17,2.040983760587256e-05
1.9874990250000002,92,1.0,0.0,0.0,2.6541769044818864e-05
1.97812404375,92,1.0,0.0,0.0,3.200964779248583e-05
1.9687490625000001,92,1.0,0.0,0.0,3.684817364879578e-05
1.9593740812500002,92,1.0,0.0,0.0,4.10910621332361e-05
1.9499991,92,1.0,0.0,0.0,4.4771063693826996e-05
1.9406241187500002,92,1.0,0.0,0.0,4.7919982443134224e-05
1.9312491375,92,1.0,0.0,0.0,5.056869442376932e-05
1.9218741562500001,92,1.0,0.0,0.0,5.2747165412037056e-05
1.9124991750000002,92,1.0000000000000002,2.220446049250313e-16,2.7755575615628914e-17,5.448446826328279e-05
1.90312419375,92,1.0000000000000002,2.220446049250313e-16,2.7755575615628914e-17,5.5808799804824005e-05
1.8937492125000002,92,1.0,0.0,0.0,5.674749728212802e-05
1.8843742312500003,92,1.0,0.0,0.0,5.732705436267693e-05
1.8749992500000001,92,1.0000000000000002,2.220446049250313e-16,2.7755575615628914e-17,5.757313670262665e-05
1.8656242687500002,90,1.0,0.0,0.0,6.500509776685703e-06
1.8562492875,90,1.0,0.0,0.0,1.5389532733944833e-05
1.8468743062500002,90,1.0,0.0,0.0,2.3765790219565375e-05
1.8374993250000002,90,1.0,0.0,0.0,3.165269216365285e-05
1.82812434375,90,1.0,0.0,2.7755575615628914e-17,3.90728682326813e-05
1.8187493625000002,90,1.0,0.0,0.0,4.6048180829538765e-05
1.80937438125,90,1.0,0.0,0.0,5.25997376880083e-05
1.7999994000000001,90,1.0,0.0,2.7755575615628914e-17,5.874790406767971e-05
1.7906244187500002,90,1.0,0.0,0.0,6.451231455228967e-05
1.7812494375,90,1.0,0.0,0.0,6.991188445570895e-05
1.7718744562500002,90,1.0,0.0,0.0,7.496482083779732e-05
1.762499475,90,1.0,0.0,2.7755575615628914e-17,7.968863313734253e-05
1.7531244937500001,90,1.0,0.0,2.7755575615628914e-17,8.410014342030703e-05
1.7437495125000002,90,1.0,0.0,2.7755575615628914e-17,8.821549625193104e-05
1.73437453125,90,1.0,0.0,0.0,9.205016819235912e-05
1.7249995500000002,90,1.0,0.0,0.0,9.561897692056398e-05
1.71562456875,90,1.0,0.0,0.0,9.893608998834402e-05
1.7062495875,90,1.0,0.0,0.0,0.00010201503320927952
1.6968746062500002,90,1.0,0.0,0.0,0.00010486869868342463
1.687499625,90,1.0,0.0,0.0,0.0001075093524607329
1.6781246437500001,90,1.0,0.0,0.0,0.00010994864184799003
1.6687496625000002,90,1.0,0.0,0.0,0.00011219760235681164
1.65937468125,90,1.0,0.0,0.0,0.00011426666430069954
1.6499997000000002,90,1.0,0.0,0.0,0.00011616565904026821
1.64062471875,90,1.0,0.0,0.0,0.00011790382487764095
1.6312497375000001,90,1.0,0.0,0.0,0.0001194898126052335
1.6218747562500002,90,1.0,0.0,0.0,0.00012093169070770404
1.612499775,90,1.0,0.0,0.0,0.00012223695022139935
1.6031247937500002,90,1.0,0.0,0.0,0.0001234125092507421
1.5937498125,90,1.0,0.0,0.0,0.00012446471714400165
1.5843748312500001,90,1.0,0.0,0.0,0.00012539935833022486
1.5749998500000002,90,1.0,0.0,0.0,0.00012622165581854805
1.56562486875,90,1.0,0.0,0.0,0.00012693627435966803
1.5562498875000002,90,1.0,0.0,0.0,0.00012754732327224794
1.54687490625,90,1.0,0.0,0.0,0.00012805835893525686
1.537499925,90,1.0,0.0,0.0,0.0001284723869451332
1.5281249437500002,90,1.0,0.0,0.0,0.0001287918639401031
1.5187499625,90,1.0,0.0,0.0,0.00012901869909287544
1.5093749812500001,90,1.0,0.0,0.0,0.00012915425526960345
1.5,88,1.0,0.0,0.0,0.0
1.49062501875,90,2.0002750015855257,1.1102230246251565e-16,2.7755575615628914e-17,0.0008681346747272389
1.4812500375000002,90,2.001100038568408,1.1102230246251565e-16,2.7755575615628914e-17,0.0008690928049447377
1.47187505625,90,2.0024752076275645,1.1102230246251565e-16,2.7755575615628914e-17,0.0008706907039323086
1.4625000750000001,90,2.004400669894517,2.220446049250313e-16,2.7755575615628914e-17,0.0008729298952067088
1.4531250937500002,90,2.0068766509533935,1.1102230246251565e-16,2.7755575615628914e-17,0.0008758125128514038
1.4437501125,90,2.0099034408409455,2.220446049250313e-16,2.7755575615628914e-17,0.0008793413026755292
1.4343751312500002,90,2.013481394046516,1.1102230246251565e-16,2.7755575615628914e-17,0.0008835196237068077
1.42500015,90,2.017610929512069,0.0,0.0,0.0008883514500149792
1.41562516875,90,2.0222925306321735,0.0,0.0,0.0008938413728707406
1.4062501875000002,90,2.0275267452540184,0.0,2.7755575615628914e-17,0.0008999946032364203
1.39687520625,90,2.0333141856773755,0.0,2.7755575615628914e-17,0.0009068169745927168
1.3875002250000001,90,2.039655528654656,0.0,2.7755575615628914e-17,0.000914314946101169
1.37812524375,90,2.0465515153908695,2.220446049250313e-16,5.551115123125783e-17,0.0009224956061023581
1.3687502625,90,2.0540029515436213,0.0,2.7755575615628914e-17,0.0009313666759530603
1.3593752812500002,90,2.0620107072231493,2.220446049250313e-16,2.7755575615628914e-17,0.0009409365142024617
1.3500003,90,2.0705757169922836,4.440892098500626e-16,5.551115123125783e-17,0.0009512141211082126
1.3406253187500001,90,2.079698979866472,2.220446049250313e-16,5.551115123125783e-17,0.0009622091434955404
1.3312503375,90,2.08938155931377,0.0,2.7755575615628914e-17,0.0009739318799601993
1.32187535625,90,2.099624583254834,0.0,2.7755575615628914e-17,0.0009863932864161429
1.3125003750000002,90,2.1104292440629484,0.0,2.7755575615628914e-17,0.0009996049819909203
1.30312539375,90,2.121796798563989,2.220446049250313e-16,2.7755575615628914e-17,0.001013579255270236
1.2937504125000001,90,2.133728568036452,2.220446049250313e-16,2.7755575615628914e-17,0.0010283290708942294
1.2843754312500002,90,2.146225938211437,0.0,2.7755575615628914e-17,0.0010438680765078034
1.27500045,90,2.159290359272654,0.0,2.7755575615628914e-17,0.0010602106100654485
1.2656254687500001,90,2.1729233458564208,2.220446049250313e-16,2.7755575615628914e-17,0.0010773717074954448
1.2562504875,90,2.1871264770516787,4.440892098500626e-16,8.326672684688674e-17,0.0010953671107248875
1.24687550625,90,2.201901396399954,4.440892098500626e-16,8.326672684688674e-17,0.0011142132760673107
1.2375005250000002,90,2.217249811895399,4.440892098500626e-16,5.551115123125783e-17,0.0011339273829784613
1.22812554375,90,2.2331734959847767,4.440892098500626e-16,8.326672684688674e-17,0.0011545273431794456
1.2187505625000001,90,2.2496742855674445,4.440892098500626e-16,8.326672684688674e-17,0.0011760318101513567
1.20937558125,90,2.266754081995394,4.440892098500626e-16,8.326672684688674e-17,0.001198460189009598
1.2000006,90,2.2844148510731928,4.440892098500626e-16,8.326672684688674e-17,0.0012218326467497986
1.1906256187500002,90,2.3026586230580506,4.440892098500626e-16,8.326672684688674e-17,0.0012461701228825284
1.1812506375,90,2.3214874926597635,4.440892098500626e-16,5.551115123125783e-17,0.0012714943404474877
1.1718756562500001,90,2.3409036190407475,2.220446049250313e-16,2.7755575615628914e-17,0.001297827817421382
1.162500675,90,2.360909225816031,2.220446049250313e-16,2.7755575615628914e-17,0.0013251938785154849
1.15312569375,90,2.3815066010532426,0.0,0.0,0.0013536166673689953
1.1437507125000002,90,2.4026980972726286,0.0,2.7755575615628914e-17,0.0013831211591464054
1.13437573125,90,2.42448613144703,1.1102230246251565e-16,5.551115123125783e-17,0.0014137331735349923
1.12500075,92,2.8868731850019236,2.220446049250313e-16,5.551115123125783e-17,0.0021297334670810075
1.11562576875,92,2.9098618038153674,1.1102230246251565e-16,2.7755575615628914e-17,0.002168644588647739
1.1062507875,92,2.9334545982180447,1.1102230246251565e-16,2.7755575615628914e-17,0.002208905360526092
