x_m,local_time_s,free_panels,newly_exposed,edge_extrapolated,exposure_ratio,equation_residual,history_norm,free_phi_norm,free_eta_norm
2.999997,0.0,128,0,0,0.0,4.710496316052809e-16,1.364944873972415e-06,0.0,0.0
2.9624970750000004,0.03456841270825895,126,0,0,0.0,4.791599546018558e-16,0.017813343739345983,0.0021797708168308882,0.012859992509679383
2.9249971500000003,0.06913682541651832,124,0,0,0.0,4.690773025239349e-16,0.04185191402099924,0.01223225684456373,0.04817360558559545
2.887497225,0.10370523812477768,122,0,0,0.0,5.076999371205845e-16,0.07429047174822415,0.03623197673214774,0.10110738482785224
2.8499973,0.13827365083303703,120,0,0,0.0,4.611486784238047e-16,0.1162161130564023,0.07836304517421958,0.1666154070718633
2.8124973750000004,0.172842063541296,118,0,0,0.0,4.4196563075712026e-16,0.16901426275071144,0.141055189142323,0.24013415133074092
2.7749974500000003,0.20741047624955536,116,0,0,0.0,4.689596233527388e-16,0.2342210198067301,0.22512146924918558,0.31760239629328857
2.737497525,0.24197888895781472,114,0,0,0.0,4.52587236673717e-16,0.31343110671577523,0.3298663426665755,0.39520641974217646
2.6999976,0.27654730166607405,112,0,0,0.0,4.819654320252818e-16,0.4082358287727778,0.4533066954380055,0.4695299986520791
2.662497675,0.31111571437433344,112,0,0,0.0,5.303366319665431e-16,0.5202548847446951,0.6054349427983582,0.600876794336509
2.6249977500000004,0.3456841270825924,110,0,0,0.0,6.170254014263182e-16,0.6510270740399133,0.7734017853608458,0.6216123772062092
2.5874978250000003,0.3802525397908518,108,0,0,0.0,5.512343402865326e-16,0.8019294626433136,0.951699576394123,0.6839805927181082
2.5499979,0.4148209524991111,106,0,0,0.0,5.728574754169539e-16,0.9741992414862205,1.1338560103857773,0.7449381931653934
2.512497975,0.4493893652073705,106,0,0,0.0,6.055812048645719e-16,1.1690914973890658,1.3484375791395067,0.9323136081496552
2.4749980500000004,0.48395777791562944,104,0,0,0.0,5.655431117642059e-16,1.3872682403933219,1.560541644866763,0.8691947196125843
2.4374981250000003,0.5185261906238888,102,0,0,0.0,5.987770142716971e-16,1.6294929610640578,1.7617713375921609,0.916560177065342
2.3999982,0.5530946033321481,102,0,0,0.0,5.866847544906856e-16,1.8964035423236032,2.008608205058593,1.050701780140887
2.362498275,0.5876630160404075,100,0,0,0.0,6.111175945211622e-16,2.187916327070953,2.225091523629648,1.0266748669160612
2.32499835,0.6222314287486669,100,0,0,0.0,5.696636413525253e-16,2.5044651310746886,2.475065580920386,1.2553631234382088
2.2874984250000003,0.6567998414569258,98,0,0,0.0,5.413245972938752e-16,2.8452789971029926,2.6982636126311994,1.1342546485637288
2.2499985000000002,0.6913682541651852,98,0,0,0.0,5.970480026313216e-16,3.2103336366333544,2.952174655248966,1.3499558989798464
2.212498575,0.7259366668734446,96,0,0,0.0,6.581801489325888e-16,3.59839634275599,3.1685965534581046,1.233385144838027
2.17499865,0.7605050795817039,96,0,0,0.0,5.66420356361154e-16,4.008589156915134,3.4232082072283476,1.3699982443320429
2.1374987250000004,0.7950734922899628,96,0,0,0.0,6.223900704344766e-16,4.439639387125841,3.650425554799548,1.803344902776959
2.0999988000000003,0.8296419049982222,94,0,0,0.0,5.973675739013121e-16,4.889383868223589,3.865661700026279,1.4045600601521246
2.062498875,0.8642103177064816,94,0,0,0.0,6.46332076049817e-16,5.356365996873269,4.090616863830217,1.5420433152233644
2.02499895,0.898778730414741,94,0,0,0.0,5.88879201036967e-16,5.8383492755239415,4.2928154641519525,1.798149471059997
1.9874990250000002,0.9333471431230002,92,0,0,0.0,5.880752375262914e-16,6.3326134955613815,4.475034679923049,1.5419652458016317
1.9499991,0.9679155558312594,92,0,0,0.0,5.679386763849904e-16,6.836932202256651,4.665890112151646,1.6219513735915643
