coarse_case,fine_case,coefficient,coarse_value,fine_value,absolute_change,relative_change,relative_limit,strict_relative_status,change_over_digitization_uncertainty,absolute_change_within_digitization_uncertainty
sub8,sub16,A33,0.9533654512416857,0.9725045763501331,0.019139125108447397,0.01968024169128094,0.05,PASS,0.5135665243681777,True
sub8,sub16,A53,-0.23091438306912437,-0.2189519939562091,0.011962389112915278,0.0546347575866689,0.05,FAIL,0.32099077492043204,True
sub8,sub16,B33,2.096662366980895,2.1818951325250953,0.08523276554420045,0.039063639802688885,0.05,PASS,0.7617678412895237,True
sub8,sub16,B53,0.8324206929426765,0.9233088622217794,0.09088816927910293,0.09843744926307392,0.05,FAIL,0.8123130121196694,True
sub16,sub32,A33,0.9725045763501331,0.9532445001834987,0.019260076166634388,0.020204759810234247,0.05,PASS,0.5168120444334774,True
sub16,sub32,A53,-0.2189519939562091,-0.2518056846126449,0.03285369065643581,0.13047239464420735,0.05,FAIL,0.8815740336869426,True
sub16,sub32,B33,2.1818951325250953,2.3112172522243957,0.1293221196993004,0.05595411663478901,0.05,FAIL,1.155816443656681,False
sub16,sub32,B53,0.9233088622217794,1.0287456933947172,0.10543683117293778,0.10249066591473249,0.05,FAIL,0.9423416776657898,True
