a1_closed_cylinder_added_mass_status,panel_count_min,panel_count_max,raw_added_mass_ratio_finest,pressure_sign_corrected_ratio_finest,pressure_sign_corrected_relative_error_finest,potential_alignment_scale_to_analytic_finest,source_system_relative_residual_max,pass_rows,fail_rows,diagnostic_conclusion,gate_role
diagnostic_a1_closed_cylinder_added_mass_not_hard_gate,64,256,-1.0027360415465032,1.0027360415465032,0.002736041546503275,-1.0028367221253027,6.880429676586421e-16,3,0,closed_cylinder_exposes_inner_pressure_sign_reversal,diagnostic_a1_closed_cylinder_added_mass_not_hard_gate
