frequency_index,status,heave_amplitude_relative_error,pitch_amplitude_relative_error,heave_phase_circular_error_deg,pitch_phase_circular_error_deg,point_acceleration_kinematic_relative_residual
0,PASS,6.022767776445329e-15,7.276994060622498e-14,2.4442670110147446e-12,4.547473508864641e-13,0.0
1,PASS,6.365456290324835e-13,1.6148436130728764e-12,4.7691628424217924e-11,8.412825991399586e-12,0.0
2,PASS,2.447108900439018e-12,4.302769176030644e-12,1.6893864085432142e-10,4.297362465877086e-11,0.0
3,PASS,1.157285907041157e-12,1.5321010132063368e-12,8.026290743146092e-11,9.561063052387908e-11,0.0
4,PASS,4.25640824132376e-12,7.61928470867478e-12,7.593712325615343e-10,5.619824605673784e-10,0.0
5,PASS,1.9734336828198172e-11,1.6113041996597084e-11,6.44192255094822e-09,5.7016507071239175e-09,0.0
6,PASS,8.037090616180386e-11,1.4445092601547888e-10,6.997709078859771e-09,5.1323070238140645e-09,0.0
7,PASS,1.0961655734783537e-09,1.6882490955216545e-09,3.492996825116279e-08,3.555865646376333e-08,0.0
