frequency_index,term,F3_real,F3_imag,M5_real,M5_imag
0,rigid_inertia,-2871.6508671985453,1977.941341458298,159.47672815875728,-1647.248019902106
0,added_inertia,-5364.586522589251,3804.076732931792,220.67163237714823,-1185.8678880126515
0,radiation_damping,2257.889017610318,525.9481411044294,842.7979447211877,1207.4659672486039
0,restoring,743.0253602995318,-1232.4996620448971,277.57418311597667,-3.2108719642667154
1,rigid_inertia,-3389.613154628986,1377.8826181803145,306.4957879292937,-2018.8928890749764
1,added_inertia,-6457.554260622617,2631.526183219915,458.64644718345596,-1738.8650249259897
1,radiation_damping,3278.043683762756,936.5269664896002,709.1284946957977,1776.345697105782
1,restoring,1409.5194428396367,-1915.2946327343168,473.3986964224896,157.66698111499616
2,rigid_inertia,-3966.0875375182877,1386.006154334684,-23.45887958214942,-2366.936613494793
2,added_inertia,-7741.74025799277,2527.6520613461107,311.76236057128085,-2665.61513972314
2,radiation_damping,4894.614823851289,532.052476792461,841.517169105253,2703.6429278401465
2,restoring,2190.890051803541,-3440.5695061314595,992.5837607986748,350.8021448947006
3,rigid_inertia,-4038.8720029020305,1851.8801019495224,-453.343659751658,-2324.92524872851
3,added_inertia,-8028.25867974289,3391.63549420686,-200.31659004118,-3206.102154236598
3,radiation_damping,5597.7085583739545,-465.45615996737126,1288.8564042313928,3216.077556624722
3,restoring,2254.9780180171215,-4714.930691114823,1467.1743243204205,287.3546980572887
4,rigid_inertia,-3601.7870074760567,2548.264240956551,-938.047410703899,-1943.7183875114406
4,added_inertia,-7332.232707885377,4794.603572182472,-1133.2826702402028,-3420.8942920483705
4,radiation_damping,5546.099778020601,-2023.0106595943798,2123.6551509437254,3410.3952117319723
4,restoring,1619.0356863880327,-6112.39540785287,1980.1686068071624,-105.49680552852533
5,rigid_inertia,-2531.103714252955,2938.730515662777,-1150.865600138726,-1240.593591695627
5,added_inertia,-5313.785158657854,5696.371126363046,-2097.1834517841016,-2921.563570101932
5,radiation_damping,4278.442062695199,-3310.5497106328457,2976.7351574509926,2914.3338530823708
5,restoring,269.3732158949683,-6886.053672648544,2190.558093705637,-828.895421447227
6,rigid_inertia,-1379.066914781033,2638.139301040877,-958.2315871852334,-594.4397960311808
6,added_inertia,-3006.820368727592,5236.584711283774,-2469.6784397510305,-1968.1073705562305
6,radiation_damping,2528.856231731982,-3440.740940123729,3257.256589715216,1977.3083736432964
6,restoring,-958.5325528763128,-6669.389378706068,1941.4158266708907,-1496.1433370412074
7,rigid_inertia,-640.7597678853563,1981.6021283495795,-624.4922281697792,-237.32758901958817
7,added_inertia,-1459.084058046891,3999.997498207771,-2268.4192336972965,-1154.9076171779047
7,radiation_damping,1268.4745277281695,-2757.870039338594,2988.261641602235,1168.8141583363517
7,restoring,-1513.1565906832184,-6029.710894277579,1502.6222648545024,-1853.7938441429656
