smoothing_enabled,substeps_per_plane_interval,time_step_s,body_panels_per_side,free_surface_panels_per_side,uniform_near_body_panel_count,knuckle_separation_model,raw_vertical_force_coefficient,stern_corrected_vertical_force_coefficient,max_potential_bvp_relative_residual,max_pressure_bvp_relative_residual,max_contact_constraint_abs_m,maximum_jet_cut_count,runtime_s,response_calibration_used,raw_vertical_force_coefficient_change_from_previous_percent,stern_corrected_vertical_force_coefficient_change_from_previous_percent
True,8,0.0031103849223331993,12,15,6,artificial_surface,0.07104818471013166,0.05458826248613425,2.1017880816517057e-15,2.0149337198818826e-15,0.0,40,13.8719496,False,,
True,16,0.0015551924611665996,12,15,6,artificial_surface,0.07047442342006349,0.05414577586972945,1.8887040342919963e-15,1.6575082165859044e-15,0.0,44,26.5702005,False,0.8075664317238355,0.8105893029974994
True,32,0.0007775962305832998,12,15,6,artificial_surface,0.07087690150990389,0.05448619908183874,2.04242577313629e-15,2.3201542672228724e-15,0.0,46,51.212076499999995,False,0.5710980953209396,0.62871610322535
