stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,80,0.042192075269449875,3.921857958834258e-06,3.921857958834258e-06,24331.952441621364,2.9074265773446735
source,160,0.04337560117738298,3.6142473301852263e-07,3.6142473301852263e-07,48693.52480553826,2.903339085805094
source,320,0.04401270548789848,7.500872490209855e-07,7.500872490209855e-07,114637.2238750002,2.9004953181129722
candidate_factor_1,80,0.038611024922590914,2.14134061989919e-05,2.14134061989919e-05,24463.319587804686,2.9199852872668233
candidate_factor_1,160,0.03962900041120069,4.3635541753628263e-07,4.3635541753628263e-07,48711.967797566074,2.9159147882231164
candidate_factor_1,320,0.0400911836262273,8.914767584241438e-07,8.914767584241438e-07,114698.12956283559,2.913088284745818
candidate_factor_0.5,80,0.03998949694177009,5.228098231581018e-06,5.228098231581018e-06,24334.576122720187,2.9137723908958493
candidate_factor_0.5,160,0.041071860317670836,6.506466478549274e-05,6.506466478549274e-05,48702.65309461625,2.909698610757886
candidate_factor_0.5,320,0.04161424746698003,7.900771152178201e-07,7.900771152178201e-07,114667.9910618852,2.9068662590311916
candidate_factor_0.25,80,0.04100671888450824,1.284797960689751e-06,1.284797960689751e-06,24306.72104353509,2.910613421066933
candidate_factor_0.25,160,0.0421406948805922,3.6193423856360993e-07,3.6193423856360993e-07,48698.39110124124,2.906533444092525
candidate_factor_0.25,320,0.042732228380082365,7.682805297946946e-07,7.682805297946946e-07,114652.55974580767,2.9036966305956353
candidate_factor_0.125,80,0.041581191149948175,3.19298724780452e-07,3.19298724780452e-07,24319.31512077259,2.9090227551145036
candidate_factor_0.125,160,0.04274117172269922,3.6470985857332447e-07,3.6470985857332447e-07,48695.836850176565,2.9049397112865676
candidate_factor_0.125,320,0.043356746618081754,7.479449728568486e-07,7.479449728568486e-07,114645.04959488595,2.9020987984852824
