iteration,s_lambda,relative_change
0,1.687853135654558,0.0
1,2.3812983879370777,0.4108445442521265
2,2.7156859487542766,0.1404223689526281
3,2.8722912824386633,0.05766695289498543
4,2.945314453775415,0.025423316842278127
5,2.9793272233304275,0.011548094469646155
6,2.9951636882177803,0.005315449999362633
7,3.0025361237879453,0.002461446631169537
8,3.0059680382338296,0.0011430052143901164
9,3.007565570684611,0.000531453571848413
