eta,xi,pressure_coefficient,segment
-0.9876553716065676,0.03391658776251402,3.9367610608830144,body
-0.9629661148197026,0.10174976328754207,4.132298905487286,body
-0.9382768580328378,0.1695829388125701,4.258881097484444,body
-0.9135876012459729,0.23741611433759816,4.331714777945139,body
-0.8888983444591081,0.30524928986262617,4.3825438508193235,body
-0.8642090876722431,0.3730824653876542,4.423550934048924,body
-0.8395198308853783,0.44091564091268226,4.459633885327899,body
-0.8148305740985134,0.5087488164377103,4.493193210986342,body
-0.7901413173116485,0.5765819919627384,4.525565352666297,body
-0.7654520605247837,0.6444151674877664,4.557570634065227,body
-0.7407628037379188,0.7122483430127944,4.589755479501641,body
-0.7160735469510539,0.7800815185378225,4.622511125534227,body
-0.691384290164189,0.8479146940628506,4.656136634116638,body
-0.6666950333773242,0.9157478695878785,4.690874651951879,body
-0.6420057765904592,0.9835810451129066,4.7269329711900285,body
-0.6173165198035944,1.0514142206379347,4.7644983221152915,body
-0.5926272630167295,1.1192473961629625,4.80374575633717,body
-0.5679380062298646,1.1870805716879906,4.844845468318856,body
-0.5432487494429997,1.2549137472130187,4.887968125375994,body
-0.5185594926561349,1.3227469227380468,4.933289362235416,body
-0.49387023586927,1.390580098263075,4.980993871855708,body
-0.4691809790824051,1.458413273788103,5.031279403931997,body
-0.44449172229554024,1.526246449313131,5.084360923129156,body
-0.41980246550867534,1.594079624838159,5.14047515880549,body
-0.39511320872181044,1.661912800363187,5.1998857865684025,body
-0.3704239519349456,1.729745975888215,5.262889516170101,body
-0.3457346951480807,1.797579151413243,5.32982342174309,body
-0.3210454383612158,1.8654123269382712,5.401073945559215,body
-0.29635618157435095,1.933245502463299,5.477088147229166,body
-0.27166692478748605,2.0010786779883274,5.558387976057701,body
-0.24697766800062115,2.068911853513355,5.6455886463793075,body
-0.2222884112137563,2.1367450290383836,5.739422644283122,body
-0.1975991544268914,2.2045782045634112,5.840771570864933,body
-0.1729098976400265,2.2724113800884393,5.950709067892975,body
-0.14822064085316167,2.3402445556134674,6.070559708103181,body
-0.12353138406629677,2.4080777311384955,6.201981370460548,body
-0.09884212727943187,2.4759109066635236,6.347082996173356,body
-0.07415287049256702,2.5437440821885513,6.5085971145927495,body
-0.049463613705702125,2.61157725771358,6.690139837688214,body
-0.024774356918837226,2.6794104332386075,6.896615667283241,body
-8.510013197232658e-05,2.7472436087636356,7.134872327167919,body
0.024604156654892573,2.8150767842886637,7.414809020559895,body
0.04929341344175742,2.882909959813692,7.7513556125230565,body
0.07398267022862226,2.95074313533872,8.16823703764905,body
0.0986719270154871,3.0185763108637476,8.705626286245595,body
0.12336118380235195,3.086409486388776,9.435904979106684,body
0.1480504405892169,3.1542426619138038,10.463301786773712,body
0.17273969737608186,3.2220758374388323,10.738914958321091,body
0.18803378735712334,3.264096004312851,1.4576582787393235,shallow_jet_body
0.19393271053234146,3.2803031625358603,0.6739993949244294,shallow_jet_body
0.1998316337075596,3.2965103207588697,0.1640036516403356,shallow_jet_body
0.20573055688277772,3.312717478981879,0.04137206699098783,shallow_jet_body
0.21162948005799587,3.328924637204888,0.018851290985466562,shallow_jet_body
0.21752840323321398,3.3451317954278976,0.008096532495152076,shallow_jet_body
0.2234273264084321,3.361338953650907,0.0030591041499477,shallow_jet_body
0.22932624958365022,3.3775461118739165,0.00032576563732789054,shallow_jet_body
0.2352251727588684,3.393753270096926,-0.0012831599685583228,shallow_jet_body
0.2411240959340865,3.409960428319935,-0.00229649974123447,shallow_jet_body
0.24702301910930463,3.4261675865429444,-0.0029708699932768923,shallow_jet_body
0.2529219422845228,3.442374744765954,-0.003441291012187264,shallow_jet_body
0.2588208654597409,3.4585819029889633,-0.003783333442598291,shallow_jet_body
0.26471978863495904,3.4747890612119727,-0.00404150314842866,shallow_jet_body
0.27061871181017716,3.490996219434982,-0.004243144511647756,shallow_jet_body
0.27651763498539533,3.5072033776579916,-0.004405672472728384,shallow_jet_body
0.28241655816061345,3.523410535881001,-0.0045405259797064446,shallow_jet_body
0.28831548133583157,3.5396176941040105,-0.004655422930710529,shallow_jet_body
0.29421440451104974,3.55582485232702,-0.0047556945623554725,shallow_jet_body
0.30011332768626786,3.572032010550029,-0.004845100958206672,shallow_jet_body
0.306012250861486,3.5882391687730384,-0.004926343514568998,shallow_jet_body
0.31191117403670415,3.604446326996048,-0.005001395359471417,shallow_jet_body
0.31781009721192227,3.6206534852190573,-0.005071719299486688,shallow_jet_body
0.3237090203871404,3.6368606434420667,-0.005138414329223906,shallow_jet_body
0.3296079435623585,3.653067801665076,-0.005202316039273569,shallow_jet_body
0.3355068667375767,3.6692749598880856,-0.005264066694905978,shallow_jet_body
0.3414057899127948,3.6854821181110946,-0.005324164631282713,shallow_jet_body
0.347304713088013,3.701689276334104,-0.005382999831788027,shallow_jet_body
0.3532036362632311,3.7178964345571135,-0.00544087974073193,shallow_jet_body
0.3591025594384492,3.734103592780123,-0.005498048154876756,shallow_jet_body
0.3650014826136673,3.7503107510031324,-0.005554699445056599,shallow_jet_body
0.3709004057888855,3.766517909226142,-0.005610988999983135,shallow_jet_body
0.3767993289641036,3.7827250674491513,-0.0056670413472375,shallow_jet_body
0.3826982521393218,3.7989322256721607,-0.005722956169194049,shallow_jet_body
0.3885971753145399,3.81513938389517,-0.00577881318719875,shallow_jet_body
0.39449609848975803,3.8313465421181796,-0.005834675680574719,shallow_jet_body
0.40039502166497615,3.847553700341189,-0.005890593261462129,shallow_jet_body
0.4062939448401943,3.863760858564198,-0.005946604353752605,shallow_jet_body
0.41219286801541244,3.8799680167872075,-0.0060027378459324154,shallow_jet_body
0.4180917911906306,3.896175175010217,-0.006059014360019432,shallow_jet_body
0.42399071436584873,3.9123823332332264,-0.006115447435163901,shallow_jet_body
0.42988963754106685,3.928589491456236,-0.006172044628421247,shallow_jet_body
0.435788560716285,3.9447966496792453,-0.006228807905650058,shallow_jet_body
0.44168748389150314,3.9610038079022543,-0.0062857342695537,shallow_jet_body
0.44758640706672126,3.9772109661252637,-0.006342816434361964,shallow_jet_body
0.4534853302419394,3.993418124348273,-0.006400042924866511,shallow_jet_body
0.45938425341715755,4.009625282571283,-0.006457398421261473,shallow_jet_body
0.46528317659237567,4.025832440794292,-0.006514864071846205,shallow_jet_body
0.47118209976759384,4.0420395990173015,-0.0065724175663675055,shallow_jet_body
0.47708102294281196,4.058246757240311,-0.006630033130839763,shallow_jet_body
0.4829799461180301,4.07445391546332,-0.006687681971285997,shallow_jet_body
0.4888788692932482,4.09066107368633,-0.006745332300035045,shallow_jet_body
0.49477779246846637,4.106868231909339,-0.006802948707338885,shallow_jet_body
0.5006767156436844,4.123075390132349,-0.006860493133451939,shallow_jet_body
0.5065756388189027,4.139282548355358,-0.006917924486515403,shallow_jet_body
0.5124745619941207,4.155489706578368,-0.006975197887257423,shallow_jet_body
0.5183734851693389,4.171696864801377,-0.007032266088927486,shallow_jet_body
0.524272408344557,4.1879040230243865,-0.007089078540964522,shallow_jet_body
0.5301713315197751,4.204111181247395,-0.007145581109043064,shallow_jet_body
0.5360702546949934,4.2203183394704045,-0.007201716695597327,shallow_jet_body
0.5419691778702114,4.236525497693414,-0.007257424790722666,shallow_jet_body
0.5478681010454296,4.252732655916423,-0.0073126417313886805,shallow_jet_body
0.5537670242206477,4.268939814139433,-0.007367300180945335,shallow_jet_body
0.5596659473958658,4.285146972362442,-0.0074213291352904776,shallow_jet_body
0.5655648705710841,4.301354130585452,-0.007474654404568071,shallow_jet_body
0.5714637937463021,4.317561288808461,-0.007527197846677325,shallow_jet_body
0.5773627169215203,4.333768447031471,-0.007578877786528437,shallow_jet_body
0.5832616400967383,4.34997560525448,-0.0076296084933602515,shallow_jet_body
0.5891605632719565,4.3661827634774895,-0.007679300315082571,shallow_jet_body
0.5950594864471747,4.382389921700499,-0.007727859902331602,shallow_jet_body
0.6009584096223928,4.398597079923508,-0.007775189769581914,shallow_jet_body
0.606857332797611,4.414804238146518,-0.007821188251355693,shallow_jet_body
0.612756255972829,4.431011396369527,-0.007865749043887149,shallow_jet_body
0.6186551791480472,4.447218554592536,-0.007908762367151212,shallow_jet_body
0.6245541023232654,4.463425712815545,-0.007950113532444902,shallow_jet_body
0.6304530254984835,4.479632871038555,-0.007989683628835564,shallow_jet_body
0.6363519486737017,4.495840029261564,-0.008027349172799347,shallow_jet_body
0.6422508718489197,4.512047187484574,-0.008062981827123394,shallow_jet_body
0.6481497950241379,4.528254345707583,-0.008096449521190152,shallow_jet_body
0.654048718199356,4.5444615039305924,-0.008127614760823576,shallow_jet_body
0.6599476413745742,4.560668662153602,-0.008156335645573165,shallow_jet_body
0.6658465645497923,4.576875820376611,-0.00818246552791635,shallow_jet_body
0.6717454877250104,4.593082978599621,-0.00820585292112952,shallow_jet_body
0.6776444109002286,4.60929013682263,-0.008226342009912457,shallow_jet_body
0.6835433340754467,4.62549729504564,-0.008243771500282548,shallow_jet_body
0.6894422572506649,4.641704453268649,-0.008257975853382504,shallow_jet_body
0.6953411804258829,4.6579116114916586,-0.008268784915046012,shallow_jet_body
0.7012401036011011,4.674118769714668,-0.008276023343576355,shallow_jet_body
0.7071390267763193,4.690325927937677,-0.00827951138279559,shallow_jet_body
0.7130379499515374,4.706533086160687,-0.008279064908229827,shallow_jet_body
0.7189368731267556,4.722740244383696,-0.008274494499914908,shallow_jet_body
0.7248357963019736,4.738947402606706,-0.008265606990129015,shallow_jet_body
0.7307347194771918,4.755154560829715,-0.008252204804847452,shallow_jet_body
0.7366336426524099,4.771361719052725,-0.008234085705076666,shallow_jet_body
0.742532565827628,4.787568877275734,-0.008211043685548702,shallow_jet_body
0.7484314890028463,4.803776035498743,-0.008182868592307102,shallow_jet_body
0.7543304121780643,4.819983193721752,-0.008149346780150779,shallow_jet_body
0.7602293353532825,4.8361903519447615,-0.008110260513291223,shallow_jet_body
0.7661282585285005,4.852397510167771,-0.008065389375694565,shallow_jet_body
0.7720271817037188,4.86860466839078,-0.008014509392978653,shallow_jet_body
0.777926104878937,4.88481182661379,-0.007957393380010558,shallow_jet_body
0.783825028054155,4.901018984836799,-0.007893812043938908,shallow_jet_body
0.7897239512293732,4.917226143059809,-0.007823533928970505,shallow_jet_body
0.7956228744045912,4.933433301282818,-0.007746325126191778,shallow_jet_body
0.8015217975798095,4.949640459505828,-0.00766195017015292,shallow_jet_body
0.8074207207550276,4.965847617728837,-0.007570172800001274,shallow_jet_body
0.8133196439302457,4.9820547759518465,-0.007470754766174537,shallow_jet_body
0.8192185671054639,4.998261934174856,-0.007363457945629648,shallow_jet_body
0.8251174902806819,5.014469092397865,-0.00724804466697293,shallow_jet_body
0.8310164134559002,5.030676250620874,-0.0071242764439531925,shallow_jet_body
0.8369153366311182,5.046883408843883,-0.00699191600999427,shallow_jet_body
0.8428142598063364,5.063090567066893,-0.006850727280884428,shallow_jet_body
0.8487131829815546,5.079297725289902,-0.006700475960570884,shallow_jet_body
0.8546121061567726,5.095504883512912,-0.0065409295535161505,shallow_jet_body
0.8605110293319909,5.111712041735921,-0.006371857599944519,shallow_jet_body
0.8664099525072089,5.127919199958931,-0.0061930335176683116,shallow_jet_body
0.872308875682427,5.14412635818194,-0.006004233512314272,shallow_jet_body
0.8782077988576451,5.1603335164049495,-0.005805237398426755,shallow_jet_body
0.8841067220328633,5.176540674627959,-0.005595829281901388,shallow_jet_body
0.8900056452080813,5.192747832850968,-0.0053757975104176126,shallow_jet_body
0.8959045683832996,5.208954991073978,-0.005144935659245675,shallow_jet_body
0.9018034915585176,5.225162149296987,-0.004903042054046125,shallow_jet_body
0.9077024147337358,5.241369307519997,-0.004649919380298684,shallow_jet_body
0.913601337908954,5.257576465743006,-0.004385375689949456,shallow_jet_body
0.919500261084172,5.273783623966016,-0.004109224938162015,shallow_jet_body
0.9253991842593903,5.289990782189025,-0.003821285673609509,shallow_jet_body
0.9312981074346083,5.3061979404120345,-0.0035213810437824122,shallow_jet_body
0.9371970306098265,5.322405098635044,-0.003209338702205855,shallow_jet_body
0.9430959537850446,5.3386122568580525,-0.002884989726432252,shallow_jet_body
