run,pseudo_cfl,accepted_steps,added_pseudo_time,root_relative_mismatch,kinematic_rms,kinematic_convergence_integral,root_body_eta,interface_s_lambda,measured_s_lambda,solved_dipole_coefficient,body_vertical_force_coefficient,computed_pressure_peak,computed_peak_eta,free_surface_nrmse,pressure_nrmse
self_similar_wedge_30deg_v725_timestep_cfl025_steps1,0.25,1,0.0008368269112945475,2.782182781511797e-06,0.005094654838397935,0.0007506129362335955,0.5279845309573499,1.4918394540662672,1.4918353034962253,3.1039561654334693,14.054583555713034,6.88939417774816,0.42114051116069495,0.045278508388320225,0.020374619518987672
self_similar_wedge_30deg_v725_timestep_cfl0125_steps2,0.125,2,0.0008370028581997704,8.296086945984941e-07,0.005094434904261362,0.0007505919220131134,0.5279846142367077,1.4918393449384684,1.4918381072955769,3.103956471212123,14.054582891284355,6.8893948027793215,0.42114054383417765,0.04527825211771083,0.020374495957469825
self_similar_wedge_30deg_v725_timestep_cfl00625_steps4,0.0625,4,0.0008370906634835159,2.232333579097585e-07,0.005094370309032411,0.0007505887642501312,0.5279846536751884,1.4918396177247872,1.49183928469642,3.103956632024673,14.054582751080059,6.88939513939647,0.4211405665783046,0.045278119922691526,0.020374458208935065
