component,sigma,in_phase_center_from_cg_m,in_phase_center_from_transom_m,in_phase_center_from_transom_over_beam,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,restoring_subtraction,response_calibration_used
raw_bem,1.4,0.41366235830335707,0.8811223583033571,2.7708250261111855,-0.0033789997900160206,0.46408100020998394,1.4593742144968047,zero_diagnostic_only,False
resolved_station_bem,1.4,0.5854597304847776,1.0529197304847777,3.3110683348577914,0.0018213982915546757,0.4692813982915547,1.4757276675835054,zero_diagnostic_only,False
transom_extrapolation,1.4,-0.40064476147857436,0.06681523852142562,0.21011081296045794,-0.4911052981018416,-0.023645298101841628,-0.07435628333912461,zero_diagnostic_only,False
pre_chine_bem,1.4,0.41167506924611735,0.8791350692461173,2.7645756894531988,0.3416203808116081,0.809080380811608,2.5442779270805285,zero_diagnostic_only,False
post_chine_bem,1.4,0.4285231978543099,0.8959831978543099,2.8175572259569495,-0.0931967371941504,0.3742632628058496,1.1769284993894642,zero_diagnostic_only,False
longitudinal_bin_aft_post_chine,1.4,-0.3398059147806401,0.1276540852193599,0.4014279409413833,-0.3454606941550537,0.12199930584494628,0.38364561586461093,zero_diagnostic_only,False
longitudinal_bin_middle_post_chine,1.4,-0.5751083221206994,-0.10764832212069941,-0.3385167362286145,-0.11512476199623486,0.3523352380037651,1.1079724465527203,zero_diagnostic_only,False
longitudinal_bin_forward_post_chine,1.4,0.14054175830073798,0.608001758300738,1.911955214782195,0.11515707305723893,0.5826170730572389,1.8321291605573549,zero_diagnostic_only,False
longitudinal_bin_pre_chine,1.4,0.41167506924611735,0.8791350692461173,2.7645756894531988,0.3416203808116081,0.809080380811608,2.5442779270805285,zero_diagnostic_only,False
bem,1.4,0.41366235830335707,0.8811223583033571,2.7708250261111855,-0.0033789997900160206,0.46408100020998394,1.4593742144968047,zero_diagnostic_only,False
front,1.4,-3.318849874587725,-2.851389874587725,-8.966634825747564,0.529073304216582,0.996533304216582,3.133752528982962,zero_diagnostic_only,False
transom,1.4,nan,nan,nan,nan,nan,nan,zero_diagnostic_only,False
total,1.4,0.5480989093526856,1.0155589093526856,3.1935814759518415,0.11608811661576453,0.5835481166157646,1.8350569704898256,zero_diagnostic_only,False
