,surge,sway,heave,roll,pitch,yaw
surge,16.06718229374952,0.0,0.0,0.0,0.0,0.0
sway,0.0,956.6627152264267,0.0,0.0,0.0,424.22323987144904
heave,0.0,0.0,14096.335527099238,0.0,20189.000977993866,0.0
roll,0.0,0.0,0.0,1793.2436339837282,0.0,0.0
pitch,0.0,0.0,3331.3401639813665,0.0,110524.59165558529,0.0
yaw,0.0,424.22323987144904,0.0,0.0,0.0,6328.55870151664
