x_from_transom_m,mean_force_density_n_m,sine_force_density_n_m,cosine_force_density_n_m,harmonic_fit_residual_nrmse,cumulative_mean_vertical_force_n,cumulative_mean_pitch_moment_nm,cumulative_sine_vertical_force_n,cumulative_sine_pitch_moment_nm,cumulative_cosine_vertical_force_n,cumulative_cosine_pitch_moment_nm
0.0,217.07294941615746,-0.2694475951339776,20.64246854962957,0.01642162078579386,0.0,0.0,0.0,0.0,0.0,0.0
0.000686590909090909,216.95954962074592,-0.28081628257618524,20.65576430791413,0.016315439615743492,0.1490013840443733,-0.06960104885188584,-0.00018890308801845475,8.823844813371298e-05,0.014177495620754488,-0.006622543466145814
0.001373181818181818,216.84614982533432,-0.29218497001841265,20.669060066198686,0.01620932006047402,0.29792490882012423,-0.13906347880053366,-0.000385611813483032,0.00017998798148549249,0.028364119988276627,-0.013239610715076934
0.002059772727272727,216.73275002992284,-0.30355365746064267,20.68235582448325,0.01610326241381664,0.4467705743272528,-0.20838739676087553,-0.0005901261763937394,0.00027523788149592173,0.04255987310256641,-0.019851189211364275
0.002746363636363636,216.6193502345112,-0.31492234490284854,20.69565158276782,0.015997266977828842,0.5955383805657591,-0.27757290964784354,-0.0008024461767505698,0.00037397742960557697,0.056764754963623855,-0.026457266419578757
0.0034329545454545455,216.50595043909962,-0.32629103234508283,20.708947341052387,0.015891334063055488,0.744228327535643,-0.3466201243763697,-0.0010225718145535244,0.00047619590725503857,0.07097876557144896,-0.0330578298042913
0.004119545454545454,216.392550643688,-0.33765971978729786,20.722243099336954,0.015785463988799712,0.8928404152369044,-0.41552914786138595,-0.0012505030898026061,0.0005818825958848875,0.0852019049260417,-0.0396528668300728
0.004806136363636363,216.27915084827643,-0.3490284072295027,20.73553885762151,0.015679657083404658,1.0413746436695437,-0.48430008701782457,-0.0014862400024978056,0.0006910267769356989,0.0994341730274021,-0.0462423649614942
0.005492727272727272,216.16575105286495,-0.36039709467176445,20.748834615906073,0.015573913684545682,1.1898310128335605,-0.5529330487606174,-0.0017297825526391385,0.0008036177318480599,0.11367556987553015,-0.052826311663126395
0.006179318181818182,216.0523512574533,-0.3717657821139683,20.76213037419064,0.015468234139533958,1.338209522728955,-0.6214281400046967,-0.001981130740226604,0.0009196447420625498,0.12792609547042585,-0.05940469439954031
0.006865909090909091,215.93895146204179,-0.3831344695561713,20.775426132475197,0.015362618805632392,1.486510173355727,-0.6897854676649944,-0.002240284565260183,0.0010390970890197392,0.1421857498120892,-0.06597750063530686
0.007552499999999999,215.82555166663013,-0.39450315699838434,20.78872189075976,0.015257068050383304,1.6347329647138766,-0.7580051386564424,-0.0025072440277398773,0.0011619640541602088,0.1564545329005202,-0.07254471783499694
0.008239090909090908,215.71215187121857,-0.40587184444061586,20.802017649044338,0.015151582251949559,1.7828778968034038,-0.8260872598939728,-0.0027820091276656972,0.001288234918924543,0.17073244473571883,-0.0791063334631815
0.008925681818181817,215.59875207580703,-0.41724053188286764,20.8153134073289,0.015046161799469172,1.9309449696243088,-0.8940319382925179,-0.003064579865037657,0.001417898964753328,0.18501948531768514,-0.08566233498443145
0.009612272727272726,215.4853522803954,-0.4286092193250611,20.82860916561345,0.014940807093424055,2.0789341831765915,-0.9618392807670096,-0.0033549562398557426,0.001550945473087137,0.1993156546464191,-0.0922127098633177
0.010298863636363636,215.37195248498392,-0.43997790676729204,20.841904923898028,0.014835518546023607,2.226845537460252,-1.02950939423238,-0.003653138252119947,0.0016873637253665464,0.21362095272192072,-0.09875744556441116
0.010985454545454545,215.2585526895722,-0.4513465942095052,20.8552006821826,0.014730296581604137,2.37467903247529,-1.0970423856035612,-0.003959125901830277,0.001827143003032139,0.22793537954419,-0.10529652955228275
0.011672045454545454,215.14515289416065,-0.4627152816517124,20.86849644046715,0.014625141637044129,2.5224346682217056,-1.164438361795485,-0.004272919188986725,0.0019702725875244908,0.2422589351132269,-0.11182994929150339
0.012358636363636363,215.0317530987492,-0.4740839690939555,20.881792198751715,0.014520054162197297,2.670112444699499,-1.2316974297230836,-0.0045945181135893,0.002116741760284186,0.25659161942903147,-0.11835769224664398
0.013045227272727273,214.91835330333757,-0.48545265653616526,20.895087957036278,0.014415034620342576,2.81771236190867,-1.298819696301289,-0.004923922675638004,0.002266539802751805,0.2709334324916037,-0.12487974588227546
0.013731818181818182,214.80495350792603,-0.4968213439783879,20.908383715320845,0.014310083488653955,2.9652344198492187,-1.3658052684450332,-0.005261132875132829,0.0024196559963679237,0.28528437430094356,-0.13139609766296872
0.01441840909090909,214.6915537125144,-0.5081900314206593,20.921679473605405,0.01420520125868915,3.1126786185211444,-1.4326542530692483,-0.005606148712073797,0.0025760796225731317,0.29964444485705105,-0.13790673505329468
0.015104999999999999,214.57815391710275,-0.5195587188628177,20.934975231889972,0.014100388436899307,3.2600449579244484,-1.4993667570888665,-0.005958970186460886,0.002735799962807999,0.3140136441599262,-0.1444116455178243
0.015791590909090908,214.46475412169127,-0.5309274063050622,20.948270990174535,0.013995645545160147,3.40733343805913,-1.5659428874188197,-0.006319597298294086,0.0028988062985131004,0.32839197220956906,-0.15091081652112842
0.016478181818181815,214.35135432627965,-0.5422960937472862,20.961566748459113,0.013890973121326065,3.5545440589251887,-1.6323827509740398,-0.00668803004757342,0.003065087911129026,0.3427794290059795,-0.157404235527778
0.017164772727272726,214.2379545308681,-0.5536647811895108,20.97486250674367,0.013786371719808004,3.701676820522626,-1.6986864546694593,-0.007064268434298883,0.0032346340820963533,0.3571760145491577,-0.16389189000234397
0.017851363636363634,214.12455473545657,-0.5650334686317163,20.988158265028225,0.013681841912176093,3.84873172285144,-1.7648541054200098,-0.007448312458470464,0.0034074340928556576,0.37158172883910345,-0.17037376740939722
0.018537954545454545,214.01115494004495,-0.5764021560739417,21.00145402331279,0.013577384287788983,3.9957087659116324,-1.8308858101406238,-0.00784016212008817,0.0035834772248475202,0.38599657187581693,-0.1768498552135087
0.019224545454545452,213.89775514463338,-0.5877708435161689,21.014749781597363,0.013472999454450553,4.142607949703201,-1.8967816757462328,-0.008239817419152001,0.003762752759512522,0.40042054365929797,-0.18332014087924928
0.019911136363636363,213.78435534922176,-0.5991395309583792,21.028045539881926,0.013368688039095808,4.2894292742261495,-1.9625418091517695,-0.008647278355661958,0.003945249978291243,0.41485364418954673,-0.18978461187118992
0.02059772727272727,213.67095555381027,-0.6105082184006292,21.041341298166472,0.013264450688507118,4.436172739480474,-2.028166317272165,-0.009062544929618045,0.0041309581626242636,0.4292958734665631,-0.19624325565390147
0.021284318181818182,213.55755575839862,-0.6218769058428264,21.054637056451057,0.01316028807006277,4.582838345466177,-2.0936553070223525,-0.00948561714102026,0.004319866593952164,0.44374723149034717,-0.20269605969195492
