mode_count,root_rank,nullspace_dimension,linear_floor_objective_ratio,trust_limited_objective_ratio,coefficient_step_norm,maximum_displacement_ratio,trust_scale,maximum_absolute_root_increment,reduced_jacobian_condition_number
4,3,1,0.9999706440175937,0.9999706440175937,2.2334352573285075e-05,0.00015305782888765226,1.0,1.0587911840678754e-22,1.0
6,3,3,0.9942537525860994,0.9942537525860994,0.0016271565785677211,0.005860904911115911,1.0,3.0665448466068526e-21,56.80096908018521
8,3,5,0.9915439411423438,0.9915439411423438,0.002027546807610503,0.022996803242201266,1.0,5.082197683525802e-21,83.86583547348928
