case_code,omega_e_rad_s,time_step_s,bem_substeps_per_plane,maximum_harmonic_residual_nrmse,maximum_potential_bvp_relative_residual,maximum_pressure_bvp_relative_residual,maximum_free_surface_pressure_abs_pa,minimum_active_plane_count,maximum_active_plane_count,response_calibration_used
C7,8.924826727941545,0.0007152715633086473,32,0.04404912707188548,2.4232101817177523e-15,3.5528121080200876e-15,8.673617379884035e-13,6,11,False
