iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio,kinematic_integral,provisional_matching_surface_shift_panels,final_matching_surface_shift_panels,provisional_matching_surface_root_displacement_ratio,final_matching_surface_root_displacement_ratio,provisional_matching_surface_trigger_code,final_matching_surface_trigger_code,rk2_rejected_attempt_count,jet_point_count,shallow_jet_panel_count_per_side,boundary_panel_count,jet_tip_thickness,jet_tip_s_lambda
0,0.0,0.014080288652401327,8.200244930292982,0.1458152954407185,2.0602082773923254,2.043318225261631,0.008198225546434948,0.5529211477752627,9.26570187421457,38028.03965955774,,,0.004338504061029104,,,,,,,,537.0,268.0,744.0,3.775778420962747e-05,0.0022758940719626564
1,0.0008216336719646456,0.014037579756799047,8.19952402832763,0.14241717319001349,2.0605800438168522,2.0786501855344217,0.008769444201787869,0.552950673033209,9.048387853916408,39839.227117931834,0.0008216336719646456,0.23815005719711016,0.0044140701013062646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,268.0,744.0,0.00011388169603017547,0.00701601088627679
2,0.0016434415167730064,0.013979104092803899,8.198847606291654,0.13902331439316598,2.067652359867215,2.1136045448033567,0.022224328338779728,0.5530224621819106,8.831017194582156,49421.54853121746,0.0008218078448083608,0.2381499256650612,0.00446353381132513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,268.0,744.0,6.123736980967772e-05,0.003845455918371491
3,0.002465424655131677,0.014465881663305114,8.202074528249168,0.151299636310202,2.063704011131144,1.988588477886839,0.03639840444130994,0.5530117092516611,9.617993844916503,70029.76376646919,0.0008219831383586705,0.23815038742297867,0.0045047906008967315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,269.0,746.0,4.593911784664835e-06,0.0002670534761634545
4,0.0032867703223052563,0.014419190334301307,8.201145737971823,0.14789886034687305,2.052950266102983,2.0248723037378715,0.013676883862564453,0.5529798116433007,9.399811680671894,38096.538198061666,0.0008213456671735793,0.23815026260406882,0.004603136985306583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,268.0,744.0,7.505311665728296e-05,0.0044805661822924624
5,0.004108291162494361,0.014382377501139713,8.200328274872401,0.14449627338282744,2.051147903268894,2.060035309760383,0.004332894023549073,0.5529870287096519,9.181736701201613,37991.25242328354,0.0008215208401891043,0.2381501304283695,0.004695305815355383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,268.0,744.0,1.8168216017998973e-05,0.0011093557028585546
6,0.004929987181852234,0.014331206940487522,8.199605631768332,0.14109571457125106,2.0564173805467165,2.094667065613328,0.01860015648012195,0.5530356915652836,8.963881622712881,43038.535175357414,0.000821696019357873,0.23814999795831854,0.004761908655482588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,268.0,744.0,9.267572706482084e-05,0.005771444672811252
7,0.0057518587166378535,0.014246724791103308,8.198971106744372,0.1377016536826149,2.067343727433254,2.12926447660959,0.02995184030340956,0.553127998677098,8.746518030861184,54501.85753822539,0.0008218715347856192,0.23814986548899142,0.00478664212768084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,268.0,744.0,4.221301982166911e-05,0.0026750916779821536
8,0.006573906070206992,0.013798921850922663,8.201954244877392,0.14998368649086563,2.0660391725893774,1.9999963719788694,0.03196589952732419,0.5529839915704011,9.533953159434706,38182.250798330635,0.0008220473535691383,0.2381503272916919,0.004027156349932751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,268.0,744.0,0.000121681657201488,0.007124750081817827
9,0.007395315908611951,0.013783277822143338,8.201056682288627,0.14658774304747865,2.0570201894196143,2.0361412925806883,0.010150068991212438,0.552962761921276,9.315726253780085,38061.23655895092,0.0008214098384049584,0.2381502035240829,0.004133971878632955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,268.0,744.0,5.580004554010414e-05,0.0033523774522992663
10,0.008216900434282366,0.013778388651260024,8.200267168433273,0.14319091821015417,2.0566033715319327,2.071281918230727,0.007137276395623322,0.552980898092758,9.098052625154077,37957.70444848051,0.0008215845256704151,0.23815007297752283,0.004237433446331831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,268.0,744.0,3.183328373003067e-07,1.9499136152749652e-05
11,0.009038659657884134,0.01376055059292563,8.19957015783554,0.13979715304696097,2.0629966138109905,2.105988389661251,0.020839479600909865,0.5530406977422235,8.880669592761175,46291.390667478445,0.0008217592236017676,0.23814994240275567,0.004319217482573955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,268.0,744.0,7.526685122334456e-05,0.0047130224954491425
12,0.009860593912787713,0.013710980542733188,8.198959526956335,0.13641100976864953,2.0748521783412563,2.140739862452014,0.03175536300780321,0.5531443251099328,8.66385429526812,60078.40208163144,0.0008219342549035788,0.2381498119013882,0.004363669766191219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,268.0,744.0,2.578016385986717e-05,0.0016422468078588284
