omega_e_sqrt_L_g,amplitude,incident_amplitude,diffraction_amplitude,condition,residual
2.0,16.73916090281516,15.153766076135506,2.427279862271691,17715556.928192534,6.968927262513028e-16
3.0,10.361840101678458,8.848448334938515,2.155478421379052,17715556.928192534,7.059436153234845e-16
4.0,3.4657057493009256,2.3935350939200633,1.164470364148172,17715556.928192534,6.874019253117893e-16
