benchmark,coefficient,source_row,station_index,x_m,x_over_l,waterplane_beam_m,effective_draft_m,submerged_area_m2,body_normal_velocity_norm,body_potential_norm,body_potential_to_body_normal_velocity_gain,body_potential_norm_to_submerged_area_ratio,time_derivative_pressure_norm,time_derivative_density_value_per_m,time_derivative_density_per_submerged_area,time_derivative_density_per_beam,station_trapezoid_weight_m,station_time_derivative_contribution_value,station_abs_contribution_share,station_contribution_sign,station_scale_flag,coefficient_reference_value,coefficient_computed_value,coefficient_gate_error_ratio,coefficient_status,coefficient_time_component_value,station_integral_time_component_value,station_integral_minus_reported_time_component,required_global_scale_to_reference_from_time_integral,computed_over_reference,failure_source,gate_role
ma2005_wigley_iii_coefficients,A33,0,10,0.825,0.27499999999999997,0.23924999999999996,0.1875,0.029906249999999995,2.8684748780043114,15.732422430074246,5.4845948105425935,526.058012290884,29155.411465253794,9.196221565858128,307.5016615542948,38.43770769428685,0.07499999999999996,0.6897166174393592,0.06631375471397019,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,11,0.8999999999999999,0.3,0.252,0.1875,0.0315,2.960377446889284,15.766802484868727,5.3259433189630006,500.5334122180548,29219.12477121073,9.546096467272244,303.05068150070616,37.88133518758827,0.07500000000000001,0.7159572350454184,0.06883669505710943,positive,peak_abs_time_contribution_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,12,0.975,0.325,0.26325,0.1875,0.03290625,3.0373653715499573,15.10966017426488,4.974594204501144,459.1729587620856,28001.305039885836,9.390543663771995,285.37264695223536,35.67158086902942,0.07500000000000007,0.7042907747829003,0.06771500715708298,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,13,1.05,0.35000000000000003,0.273,0.1875,0.034125,3.1011322882208208,13.813672957104437,4.454396547213923,404.7962771312655,25599.574426691033,8.744104885608685,256.2375058053827,32.029688225672835,0.07500000000000001,0.6558078664206515,0.06305355111606373,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,14,1.125,0.375,0.28125,0.1875,0.03515625,3.1530398903471624,12.128947839979901,3.8467473491572144,345.0011830038727,22477.432606896153,7.77138691768555,221.05278343638898,27.631597929548622,0.07499999999999996,0.582854018826416,0.05603930289805578,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,15,1.2,0.39999999999999997,0.288,0.1875,0.036,3.1941659237126663,10.363418669025156,3.2444835104181036,287.87274080625434,19205.544271715524,6.694091476343121,185.9469854539756,23.24337318174695,0.07499999999999996,0.5020568607257337,0.04827094878217776,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,16,1.275,0.425,0.29325,0.1875,0.03665625,3.2253431085880275,8.743730920156086,2.7109459756000556,238.53315383205006,16203.930059193675,5.684711392328595,155.0816407114365,19.385205088929563,0.07499999999999996,0.42635335442464434,0.04099233083836793,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,17,1.3499999999999999,0.44999999999999996,0.297,0.1875,0.037125,3.2471895194476614,7.37507935919763,2.271219254382206,198.65533627468366,13667.537485852548,4.827951815303752,130.045840142862,16.25573001785775,0.07500000000000007,0.3620963861477817,0.03481425606789907,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,18,1.425,0.47500000000000003,0.29925,0.1875,0.03740625,3.260131191047544,6.274053439576538,1.9244788236759767,167.72741024766015,11627.110217697194,4.140610552211114,110.69301392711415,13.836626740889269,0.07500000000000007,0.3105457914158338,0.02985785309314511,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,19,1.5,0.5,0.3,0.1875,0.0375,3.2644176850830453,5.414048796169245,1.6585036960524597,144.37463456451323,10033.34489948166,3.6055681551640277,96.14848413770741,12.018560517213427,0.07499999999999996,0.27041761163730194,0.0259996739458439,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,20,1.575,0.525,0.29924999999999996,0.1875,0.037406249999999995,3.260131191047543,4.75478902412195,1.4584655480057982,127.1121543624916,8811.60107700552,3.195113905475645,85.41657892666721,10.677072365833402,0.07499999999999996,0.23963354291067324,0.023039897233178078,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,21,1.65,0.5499999999999999,0.297,0.1875,0.037125,3.2471895194476614,4.254934124534206,1.3103436368746222,114.61102018947356,7885.26723775232,2.8809022357634695,77.60006022258504,9.70000752782313,0.07499999999999996,0.21606766768226007,0.020774123682123374,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,22,1.7249999999999999,0.575,0.29325,0.1875,0.03665625,3.2253431085880275,3.874483978608448,1.2012625783259996,105.69777264745979,7180.214942355181,2.6356140317409364,71.90080905005112,8.98760113125639,0.07499999999999996,0.19767105238057012,0.019005355750718853,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,23,1.7999999999999998,0.6,0.288,0.1875,0.036,3.1941659237126663,3.572976992352294,1.1185946746934565,99.24936089867484,6621.4605430871625,2.4314799057157828,67.54110849210508,8.442638561513135,0.07500000000000007,0.18236099292868388,0.017533348985218602,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,24,1.875,0.625,0.28125,0.1875,0.03515625,3.1530398903471624,3.308536887690021,1.0493165334884926,94.10949369429393,6131.398691925255,2.239904747704773,63.71284615693576,7.96410576961697,0.07500000000000007,0.1679928560778581,0.016151904666304263,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,25,1.95,0.65,0.27299999999999996,0.1875,0.034124999999999996,3.1011322882208208,3.042616701200913,0.9811308962077593,89.16092897292054,5638.5939450106125,2.035672683760425,59.65341197832748,7.456676497290935,0.07499999999999996,0.1526754512820318,0.014679191672587938,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,26,2.025,0.6749999999999999,0.26325,0.1875,0.03290625,3.0373653715499573,2.751657299314017,0.9059355601693238,83.62111450906795,5099.386386899259,1.8057557483024944,54.8757682295155,6.859471028689438,0.07500000000000007,0.1354316811226872,0.013021265626183243,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,27,2.1,0.7000000000000001,0.25199999999999995,0.1875,0.03149999999999999,2.9603774468892836,2.4373003886831253,0.8233073087501733,77.37461551375003,4516.818437358993,1.5557412261512726,49.38861035400866,6.173576294251083,0.07499999999999996,0.11668059196134538,0.011218416317025729,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,28,2.175,0.725,0.23925000000000002,0.1875,0.029906250000000002,2.868474878004313,2.122348785714735,0.7398875276855551,70.96673055681454,3933.148400719802,1.3051982534211806,43.64299279987228,5.455374099984035,0.07499999999999996,0.09788986900658848,0.009411756362179164,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,29,2.25,0.75,0.22499999999999998,0.1875,0.028124999999999997,2.7595752934474778,1.8335642504707483,0.6644371164013851,65.19339557229328,3397.9713173899345,1.0745155022807724,38.20499563664969,4.775624454581211,0.07499999999999996,0.08058866267105788,0.007748308035459624,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,30,2.3249999999999997,0.7749999999999999,0.20925000000000007,0.1875,0.02615625000000001,2.6311442293107428,1.5874903421621158,0.6033459984738185,60.69258177919676,2941.945801962209,0.8752828920385316,33.46362311258423,4.182952889073029,0.07499999999999996,0.06564621690288983,0.00631164599420582,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,31,2.4,0.7999999999999999,0.19200000000000003,0.1875,0.024000000000000004,2.480131674259909,1.3886192452101886,0.5598973875548618,57.859135217091186,2573.3967952246335,0.7097380752676846,29.57241980282019,3.6965524753525236,0.07500000000000018,0.05323035564507647,0.005117905902702647,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,32,2.475,0.8250000000000001,0.17324999999999996,0.1875,0.021656249999999995,2.3029236086647695,1.2350680888655416,0.5363044107145315,57.030561102016364,2288.834950785743,0.5749488178257873,26.548863160786723,3.3186078950983404,0.07499999999999996,0.04312116133693403,0.004145943483999631,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,33,2.55,0.85,0.153,0.1875,0.019125,2.0953403577709504,1.1252192339063725,0.5370102426239692,58.834992622555426,2085.262450774602,0.46681753581707175,24.408760042722708,3.0510950053403385,0.07499999999999996,0.03501131518628036,0.003366211149292231,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,34,2.625,0.875,0.13125,0.1875,0.01640625,1.8527440548546934,1.0661085113514552,0.5754213640885588,64.98185212046965,1975.7181357934198,0.38316479127173075,23.354806325134064,2.919350790641758,0.07499999999999996,0.028737359345379788,0.0027629930185411027,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,35,2.6999999999999997,0.8999999999999999,0.1080000000000001,0.1875,0.013500000000000012,1.5703671514212976,1.105707924640144,0.704107904727501,81.90429071408467,2049.103985515287,0.33088309652553505,24.509859001891463,3.063732375236433,0.07499999999999996,0.024816232239415113,0.00238599084905212,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,36,2.775,0.9249999999999999,0.08325000000000006,0.1875,0.010406250000000008,1.244036363731975,1.7635923633659252,1.4176373093109098,169.47434122435305,3268.2990327428092,0.4108092997705209,39.47716994791789,4.934646243489737,0.07500000000000018,0.03081069748278914,0.0029623369711251827,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,37,2.85,0.9500000000000001,0.05699999999999991,0.1875,0.007124999999999989,0.8714896660775335,0.6205268326894416,0.7120300524989076,87.09148528974633,1149.963726991406,-0.07508591615447886,-10.538374197119857,-1.3172967746399822,0.07499999999999996,-0.005631443711585912,0.0005414429166025879,negative,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,38,2.925,0.975,0.02925000000000001,0.1875,0.003656250000000001,0.45431786104139943,0.9537949557616948,2.0994000842832388,260.866996447643,1767.5780390664552,0.04550600819875835,12.446087712480912,1.555760964060114,0.03749999999999987,0.0017064753074534321,0.00016407142020739146,positive,background_station,1.0,10.289989439187291,61.93326292791528,FAIL,10.289989439187291,10.289989439187293,1.7763568394002505e-15,0.09718182957425663,10.289989439187291,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A53,4,0,0.075,0.024999999999999998,0.02925000000000001,0.1875,0.003656250000000001,0.9086357220827989,20.994248191817608,23.105241937543504,5742.016599471481,77813.31160622975,0.23805741641439604,65.10972072872369,8.13871509109046,0.0375,0.00892715311553985,0.004364801861507296,positive,background_station,0.15,1.4447328778960564,28.77184173102348,FAIL,1.4447328778960564,1.4447328778960566,2.220446049250313e-16,0.10382542149829303,9.631552519307043,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A53,4,1,0.15,0.049999999999999996,0.05699999999999998,0.1875,0.007124999999999998,1.7429793321550688,11.605951086163797,6.658685431349247,1628.905415601937,43016.42431312695,-0.2986664275431555,-41.91809509377622,-5.239761886722028,0.07499999999999998,-0.022399982065736655,0.010952145902825693,negative,background_station,0.15,1.4447328778960564,28.77184173102348,FAIL,1.4447328778960564,1.4447328778960566,2.220446049250313e-16,0.10382542149829303,9.631552519307043,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A53,4,2,0.22499999999999998,0.075,0.08325000000000002,0.1875,0.010406250000000002,2.488072727463949,32.73857405510809,13.158206226744012,3146.0491584488245,121342.60970995987,1.6176949077964389,155.45416531377188,19.431770664221485,0.075,0.12132711808473291,0.059321132281882356,positive,background_station,0.15,1.4447328778960564,28.77184173102348,FAIL,1.4447328778960564,1.4447328778960566,2.220446049250313e-16,0.10382542149829303,9.631552519307043,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A53,4,3,0.3,0.09999999999999999,0.10799999999999996,0.1875,0.013499999999999995,3.1407343028425934,21.382226628908565,6.8080342261222455,1583.8686391784129,79251.31913791278,1.262157239946227,93.49312888490574,11.686641110613218,0.07500000000000001,0.09466179299596704,0.04628350885605136,positive,background_station,0.15,1.4447328778960564,28.77184173102348,FAIL,1.4447328778960564,1.4447328778960566,2.220446049250313e-16,0.10382542149829303,9.631552519307043,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A53,4,4,0.375,0.125,0.13125,0.1875,0.01640625,3.705488109709387,21.172102261426584,5.713714802093121,1290.4900426012393,78472.51187920324,1.3944724551334895,84.9964163128984,10.6245520391123,0.07499999999999998,0.10458543413501169,0.051135529064065134,positive,background_station,0.15,1.4447328778960564,28.77184173102348,FAIL,1.4447328778960564,1.4447328778960566,2.220446049250313e-16,0.10382542149829303,9.631552519307043,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A53,4,5,0.44999999999999996,0.15,0.153,0.1875,0.019125,4.190680715541901,22.50786927271943,5.3709339366382425,1176.8820534755257,83423.4133705728,1.5861459743289308,82.93573721981338,10.366967152476672,0.07500000000000001,0.11896094807466982,0.05816422782075152,positive,background_station,0.15,1.4447328778960564,28.77184173102348,FAIL,1.4447328778960564,1.4447328778960566,2.220446049250313e-16,0.10382542149829303,9.631552519307043,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A53,4,6,0.525,0.17500000000000002,0.17325000000000004,0.1875,0.021656250000000005,4.605847217329542,24.366375600162186,5.290313475549835,1125.1428848559738,90311.80159282009,1.7790292687771794,82.14853766359268,10.268567207949085,0.07500000000000001,0.13342719515828846,0.06523728923040616,positive,background_station,0.15,1.4447328778960564,28.77184173102348,FAIL,1.4447328778960564,1.4447328778960566,2.220446049250313e-16,0.10382542149829303,9.631552519307043,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A53,4,7,0.6,0.19999999999999998,0.19199999999999998,0.1875,0.023999999999999997,4.960263348519815,26.433098778054735,5.328970847070568,1101.3791157522808,97971.92703174143,1.9464475603053648,81.1019816793902,10.137747709923776,0.07499999999999996,0.14598356702290227,0.0713765448899782,positive,background_station,0.15,1.4447328778960564,28.77184173102348,FAIL,1.4447328778960564,1.4447328778960566,2.220446049250313e-16,0.10382542149829303,9.631552519307043,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A53,4,8,0.6749999999999999,0.22499999999999998,0.20925,0.1875,0.02615625,5.262288458621484,28.500152293979,5.415923607776708,1089.611557236951,105633.27683916419,2.0665756276188407,79.00886509414923,9.876108136768654,0.07500000000000001,0.15499317207141308,0.07578166042661336,positive,background_station,0.15,1.4447328778960564,28.77184173102348,FAIL,1.4447328778960564,1.4447328778960566,2.220446049250313e-16,0.10382542149829303,9.631552519307043,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A53,4,9,0.75,0.25,0.22499999999999998,0.1875,0.028124999999999997,5.5191505868949555,30.304904025802767,5.490863774900577,1077.5076986952097,112322.42843903044,2.115847688744589,75.23014004425205,9.403767505531507,0.07500000000000001,0.15868857665584418,0.07758847482761985,positive,peak_abs_time_contribution_station,0.15,1.4447328778960564,28.77184173102348,FAIL,1.4447328778960564,1.4447328778960566,2.220446049250313e-16,0.10382542149829303,9.631552519307043,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
