benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,end_term_scale,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,base_time_plus_pressure_gradient_value,end_term_component_value,candidate_end_contribution_value,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,current_default,0,Current Eq.32 end-contour term added to the Eq.30 pressure time/gradient result.,True,1.0,1.0,10.289989439187291,822.6846556630239,10.289989439187291,10.289989439187291,0.0,0.0,9.289989439187291,9.289989439187291,0.15,0.0,0.15,61.93326292791528,61.93326292791528,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,end_removed,1,Drops only the Eq.32 end-contour term while keeping the Eq.30 pressure result fixed.,False,0.0,1.0,10.289989439187291,822.6846556630239,10.289989439187291,10.289989439187291,0.0,0.0,9.289989439187291,9.289989439187291,0.15,0.0,0.15,61.93326292791528,61.93326292791528,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,end_flipped,2,Reverses only the Eq.32 end-contour term sign; diagnostic for contour orientation and outward-normal convention.,False,-1.0,1.0,10.289989439187291,822.6846556630239,10.289989439187291,10.289989439187291,0.0,-0.0,9.289989439187291,9.289989439187291,0.15,0.0,0.15,61.93326292791528,61.93326292791528,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,end_half_scale,3,Adds half of the current Eq.32 end-contour term; diagnostic for endpoint half-weight issues.,False,0.5,1.0,10.289989439187291,822.6846556630239,10.289989439187291,10.289989439187291,0.0,0.0,9.289989439187291,9.289989439187291,0.15,0.0,0.15,61.93326292791528,61.93326292791528,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,end_double_scale,4,Adds twice the current Eq.32 end-contour term; diagnostic for missing paired contour effects.,False,2.0,1.0,10.289989439187291,822.6846556630239,10.289989439187291,10.289989439187291,0.0,0.0,9.289989439187291,9.289989439187291,0.15,0.0,0.15,61.93326292791528,61.93326292791528,0.0,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,current_default,0,Current Eq.32 end-contour term added to the Eq.30 pressure time/gradient result.,True,1.0,2.1,9.64648272361682,1394.3993425975082,4.593563201722295,9.045074513727819,0.6014082098890006,0.6014082098890006,7.546482723616821,3.5935632017222954,0.15,0.0,0.315,23.95708801148197,23.957088011481964,7.105427357601002e-15,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,end_removed,1,Drops only the Eq.32 end-contour term while keeping the Eq.30 pressure result fixed.,False,0.0,2.1,9.045074513727819,1307.465769342992,4.30717833987039,9.045074513727819,0.6014082098890006,0.0,6.945074513727819,3.30717833987039,0.15,0.0,0.315,22.047855599135936,23.957088011481964,-1.9092324123460287,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,end_flipped,2,Reverses only the Eq.32 end-contour term sign; diagnostic for contour orientation and outward-normal convention.,False,-1.0,2.1,8.443666303838818,1220.5321960884758,4.020793478018485,9.045074513727819,0.6014082098890006,-0.6014082098890006,6.343666303838818,3.0207934780184846,0.15,0.0,0.315,20.138623186789896,23.957088011481964,-3.818464824692068,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,end_half_scale,3,Adds half of the current Eq.32 end-contour term; diagnostic for endpoint half-weight issues.,False,0.5,2.1,9.34577861867232,1350.9325559702502,4.450370770796343,9.045074513727819,0.6014082098890006,0.3007041049445003,7.24577861867232,3.4503707707963427,0.15,0.0,0.315,23.002471805308954,23.957088011481964,-0.9546162061730108,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,end_double_scale,4,Adds twice the current Eq.32 end-contour term; diagnostic for missing paired contour effects.,False,2.0,2.1,10.24789093350582,1481.3329158520241,4.8799480635742,9.045074513727819,0.6014082098890006,1.2028164197780011,8.14789093350582,3.8799480635742,0.15,0.0,0.315,25.866320423828,23.957088011481964,1.9092324123460358,FAIL,diagnostic_end_contour_term_candidate_not_hard_gate
