case,x,panel,chain_real,chain_imag,pressure_delta_real,pressure_delta_imag
fn167,1.7902623815836317e-05,0,-5.538519134204995e-15,-2.3216632464606772e-14,1.883096505629698e-11,7.893655037966303e-11
fn167,1.7902623815836317e-05,1,-3.653303074386581e-15,-1.5882836933705245e-14,1.2421230452914376e-11,5.4001645574597834e-11
fn167,1.7902623815836317e-05,2,-2.7283596372791683e-15,-1.4108670122078382e-14,9.276422766749172e-12,4.79694784150665e-11
fn167,1.7902623815836317e-05,3,-1.1522586427825092e-15,-8.762023363858401e-15,3.917679385460532e-12,2.9790879437118565e-11
fn167,1.7902623815836317e-05,4,1.830542218067525e-16,-5.79319000419661e-15,-6.223843541429585e-13,1.9696846014268474e-11
fn167,1.7902623815836317e-05,5,9.90703915474702e-16,-3.612845294083511e-15,-3.3683933126139868e-12,1.2283673999883938e-11
fn167,1.7902623815836317e-05,6,1.4423673539894162e-15,-4.47060728628886e-15,-4.904049003564015e-12,1.5200064773382124e-11
fn167,1.7902623815836317e-05,7,2.03866524135306e-15,-4.126517402024974e-15,-6.9314618206004035e-12,1.4030159166884912e-11
fn167,1.7902623815836317e-05,8,2.83038534779486e-15,-2.3202931039343167e-15,-9.623310182502524e-12,7.888996553376676e-12
fn167,1.7902623815836317e-05,9,2.8231432870694793e-15,-2.8787450705235818e-15,-9.59868717603623e-12,9.787733239780178e-12
fn167,1.7902623815836317e-05,10,3.473102231857639e-15,-9.749363711586926e-16,-1.1808547588315971e-11,3.3147836619395547e-12
fn167,1.7902623815836317e-05,11,3.739233206925423e-15,1.274838034180254e-16,-1.271339290354644e-11,-4.3344493162128635e-13
fn167,1.7902623815836317e-05,12,4.7576012955592365e-15,6.42148425355515e-16,-1.6175844404901405e-11,-2.183304646208751e-12
fn167,1.7902623815836317e-05,13,4.084633122641324e-15,-3.162219474511211e-16,-1.3887752616980501e-11,1.0751546213338117e-12
fn167,1.7902623815836317e-05,14,3.6167868292353776e-15,4.2933376655214687e-16,-1.2297075219400284e-11,-1.4597348062772994e-12
fn167,1.7902623815836317e-05,15,5.9137694886334704e-15,1.5730409874838146e-15,-2.0106816261353798e-11,-5.3483393574449695e-12
fn167,1.7902623815836317e-05,16,5.843824957385708e-15,2.184678393381404e-15,-1.9869004855111408e-11,-7.427906537496773e-12
fn167,1.7902623815836317e-05,17,5.679779334192489e-15,2.1718201160504805e-15,-1.9311249736254463e-11,-7.384188394571634e-12
fn167,1.7902623815836317e-05,18,5.1341240758460635e-15,2.3516219131548597e-15,-1.7456021857876617e-11,-7.995514504726523e-12
fn167,1.7902623815836317e-05,19,5.6559428211783425e-15,2.8729189081909206e-15,-1.9230205592006366e-11,-9.76792428784913e-12
fn167,1.7902623815836317e-05,20,5.424743501763726e-15,2.4788494275802297e-15,-1.8444127905996667e-11,-8.42808805377278e-12
fn167,1.7902623815836317e-05,21,6.499558089652398e-15,3.630914548656273e-15,-2.209849750481815e-11,-1.2345109465431328e-11
fn167,1.7902623815836317e-05,22,6.4152782581340686e-15,3.4537165519545743e-15,-2.1811946077655835e-11,-1.1742636276645553e-11
fn167,1.7902623815836317e-05,23,5.7889919856451934e-15,3.3167671432346068e-15,-1.9682572751193658e-11,-1.1277008286997663e-11
fn167,1.7902623815836317e-05,24,5.2094684956702266e-15,3.1343228359623585e-15,-1.771219288527877e-11,-1.0656697642272019e-11
fn167,1.7902623815836317e-05,25,7.356220095344888e-15,4.472147256004116e-15,-2.5011148324172618e-11,-1.5205300670413995e-11
fn167,1.7902623815836317e-05,26,6.6752138863348504e-15,4.1720151588644296e-15,-2.2695727213538493e-11,-1.4184851540139061e-11
fn167,1.7902623815836317e-05,27,4.6792288926173296e-15,2.9260392832775288e-15,-1.590937823489892e-11,-9.948533563143598e-12
fn167,1.7902623815836317e-05,28,3.761402473966792e-15,2.371896729841488e-15,-1.2788768411487093e-11,-8.064448881461059e-12
fn167,1.7902623815836317e-05,29,6.697653511231648e-15,4.243041984660745e-15,-2.2772021938187604e-11,-1.4426342747846533e-11
fn167,1.7902623815836317e-05,30,6.7188242777119174e-15,4.255619547511047e-15,-2.284400254422052e-11,-1.4469106461537561e-11
fn167,1.7902623815836317e-05,31,3.84081351662979e-15,2.4162176843259066e-15,-1.3058765956541286e-11,-8.215140126708083e-12
fn167,1.7902623815836317e-05,32,4.455282100501586e-15,2.8095344022932357e-15,-1.5147959141705392e-11,-9.552416967797002e-12
fn167,1.7902623815836317e-05,33,6.392850419661023e-15,4.035748720499232e-15,-2.173569142684748e-11,-1.3721545649697389e-11
fn167,1.7902623815836317e-05,34,5.978933389226696e-15,3.7404242649736846e-15,-2.0328373523370767e-11,-1.2717442500910528e-11
fn167,1.7902623815836317e-05,35,7.207071446574328e-15,4.3832393795102e-15,-2.4504042918352715e-11,-1.4903013890334682e-11
fn167,1.7902623815836317e-05,36,5.788991985645134e-15,3.3167671432346115e-15,-1.9682572751193457e-11,-1.127700828699768e-11
fn167,1.7902623815836317e-05,37,5.963405863283385e-15,3.3156223530947625e-15,-2.027557993516351e-11,-1.1273116000522193e-11
fn167,1.7902623815836317e-05,38,6.925061048654087e-15,3.736978080234825e-15,-2.3545207565423897e-11,-1.2705725472798405e-11
fn167,1.7902623815836317e-05,39,5.837204744181904e-15,3.1445994441368197e-15,-1.9846496130218473e-11,-1.0691638110065187e-11
fn167,1.7902623815836317e-05,40,5.3501488762366576e-15,2.666399478012693e-15,-1.8190506179204636e-11,-9.065758225243156e-12
fn167,1.7902623815836317e-05,41,5.3466673744670884e-15,2.155774822622592e-15,-1.81786690731881e-11,-7.329634396916813e-12
fn167,1.7902623815836317e-05,42,5.679779334192899e-15,2.1718201160504944e-15,-1.931124973625586e-11,-7.384188394571681e-12
fn167,1.7902623815836317e-05,43,5.253306755394872e-15,2.3009037568398624e-15,-1.7861242968342564e-11,-7.823072773255532e-12
fn167,1.7902623815836317e-05,44,4.5212407233517374e-15,1.7264973902352715e-15,-1.5372218459395906e-11,-5.870091126799923e-12
fn167,1.7902623815836317e-05,45,4.420978402049818e-15,3.929917470413675e-16,-1.503132656696938e-11,-1.3361719399406496e-12
fn167,1.7902623815836317e-05,46,4.946638260653817e-15,-3.129984854750272e-17,-1.681857008622298e-11,1.0641948506150925e-13
fn167,1.7902623815836317e-05,47,4.28913864449363e-15,-2.4209290632802705e-17,-1.4583071391278342e-11,8.23115881515292e-14
fn167,1.7902623815836317e-05,48,4.20908288294444e-15,-6.185329463383744e-16,-1.4310881802011098e-11,2.103012017550473e-12
fn167,1.7902623815836317e-05,49,3.0130495004117574e-15,-9.193910051442258e-16,-1.0244368301399975e-11,3.125929417490368e-12
fn167,1.7902623815836317e-05,50,2.4439450365337964e-15,-1.5162556927765625e-15,-8.309413124214908e-12,5.155269355440313e-12
fn167,1.7902623815836317e-05,51,2.442619653980819e-15,-3.4739112736578106e-15,-8.304906823534785e-12,1.1811298330436556e-11
fn167,1.7902623815836317e-05,52,1.5221236059006233e-15,-4.503273352704314e-15,-5.175220260062119e-12,1.5311129399194668e-11
fn167,1.7902623815836317e-05,53,1.431022419778485e-15,-4.981979753965794e-15,-4.865476227246849e-12,1.6938731163483698e-11
fn167,1.7902623815836317e-05,54,7.097744124361387e-16,-4.90994092577141e-15,-2.4132330022828718e-12,1.6693799147622793e-11
fn167,1.7902623815836317e-05,55,9.383555136655654e-17,-5.8605813384453855e-15,-3.1904087464629226e-13,1.992597655071431e-11
fn167,1.7902623815836317e-05,56,-2.1353939613800382e-15,-1.3455813392532469e-14,7.26033946869213e-12,4.5749765534610394e-11
fn167,1.7902623815836317e-05,57,-3.1899217723637322e-15,-1.5967159883138392e-14,1.084573402603669e-11,5.4288343602670534e-11
fn167,1.7902623815836317e-05,58,-4.670417656166627e-15,-2.039881197526548e-14,1.5879420030966533e-11,6.935596071590263e-11
fn167,1.7902623815836317e-05,59,-5.514744711902384e-15,-2.3195908911445434e-14,1.8750132020468105e-11,7.886609029891447e-11
