case,x,panel,chain_real,chain_imag,pressure_delta_real,pressure_delta_imag
fn167,1.7902623815836317e-05,0,-1.012067432033075e-14,-2.1093939750068038e-14,3.441029268912455e-11,7.171939515023133e-11
fn167,1.7902623815836317e-05,1,-6.030868441708553e-15,-1.482190893813171e-14,2.0504952701809083e-11,5.0394490389647816e-11
fn167,1.7902623815836317e-05,2,-4.16358850894971e-15,-1.3495471353007632e-14,1.4156200930429015e-11,4.588460260022595e-11
fn167,1.7902623815836317e-05,3,-1.836365752339652e-15,-8.462179364795834e-15,6.243643557954817e-12,2.8771409840305837e-11
fn167,1.7902623815836317e-05,4,-2.104009946729614e-16,-5.6140800592999e-15,7.153633818880687e-13,1.908787220161966e-11
fn167,1.7902623815836317e-05,5,7.603717820247459e-16,-3.50399330074784e-15,-2.585264058884136e-12,1.1913577222542655e-11
fn167,1.7902623815836317e-05,6,1.1960071289446433e-15,-4.350221054041815e-15,-4.066424238411788e-12,1.479075158374217e-11
fn167,1.7902623815836317e-05,7,1.8249339588209404e-15,-4.019031994901804e-15,-6.204775459991197e-12,1.3664708782666133e-11
fn167,1.7902623815836317e-05,8,2.688032586488313e-15,-2.246948304727466e-15,-9.139310794060265e-12,7.639624236073385e-12
fn167,1.7902623815836317e-05,9,2.6790189700135093e-15,-2.8029669835553602e-15,-9.108664498045932e-12,9.530087744088225e-12
fn167,1.7902623815836317e-05,10,3.384823885428561e-15,-9.27728023058195e-16,-1.1508401210457108e-11,3.1542752783978627e-12
fn167,1.7902623815836317e-05,11,3.6825878768162214e-15,1.5821106532802026e-16,-1.2520798781175153e-11,-5.379176221152689e-13
fn167,1.7902623815836317e-05,12,4.70257762435386e-15,6.723634394441015e-16,-1.5988763922803125e-11,-2.286035694109945e-12
fn167,1.7902623815836317e-05,13,4.022024505029714e-15,-2.8146641819048213e-16,-1.3674883317101026e-11,9.569858218476393e-13
fn167,1.7902623815836317e-05,14,3.579476285174126e-15,4.502574151455932e-16,-1.2170219369592029e-11,-1.5308752114950169e-12
fn167,1.7902623815836317e-05,15,5.8731245212377025e-15,1.5960685346694947e-15,-1.996862337220819e-11,-5.426633017876282e-12
fn167,1.7902623815836317e-05,16,5.8172657435600795e-15,2.1998932105527455e-15,-1.977870352810427e-11,-7.479636915879335e-12
fn167,1.7902623815836317e-05,17,5.65618510134399e-15,2.1855117076188778e-15,-1.9231029344569565e-11,-7.430739805904185e-12
fn167,1.7902623815836317e-05,18,5.120112786724064e-15,2.3598821757784156e-15,-1.7408383474861818e-11,-8.023599397646613e-12
fn167,1.7902623815836317e-05,19,5.645558030300876e-15,2.879165450948004e-15,-1.9194897303022977e-11,-9.789162533223214e-12
fn167,1.7902623815836317e-05,20,5.411195774891815e-15,2.4872135492329225e-15,-1.839806563463217e-11,-8.456526067391936e-12
fn167,1.7902623815836317e-05,21,6.493256215472139e-15,3.634940271532734e-15,-2.207707113260527e-11,-1.2358796923211294e-11
fn167,1.7902623815836317e-05,22,6.407578734186261e-15,3.458861399957464e-15,-2.1785767696233287e-11,-1.1760128759855377e-11
fn167,1.7902623815836317e-05,23,5.78490111521292e-15,3.319668594225048e-15,-1.9668663791723928e-11,-1.1286873220365163e-11
fn167,1.7902623815836317e-05,24,5.207780962226168e-15,3.1356190239165552e-15,-1.770645527156897e-11,-1.0661104681316287e-11
fn167,1.7902623815836317e-05,25,7.35449042499844e-15,4.473627853433379e-15,-2.5005267444994694e-11,-1.5210334701673488e-11
fn167,1.7902623815836317e-05,26,6.674987944597811e-15,4.172240359029202e-15,-2.2694959011632555e-11,-1.4185617220699287e-11
fn167,1.7902623815836317e-05,27,4.679098707993905e-15,2.926202383900583e-15,-1.5908935607179278e-11,-9.949088105261982e-12
fn167,1.7902623815836317e-05,28,3.761483627703446e-15,2.3717443801575424e-15,-1.2789044334191717e-11,-8.063930892535643e-12
fn167,1.7902623815836317e-05,29,6.697812246393878e-15,4.242083712720727e-15,-2.2772561637739186e-11,-1.4423084623250471e-11
fn167,1.7902623815836317e-05,30,6.718979875986666e-15,4.254680212718646e-15,-2.2844531578354665e-11,-1.4465912723243396e-11
fn167,1.7902623815836317e-05,31,3.840846942562134e-15,2.416154933916161e-15,-1.3058879604711256e-11,-8.214926775314947e-12
fn167,1.7902623815836317e-05,32,4.455396073480015e-15,2.809391612282369e-15,-1.514834664983205e-11,-9.551931481760054e-12
fn167,1.7902623815836317e-05,33,6.393076491377376e-15,4.035523390781742e-15,-2.173646007068308e-11,-1.3720779528657924e-11
fn167,1.7902623815836317e-05,34,5.978760488512252e-15,3.740572267946534e-15,-2.0327785660941656e-11,-1.2717945711018214e-11
fn167,1.7902623815836317e-05,35,7.205313626618066e-15,4.384589554264358e-15,-2.4498066330501423e-11,-1.4907604484498816e-11
fn167,1.7902623815836317e-05,36,5.784901115212862e-15,3.3196685942250428e-15,-1.966866379172373e-11,-1.1286873220365145e-11
fn167,1.7902623815836317e-05,37,5.957655610738007e-15,3.319464691338572e-15,-2.0256029076509222e-11,-1.1286179950551145e-11
fn167,1.7902623815836317e-05,38,6.916508458894627e-15,3.742441590813202e-15,-2.3516128760241733e-11,-1.2724301408764886e-11
fn167,1.7902623815836317e-05,39,5.829592289678069e-15,3.149299235928287e-15,-1.9820613784905435e-11,-1.0707617402156176e-11
fn167,1.7902623815836317e-05,40,5.339543118843274e-15,2.6727789340663297e-15,-1.8154446604067132e-11,-9.08744837582552e-12
fn167,1.7902623815836317e-05,41,5.327370327327762e-15,2.1671512688470935e-15,-1.811305911291439e-11,-7.368314314080117e-12
fn167,1.7902623815836317e-05,42,5.656185101344363e-15,2.18551170761913e-15,-1.9231029344570835e-11,-7.430739805905041e-12
fn167,1.7902623815836317e-05,43,5.235455542103138e-15,2.3111300740908348e-15,-1.7800548843150668e-11,-7.857842251908838e-12
fn167,1.7902623815836317e-05,44,4.5001103886802124e-15,1.7384688545977338e-15,-1.5300375321512724e-11,-5.910794105632295e-12
fn167,1.7902623815836317e-05,45,4.372702529791251e-15,4.2006472097143557e-16,-1.4867188601290252e-11,-1.428220051302881e-12
fn167,1.7902623815836317e-05,46,4.8784571828263566e-15,6.549085606507271e-18,-1.6586754421609614e-11,-2.2266891062124722e-14
fn167,1.7902623815836317e-05,47,4.225386982782057e-15,1.0798503550828567e-17,-1.4366315741458994e-11,-3.6714912072817126e-14
fn167,1.7902623815836317e-05,48,4.125884935043729e-15,-5.734022156918442e-16,-1.4028008779148678e-11,1.9495675333522704e-12
fn167,1.7902623815836317e-05,49,2.9344062449047657e-15,-8.773351858871651e-16,-9.976981232676204e-12,2.9829396320163612e-12
fn167,1.7902623815836317e-05,50,2.3494119590038932e-15,-1.4665518265816075e-15,-7.988000660613237e-12,4.986276210377466e-12
fn167,1.7902623815836317e-05,51,2.2686535718443225e-15,-3.384278257438012e-15,-7.713422144270696e-12,1.150654607528924e-11
fn167,1.7902623815836317e-05,52,1.3063238537915102e-15,-4.394747712761699e-15,-4.441501102891135e-12,1.4942142223389777e-11
fn167,1.7902623815836317e-05,53,1.1615568630784236e-15,-4.850302884919395e-15,-3.94929333446664e-12,1.6491029808725944e-11
fn167,1.7902623815836317e-05,54,4.184938358476503e-16,-4.772285484879593e-15,-1.422879041882011e-12,1.6225770648590618e-11
fn167,1.7902623815836317e-05,55,-3.003758621874913e-16,-5.681127155092531e-15,1.0212779314374704e-12,1.9315832327314605e-11
fn167,1.7902623815836317e-05,56,-3.16641818205721e-15,-1.3003915698239293e-14,1.0765821818994513e-11,4.421331337401359e-11
