case,omega,mode,original_real,original_imag,delta_real,delta_imag,candidate_real,candidate_imag,normal_real,normal_imag,tangent_real,tangent_imag,complex_relative_change
fn167,8.6966,3,-100.02807745133208,-5305.832295853108,-67.83616643659022,-111.1450875315455,-167.8642438879223,-5416.977383384654,80.70944886901992,127.08703617464639,-148.5456153056102,-238.2321237061918,0.024536799063314636
fn167,8.6966,5,1172.6768700780506,-836.9837363396028,-43.92310045968514,-78.68296148469817,1128.7537696183654,-915.666697824301,52.14354705859552,90.3730184424849,-96.06664751828067,-169.05597992718313,0.06254620893678901
fn226,10.4354,3,-786.0588288129653,-4705.175050991593,-137.66441923694666,-125.19192146645977,-923.723248049912,-4830.366972458052,151.1675775462154,137.12271815932374,-288.8319967831621,-262.3146396257835,0.03900663636864224
fn226,10.4354,5,672.4331172224939,-472.68382134200994,-66.24136875128963,-66.52371912737561,606.1917484712043,-539.2075404693855,73.05544799370603,73.61152004801325,-139.29681674499562,-140.13523917538888,0.11421581495017395
fn282,12.10175,3,-1179.724813690579,-4192.883199660101,-204.01882288729405,-118.4249388864527,-1383.743636577873,-4311.308138546554,219.95237361525255,128.5240904935133,-423.9711965025464,-246.94902937996602,0.05415874126028436
fn282,12.10175,5,446.50789743528384,-177.19690238089592,-70.11922075041124,-48.065324176849664,376.3886766848726,-225.26222655774558,76.35024665949717,53.06611296005337,-146.46946740990845,-101.13143713690302,0.17696631456307
