coefficient,best_case_name,total_rows,pass_rows,fail_rows,error_rows,finite_gate_rows,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_abs_error,median_rel_error,max_heave_residual,max_pitch_residual,max_heave_condition_number,max_pitch_condition_number,a1_grid_recommendation_status,a1_control_radius_ok,a1_inner_free_surface_panels_ok,a1_outer_or_control_panels_ok,a1_station_count_ok,a1_min_station_count_for_fn,diagnostic_conclusion,gate_role
A33,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_pg1p0,1,0,1,0,1,0.0,24.39477995672523,24.39477995672523,3.6592169935087844,3.6592169935087844,3.8267601590155196e-15,3.705789033268641e-15,113.94877021527233,113.94877021527233,A1_GRID_RECOMMENDED,True,True,True,True,40,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
A35,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_pg1p0,1,0,1,0,1,0.0,9.269491970641997,9.269491970641997,0.5561695182385198,2.780847591192599,3.312852306289891e-15,2.339341845947872e-15,113.94877021527233,113.94877021527233,A1_GRID_RECOMMENDED,True,True,True,True,40,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
A53,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_pg1p0,1,0,1,0,1,0.0,4.829826263029629,4.829826263029629,0.21734218183633328,1.4489478789088885,3.8267601590155196e-15,3.864430702715539e-15,113.94877021527233,113.94877021527233,A1_GRID_RECOMMENDED,True,True,True,True,40,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
A55,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_pg1p0,1,0,1,0,1,0.0,2.676659146502147,2.676659146502147,0.025294428934445293,0.4014988719753221,3.8267601590155196e-15,3.705789033268641e-15,113.94877021527233,113.94877021527233,A1_GRID_RECOMMENDED,True,True,True,True,40,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
