row,case_name,coefficient,diagnostic_status,gate_role,hull,speed_case,fn_l,speed_mps,omega_e_sqrt_l_over_g,omega_rad_s,reference_value,normalization_scale,station_local_index,active_station_index,solve_order_rank,x_m,x_from_bow_m,trapezoid_weight_m,inner_free_surface_y_min_m,inner_free_surface_y_max_m,inner_free_surface_panel_length_min_m,inner_free_surface_panel_length_max_m,selected_mode,selected_generalized_row,lever_arm_m,complex_force_density_real,complex_force_density_imag,station_weighted_force_real,station_weighted_force_imag,station_weighted_normalized_contribution,cumulative_body_integral_value,end_term_value,cumulative_with_end_term_value,body_potential_norm,body_potential_max_abs,control_potential_norm,control_potential_max_abs,control_normal_derivative_norm,control_normal_derivative_max_abs,body_potential_x_gradient_norm,pressure_norm,pressure_max_abs,inner_free_surface_normal_derivative_norm,inner_free_surface_normal_derivative_max_abs,outer_history_rhs_norm_before_solve,outer_history_rhs_max_abs_before_solve,free_surface_update_kind,free_surface_potential_norm_before_solve,free_surface_elevation_norm_before_solve,free_surface_potential_norm_after_update,free_surface_elevation_norm_after_update,free_surface_potential_growth_ratio,free_surface_elevation_growth_ratio,station_condition_number,station_residual,solver_status,station_count,body_panels_per_section,free_surface_inner_panels,free_surface_outer_panels,control_surface_radius_beams,history_steps,history_quadrature_count,history_k_max,include_end_term,end_station,end_term_scale,time_step_scale,free_surface_velocity_scale,history_rhs_scale,history_convolution_rule,pressure_gradient_scale,clip_inner_free_surface_to_waterline,two_zone_inner_free_surface,use_free_surface_marching,a1_recommended_control_radius_beams,a1_min_inner_free_surface_panels,a1_min_outer_or_control_panels,a1_min_station_count_for_fn,a1_control_radius_ok,a1_inner_free_surface_panels_ok,a1_outer_or_control_panels_ok,a1_station_count_ok,a1_grid_recommendation_status,a1_grid_recommendation_note
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqrectangle_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,0,1,38,0.075,2.925,0.0375,-0.8631093749999998,0.8631093749999998,0.07378124999999991,0.07378125000000002,heave,heave_force,1.425,180.99934465655738,-8325.061058129755,6.787475424620902,-312.1897896798658,0.025971102197655464,0.0,0.0,0.0,14.313510253912709,7.81508184916177,0.1564282050621585,0.05539957510769889,0.24287148516915175,0.136117240004258,337.45473037202123,750916.2021004023,381671.71999962215,2.139599509382234,1.4790577552765185,0.031947754445865666,0.018040670081202446,advance_eq19_20,0.827239589610901,0.3927125479260757,0.6924202044521128,0.4294303223782965,0.837024984234372,1.0934978386764778,113.94877021527233,1.7248710213762154e-15,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,rectangle,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqrectangle_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,1,2,37,0.15,2.85,0.07499999999999998,-0.8636874999999999,0.8636874999999999,0.07262499999999991,0.07262500000000005,heave,heave_force,1.35,-136.7839414561192,421.5504735817917,-10.258795609208939,31.61628551863437,-0.039253509224529595,0.006344347585390664,0.0,0.006344347585390664,5.55685512315941,3.70975626024854,0.31635780774424077,0.12308372260450211,0.4225988229100689,0.20469218011988863,78.32819279358972,174494.023271715,90205.11465374361,5.44157147830845,3.794835536790307,0.03512915662910571,0.020016271363180203,advance_eq19_20,0.9331036092074438,0.3758328849488881,0.8086000348683551,0.389712215046284,0.8665704717991187,1.036929525470565,77.78531556101733,1.1809649780419112e-15,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,rectangle,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqrectangle_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,2,3,36,0.22499999999999998,2.775,0.075,-0.8642343749999999,0.8642343749999999,0.07153124999999994,0.07153125000000006,heave,heave_force,1.275,593.8247202553779,4259.233391149568,44.53685401915334,319.4425043362176,0.1704125783052978,0.07192388212577476,0.0,0.07192388212577476,9.789116375601404,5.300326678919195,0.09652118083018134,0.04985136125186651,0.3440035734816123,0.23185694078605468,62.76829640834082,140760.97596950567,94055.47082333083,2.915466362728615,1.6978170995421518,0.04233797180133581,0.023982006088339128,advance_eq19_20,1.015034676441385,0.3352282423925387,0.9140342752256455,0.3853688883144306,0.9004956150169793,1.1495716636642423,77.91010290862684,1.9863155010185645e-15,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,rectangle,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqrectangle_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,3,4,35,0.3,2.7,0.07500000000000001,-0.8647499999999999,0.8647499999999999,0.0704999999999999,0.07050000000000001,heave,heave_force,1.2,437.4149122646064,-3171.4757203446206,32.80611841984548,-237.8606790258466,0.12552694498157707,0.21989364376921222,0.0,0.21989364376921222,5.712106862143877,2.5996599744400104,0.17381385203238506,0.06429008651408989,0.4290169082943729,0.28217632714397667,34.53944229882783,77536.42954380157,48239.87583873111,1.2753640041277,0.4710307908950521,0.046574463774047614,0.026367158490100143,advance_eq19_20,1.1046361625310388,0.3023330068121221,0.999254492978199,0.33855451623713023,0.9046005615899989,1.1198066655273176,78.9850404442889,6.487774127661018e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,rectangle,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqrectangle_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,4,5,34,0.375,2.625,0.07499999999999998,-0.8652343749999999,0.8652343749999999,0.06953124999999993,0.06953125000000009,heave,heave_force,1.125,446.15129609491225,-953.1860969151373,33.461347207118415,-71.48895726863529,0.128034064747401,0.3466741486337013,0.0,0.3466741486337013,4.885293561514034,2.062780840399604,0.2004552027862632,0.07227477805160004,0.4856360512111608,0.3187707703990562,8.477115813065431,20913.047567109654,11879.386338187081,1.2456887619435388,0.42078168612140865,0.049319943233159,0.027920700518841293,advance_eq19_20,1.1881718839417739,0.2663954151038859,1.0902154561415462,0.3041233748561397,0.9175570225788746,1.1416239079698165,80.04292683338196,9.813506969040571e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,rectangle,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqrectangle_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,5,6,33,0.44999999999999996,2.55,0.07500000000000001,-0.8656874999999999,0.8656874999999999,0.06862499999999994,0.06862500000000005,heave,heave_force,1.05,477.06544566550343,-518.4973382929523,35.77990842491276,-38.887300371971435,0.13690563872326122,0.4791440003690323,0.0,0.4791440003690323,4.533957885532252,1.8410079852638395,0.2147990994528615,0.0777164803884166,0.5258393282530013,0.34559671507425915,3.9554880159076715,12164.547089511449,6108.3794428548645,1.3174411595954407,0.41410273919845225,0.050774134677430596,0.028742402821935974,advance_eq19_20,1.2621440921903848,0.22868441991044397,1.1746729744716877,0.26750623170583826,0.9306964091818585,1.1697615071923022,81.06571677861561,7.258444166851296e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,rectangle,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqrectangle_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,6,7,32,0.525,2.475,0.07500000000000001,-0.866109375,0.866109375,0.0677812499999999,0.06778125000000006,heave,heave_force,0.975,512.8602360272347,-347.5969300134982,38.464517702042606,-26.06976975101237,0.14717783236453796,0.621185735912932,0.0,0.621185735912932,4.338668904707577,1.7210237202611505,0.22238699276662768,0.0810102403674466,0.5514064549735389,0.362670575502225,2.3478890291649637,9587.032859443067,4318.677430990343,1.38042556848443,0.4349692078307142,0.05102999705037206,0.02888131225813325,advance_eq19_20,1.324727394430461,0.191209953502384,1.2494011639613998,0.2294514595781604,0.9431383160144837,1.1999974654839274,82.0454186369934,6.773275888785612e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,rectangle,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqrectangle_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,7,8,31,0.6,2.4,0.07499999999999996,-0.8664999999999999,0.8664999999999998,0.06699999999999995,0.06700000000000006,heave,heave_force,0.9,548.3733522664681,-266.1379476562993,41.12800141998509,-19.960346074222432,0.15736919270295704,0.7734592484466793,0.0,0.7734592484466793,4.210015528481051,1.6446044038394148,0.22483953043942168,0.08228860830063577,0.5629154714142033,0.3700660308253525,1.6267244985716087,8599.912935144504,3617.2821275723336,1.4166953038883054,0.43963489030688274,0.050184437787249105,0.028391763620360628,advance_eq19_20,1.3748309347200411,0.15670638071980725,1.3126774580305631,0.1918378203899973,0.954791912867356,1.2241864020394004,82.97650322796618,5.66984393486026e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,rectangle,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqrectangle_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,8,9,30,0.6749999999999999,2.325,0.07500000000000001,-0.866859375,0.866859375,0.06628124999999993,0.06628125000000007,heave,heave_force,0.8250000000000001,581.3810999042943,-226.0171405717624,43.60358249282208,-16.951285542882182,0.1668415760294605,0.935564632812888,0.0,0.935564632812888,4.113002415694066,1.5896124045942017,0.22291853598425643,0.08168378345295703,0.5611157112181271,0.36821915092676594,1.2706537734493688,8129.164943559573,3288.909588477783,1.4241818178580559,0.44470255449755924,0.04835753175161762,0.027342589180835042,advance_eq19_20,1.4118594213530145,0.12901571499110898,1.3634623680263283,0.1573681620615602,0.965721053672393,1.2197596399198742,83.85411691935546,7.470756501491483e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,rectangle,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqrectangle_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,9,10,29,0.75,2.25,0.07500000000000001,-0.8671874999999999,0.8671874999999999,0.06562499999999982,0.0656250000000001,heave,heave_force,0.75,610.7301618962954,-208.1908718436381,45.80476214222216,-15.614315388272859,0.1752640097111503,1.1066174256831938,0.0,1.1066174256831938,4.031356909845472,1.545961902947609,0.21715717538034332,0.07937176277961021,0.5471594332344651,0.3579357419539829,1.0920278380733128,7855.727810729162,3107.0542773098177,1.4068508483743,0.4395681291504686,0.045692233627735473,0.025816269660635216,advance_eq19_20,1.4356125956204937,0.11297839960537877,1.401189392875581,0.1298631129550276,0.9760219415391557,1.1494508101426935,84.67363722110893,7.167721645473859e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,rectangle,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
