case_order,case_label,time_step_s,coefficient,value_nondimensional,harmonic_fit_residual_nrmse,sun_fig7_13_value,sun_fig7_13_digitization_uncertainty,reference_relative_error
0,sub8,0.0027011237483419892,A33,0.9952356564789616,0.015831616623336996,1.00621118,0.0372670807,0.010907773377193411
0,sub8,0.0027011237483419892,A53,-0.04852684367961974,0.015856107238578887,-0.208074534,0.0372670807,0.76678143765724
0,sub8,0.0027011237483419892,B33,2.301067447036647,0.015831616623336996,2.57342657,0.111888112,0.10583520281418135
0,sub8,0.0027011237483419892,B53,1.1170863923331948,0.015856107238578887,1.68764569,0.111888112,0.3380800253557992
1,sub16,0.0013505618741709946,A33,1.0615316675319089,0.014359419125810907,1.00621118,0.0372670807,0.054979003047758705
1,sub16,0.0013505618741709946,A53,-0.0060736291816616715,0.015049595128085888,-0.208074534,0.0372670807,0.970810319432643
1,sub16,0.0013505618741709946,B33,2.333146890830633,0.014359419125810907,2.57342657,0.111888112,0.09336954936676786
1,sub16,0.0013505618741709946,B53,1.139512041212772,0.015049595128085888,1.68764569,0.111888112,0.3247918991735926
2,sub32,0.0006752809370854973,A33,1.093267418069656,0.018545462096166428,1.00621118,0.0372670807,0.08651885389472219
2,sub32,0.0006752809370854973,A53,0.040315103303625595,0.017809379216008368,-0.208074534,0.0372670807,1.1937531831916806
2,sub32,0.0006752809370854973,B33,2.3921332547365255,0.018545462096166428,2.57342657,0.111888112,0.07044821770977308
2,sub32,0.0006752809370854973,B53,1.1896181661161032,0.017809379216008368,1.68764569,0.111888112,0.295101943989142
