benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,row_family,column_family,station_index,panel_index,x_m,x_over_l,is_configured_end_station,is_bow_station,is_section_endpoint_panel,symbol_convention,equation_source,unit_description,pressure_row_measure_N3_ds,stokes_m3_ds,body_panel_normal_z,body_panel_length_m,mode_body_potential_real,mode_body_potential_imag,total_row_measure_x_gradient,normal_variation_x_gradient,panel_length_variation_x_gradient,lever_variation_x_gradient,product_rule_residual_x_gradient,eq31_panel_density_value_per_m,eq32_stokes_body_panel_density_value_per_m,eq32_boundary_proxy_panel_density_value_per_m,longitudinal_end_station_proxy_density_value_per_m,eq32_stokes_plus_boundary_proxy_panel_density_value_per_m,eq31_minus_eq32_proxy_panel_density_value_per_m,normal_variation_density_value_per_m,panel_length_variation_density_value_per_m,lever_variation_density_value_per_m,product_rule_residual_density_value_per_m,section_interior_panel_density_value_per_m,longitudinal_interior_station_density_value_per_m,formula_decomposition_closure_residual_value_per_m,dominant_panel_source,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,0,0,0.075,0.024999999999999998,True,False,True,"N3=-n_z, m3=0; coefficient density is Ma2005-normalized per metre before x integration.",Eq.31 rho*U*phi_j*d(N_i ds)/dx versus Eq.32 rho*U*phi_j*m_i ds plus diagnostic section-boundary proxy.,Ma2005 nondimensional coefficient density per metre; multiply by station trapezoid weight and sum.,-0.0009244337889877368,0.0,0.019643156216955844,0.047061367265906665,0.0,-4.708344273869461,-0.01214767169857969,-0.01211374204619571,-0.00010110918622122138,0.0,6.71795338372427e-05,-0.24334262825740616,-0.0,-0.24334262825740616,-0.24334262825740616,-0.24334262825740616,0.0,-0.24266294815146922,-0.0020254231202935995,0.0,0.001345743014356682,0.0,0.0,-2.42861286636753e-17,boundary_proxy,false,diagnostic-only station-panel Eq.31/Eq.32 transport identity; not accepted until all eight Ma 2005 Wigley III rows pass under one traced formula.,diagnostic_formula_transport_identity_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,0,1,0.075,0.024999999999999998,True,False,False,"N3=-n_z, m3=0; coefficient density is Ma2005-normalized per metre before x integration.",Eq.31 rho*U*phi_j*d(N_i ds)/dx versus Eq.32 rho*U*phi_j*m_i ds plus diagnostic section-boundary proxy.,Ma2005 nondimensional coefficient density per metre; multiply by station trapezoid weight and sum.,-0.002759370770041108,0.0,0.0586335565055954,0.047061289379193315,0.0,-7.549593142187948,-0.0361236325640338,-0.03599306555454878,-0.00030179770106543717,0.0,0.0001712306915804152,-1.1603042979816105,-0.0,0.0,-1.1603042979816105,0.0,-1.1603042979816105,-1.1561104378538527,-0.0096938526059488,0.0,0.005499992478190942,-1.1603042979816105,0.0,5.898059818321144e-17,interior_distributed_transport,false,diagnostic-only station-panel Eq.31/Eq.32 transport identity; not accepted until all eight Ma 2005 Wigley III rows pass under one traced formula.,diagnostic_formula_transport_identity_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,0,2,0.075,0.024999999999999998,True,False,False,"N3=-n_z, m3=0; coefficient density is Ma2005-normalized per metre before x integration.",Eq.31 rho*U*phi_j*d(N_i ds)/dx versus Eq.32 rho*U*phi_j*m_i ds plus diagnostic section-boundary proxy.,Ma2005 nondimensional coefficient density per metre; multiply by station trapezoid weight and sum.,-0.004576322794577556,0.0,0.09724170337094015,0.04706131871343948,0.0,-11.807352831201207,-0.059619162911915574,-0.05936209818424894,-0.0005000529211386725,0.0,0.0002429881934720359,-2.994989832838245,-0.0,0.0,-2.994989832838245,0.0,-2.994989832838245,-2.98207609490334,-0.025120336172852663,0.0,0.01220659823794727,-2.994989832838245,0.0,4.805184028455756e-16,interior_distributed_transport,false,diagnostic-only station-panel Eq.31/Eq.32 transport identity; not accepted until all eight Ma 2005 Wigley III rows pass under one traced formula.,diagnostic_formula_transport_identity_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,0,3,0.075,0.024999999999999998,True,False,False,"N3=-n_z, m3=0; coefficient density is Ma2005-normalized per metre before x integration.",Eq.31 rho*U*phi_j*d(N_i ds)/dx versus Eq.32 rho*U*phi_j*m_i ds plus diagnostic section-boundary proxy.,Ma2005 nondimensional coefficient density per metre; multiply by station trapezoid weight and sum.,-0.006364872646393603,0.0,0.13524584773497475,0.047061501354674413,0.0,1.3419334094852093,-0.08210953282547026,-0.08169108900905779,-0.0006951921327190269,0.0,0.00027674831630655706,0.46879339472913567,-0.0,0.0,0.46879339472913567,0.0,0.46879339472913567,0.4664043457302043,0.003969106493140907,0.0,-0.0015800574942094788,0.46879339472913567,0.0,-4.098284211995207e-17,interior_distributed_transport,false,diagnostic-only station-panel Eq.31/Eq.32 transport identity; not accepted until all eight Ma 2005 Wigley III rows pass under one traced formula.,diagnostic_formula_transport_identity_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,0,4,0.075,0.024999999999999998,True,False,False,"N3=-n_z, m3=0; coefficient density is Ma2005-normalized per metre before x integration.",Eq.31 rho*U*phi_j*d(N_i ds)/dx versus Eq.32 rho*U*phi_j*m_i ds plus diagnostic section-boundary proxy.,Ma2005 nondimensional coefficient density per metre; multiply by station trapezoid weight and sum.,-0.006364872646393603,0.0,0.13524584773497475,0.047061501354674413,0.0,1.3419334094852096,-0.0821095328254702,-0.0816910890090578,-0.0006951921327189819,0.0,0.00027674831630658146,0.4687933947291355,-0.0,0.0,0.4687933947291355,0.0,0.4687933947291355,0.4664043457302044,0.003969106493140651,0.0,-0.0015800574942096185,0.4687933947291355,0.0,7.697835424647081e-17,interior_distributed_transport,false,diagnostic-only station-panel Eq.31/Eq.32 transport identity; not accepted until all eight Ma 2005 Wigley III rows pass under one traced formula.,diagnostic_formula_transport_identity_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,0,5,0.075,0.024999999999999998,True,False,False,"N3=-n_z, m3=0; coefficient density is Ma2005-normalized per metre before x integration.",Eq.31 rho*U*phi_j*d(N_i ds)/dx versus Eq.32 rho*U*phi_j*m_i ds plus diagnostic section-boundary proxy.,Ma2005 nondimensional coefficient density per metre; multiply by station trapezoid weight and sum.,-0.0045763227945775555,0.0,0.09724170337094012,0.04706131871343948,0.0,-11.807352831201209,-0.059619162911915574,-0.05936209818424898,-0.0005000529211386452,0.0,0.0002429881934720503,-2.9949898328382454,-0.0,0.0,-2.9949898328382454,0.0,-2.9949898328382454,-2.982076094903342,-0.0251203361728513,0.0,0.012206598237947995,-2.9949898328382454,0.0,-2.7582103268031233e-16,interior_distributed_transport,false,diagnostic-only station-panel Eq.31/Eq.32 transport identity; not accepted until all eight Ma 2005 Wigley III rows pass under one traced formula.,diagnostic_formula_transport_identity_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,0,6,0.075,0.024999999999999998,True,False,False,"N3=-n_z, m3=0; coefficient density is Ma2005-normalized per metre before x integration.",Eq.31 rho*U*phi_j*d(N_i ds)/dx versus Eq.32 rho*U*phi_j*m_i ds plus diagnostic section-boundary proxy.,Ma2005 nondimensional coefficient density per metre; multiply by station trapezoid weight and sum.,-0.002759370770041108,0.0,0.058633556505595416,0.0470612893791933,0.0,-7.549593142187948,-0.036123632564033885,-0.03599306555454884,-0.0003017977010654535,0.0,0.0001712306915804107,-1.160304297981613,-0.0,0.0,-1.160304297981613,0.0,-1.160304297981613,-1.1561104378538545,-0.009693852605949323,0.0,0.005499992478190798,-1.160304297981613,0.0,6.071532165918825e-17,interior_distributed_transport,false,diagnostic-only station-panel Eq.31/Eq.32 transport identity; not accepted until all eight Ma 2005 Wigley III rows pass under one traced formula.,diagnostic_formula_transport_identity_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,0,7,0.075,0.024999999999999998,True,False,True,"N3=-n_z, m3=0; coefficient density is Ma2005-normalized per metre before x integration.",Eq.31 rho*U*phi_j*d(N_i ds)/dx versus Eq.32 rho*U*phi_j*m_i ds plus diagnostic section-boundary proxy.,Ma2005 nondimensional coefficient density per metre; multiply by station trapezoid weight and sum.,-0.0009244337889877368,0.0,0.019643156216955844,0.047061367265906665,0.0,-4.708344273869459,-0.012147671698579773,-0.012113742046195778,-0.00010110918622123664,0.0,6.717953383724234e-05,-0.2433426282574077,-0.0,-0.2433426282574077,-0.2433426282574077,-0.2433426282574077,0.0,-0.2426629481514705,-0.0020254231202939043,0.0,0.0013457430143566744,0.0,0.0,1.0625181290357943e-17,boundary_proxy,false,diagnostic-only station-panel Eq.31/Eq.32 transport identity; not accepted until all eight Ma 2005 Wigley III rows pass under one traced formula.,diagnostic_formula_transport_identity_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,1,0,0.15,0.049999999999999996,False,False,True,"N3=-n_z, m3=0; coefficient density is Ma2005-normalized per metre before x integration.",Eq.31 rho*U*phi_j*d(N_i ds)/dx versus Eq.32 rho*U*phi_j*m_i ds plus diagnostic section-boundary proxy.,Ma2005 nondimensional coefficient density per metre; multiply by station trapezoid weight and sum.,-0.0018568754582919714,0.0,0.03903078917504763,0.04757463268201277,0.0,-0.8333506195460078,-0.012717439482866556,-0.012350395616955077,-0.0003333143285980437,0.0,-3.372953731343515e-05,-0.04509043027409294,-0.0,-0.04509043027409294,0.0,-0.04509043027409294,0.0,-0.043789054642173315,-0.0011817855719505682,0.0,-0.00011959005996905693,0.0,-0.04509043027409294,3.835365185167472e-18,boundary_proxy,false,diagnostic-only station-panel Eq.31/Eq.32 transport identity; not accepted until all eight Ma 2005 Wigley III rows pass under one traced formula.,diagnostic_formula_transport_identity_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave_row_N3_m3,heave_radiation,1,1,0.15,0.049999999999999996,False,False,False,"N3=-n_z, m3=0; coefficient density is Ma2005-normalized per metre before x integration.",Eq.31 rho*U*phi_j*d(N_i ds)/dx versus Eq.32 rho*U*phi_j*m_i ds plus diagnostic section-boundary proxy.,Ma2005 nondimensional coefficient density per metre; multiply by station trapezoid weight and sum.,-0.005467025820727847,0.0,0.11491712487560353,0.04757363906072171,0.0,-0.8675719127459666,-0.03608050212094588,-0.03501812741503511,-0.0009785738146114741,0.0,-8.380089129929802e-05,-0.13317876817111876,-0.0,0.0,0.0,0.0,-0.13317876817111876,-0.12925737721610728,-0.0036120687776906224,0.0,-0.00030932217732090015,-0.13317876817111876,-0.13317876817111876,3.913969842672671e-17,interior_distributed_transport,false,diagnostic-only station-panel Eq.31/Eq.32 transport identity; not accepted until all eight Ma 2005 Wigley III rows pass under one traced formula.,diagnostic_formula_transport_identity_not_hard_gate,INFO
