iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective_at_source,projected_integral_at_source,unresolved_integral_at_source,jacobian_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_curvature_energy_ratio,candidate_maximum_turning_angle_deg
1,1.0,0.003525262499885075,0.18581703186637707,0.004329816070663016,0.0006655769633620036,0.003664239107301013,2373.9994080662364,21.799203543773665,16.023107180550916,21.54144434273901,0.9881757514435303,15.894142279051524
