level,case,omega,component,real,imag
0,fn226,16.8796,A35,0.005953206082890159,0.0
0,fn226,16.8796,A53,-0.001709330470727933,0.0
0,fn226,16.8796,A55,0.00839946949484798,0.0
0,fn226,16.8796,B33,0.32566100135509535,0.0
0,fn226,16.8796,B35,-0.16933373650728561,0.0
0,fn226,16.8796,B53,0.17093312747255696,0.0
0,fn226,16.8796,B55,0.0006462048305525357,0.0
0,fn226,16.8796,F3,0.17212995518197788,-0.19639617506196097
0,fn226,16.8796,F5,0.04391579489611542,0.03528699161224746
0,fn226,13.4712,A33,0.20742910339330892,0.0
0,fn226,13.4712,A35,0.010402007741057822,0.0
0,fn226,13.4712,A53,-0.0059934812507416975,0.0
0,fn226,13.4712,A55,0.010175240181799921,0.0
0,fn226,13.4712,B33,0.28535641960267616,0.0
0,fn226,13.4712,B35,-0.1838912120117403,0.0
0,fn226,13.4712,B53,0.18743850806625284,0.0
0,fn226,13.4712,B55,0.005774538652021335,0.0
0,fn226,13.4712,F3,0.19445600849973055,-0.2879284089235516
0,fn226,13.4712,F5,0.04765231533768389,0.021608901509038853
0,fn226,11.899999999999999,A33,0.21537559657159977,0.0
0,fn226,11.899999999999999,A35,0.012757203730736893,0.0
0,fn226,11.899999999999999,A53,-0.00819145571096513,0.0
0,fn226,11.899999999999999,A55,0.011866504840840753,0.0
0,fn226,11.899999999999999,B33,0.2512374844657421,0.0
0,fn226,11.899999999999999,B35,-0.19493226208452683,0.0
0,fn226,11.899999999999999,B53,0.19877558934166015,0.0
0,fn226,11.899999999999999,B55,0.00919357048481188,0.0
0,fn226,11.899999999999999,F3,0.19626736427571403,-0.3320890629690867
0,fn226,11.899999999999999,F5,0.04689142210845487,0.014497581028335094
0,fn226,10.4354,A33,0.22295331895382964,0.0
0,fn226,10.4354,A35,0.015017203974980988,0.0
0,fn226,10.4354,A53,-0.010269814006609626,0.0
0,fn226,10.4354,A55,0.014445417196437747,0.0
0,fn226,10.4354,B33,0.21312785602698786,0.0
0,fn226,10.4354,B35,-0.20700525218665008,0.0
0,fn226,10.4354,B53,0.21076295587098168,0.0
0,fn226,10.4354,B55,0.01279325222856262,0.0
0,fn226,10.4354,F3,0.19270655185466792,-0.37299340723858454
0,fn226,10.4354,F5,0.04469806119974378,0.007778831556462244
0,fn226,9.0582,A33,0.22996486387602058,0.0
0,fn226,9.0582,A35,0.01711939103350684,0.0
0,fn226,9.0582,A53,-0.012181230119230469,0.0
0,fn226,9.0582,A55,0.018398254965768048,0.0
0,fn226,9.0582,B33,0.17395754043644374,0.0
0,fn226,9.0582,B35,-0.2192901384788984,0.0
0,fn226,9.0582,B53,0.22268789721526713,0.0
0,fn226,9.0582,B55,0.01637158099195113,0.0
0,fn226,9.0582,F3,0.18461785222260735,-0.4103652937922097
0,fn226,9.0582,F5,0.04135347290564699,0.0016146363538223295
0,fn226,7.7676,A33,0.23620657502491613,0.0
0,fn226,7.7676,A35,0.018998928335463437,0.0
0,fn226,7.7676,A53,-0.013875190064141852,0.0
0,fn226,7.7676,A55,0.024490879222500556,0.0
0,fn226,7.7676,B33,0.13641758811366153,0.0
0,fn226,7.7676,B35,-0.23100452599401106,0.0
0,fn226,7.7676,B53,0.23387740768060591,0.0
0,fn226,7.7676,B55,0.019731534733419244,0.0
0,fn226,7.7676,F3,0.17283599991425244,-0.44372249290590665
0,fn226,7.7676,F5,0.0371547041706799,-0.0038369960904118356
0,fn226,6.579,A33,0.2414912684303141,0.0
0,fn226,6.579,A35,0.020595856625036383,0.0
0,fn226,6.579,A53,-0.015304707361397545,0.0
0,fn226,6.579,A55,0.03388346742951328,0.0
0,fn226,6.579,B33,0.10290953732738503,0.0
0,fn226,6.579,B35,-0.24143410300042115,0.0
0,fn226,6.579,B53,0.2437240531064386,0.0
0,fn226,6.579,B55,0.022691711963682783,0.0
0,fn226,6.579,F3,0.15839154873048894,-0.47247190244582676
0,fn226,6.579,F5,0.03246111551746686,-0.008433924193850284
0,fn282,24.394999999999996,A33,0.16396763925829272,0.0
0,fn282,24.394999999999996,A35,-0.0028563824404296005,0.0
0,fn282,24.394999999999996,A53,-0.005311769726173803,0.0
0,fn282,24.394999999999996,A55,0.005770001605004793,0.0
0,fn282,24.394999999999996,B33,0.20543662104177376,0.0
0,fn282,24.394999999999996,B35,-0.2065148413244651,0.0
0,fn282,24.394999999999996,B53,0.19260400738806346,0.0
0,fn282,24.394999999999996,B55,0.00016071486953830592,0.0
0,fn282,24.394999999999996,F3,0.10880209993230248,-0.11062615135750496
0,fn282,24.394999999999996,F5,0.03168350795928345,0.03467523366988539
0,fn282,19.842000000000002,A33,0.1702023085398744,0.0
0,fn282,19.842000000000002,A35,-0.001423261950860824,0.0
0,fn282,19.842000000000002,A53,-0.007131921378358598,0.0
0,fn282,19.842000000000002,A55,0.0068891143622800055,0.0
0,fn282,19.842000000000002,B33,0.18874346185252996,0.0
0,fn282,19.842000000000002,B35,-0.21171093508638975,0.0
0,fn282,19.842000000000002,B53,0.20075934398304263,0.0
0,fn282,19.842000000000002,B55,0.002209171642016364,0.0
0,fn282,19.842000000000002,F3,0.1374723311838535,-0.18942861520649518
0,fn282,19.842000000000002,F5,0.03604720427814741,0.02810754843830675
0,fn282,15.739,A33,0.17696209241406505,0.0
0,fn282,15.739,A35,0.00017289299021441495,0.0
0,fn282,15.739,A53,-0.009047195635938279,0.0
0,fn282,15.739,A55,0.009109425401044704,0.0
0,fn282,15.739,B33,0.1499281321296166,0.0
0,fn282,15.739,B35,-0.22168080978012292,0.0
0,fn282,15.739,B53,0.21401016470097478,0.0
0,fn282,15.739,B55,0.005391965376144167,0.0
0,fn282,15.739,F3,0.1490268347022829,-0.2673305684045375
0,fn282,15.739,F5,0.03582403634804445,0.02035904462970384
0,fn282,13.855,A33,0.1801723428687317,0.0
0,fn282,13.855,A35,0.0009425667687399651,0.0
0,fn282,13.855,A53,-0.009945092560210983,0.0
0,fn282,13.855,A55,0.010985733823175716,0.0
0,fn282,13.855,B33,0.1268684530888857,0.0
0,fn282,13.855,B35,-0.22746938655018847,0.0
0,fn282,13.855,B53,0.22130498537390647,0.0
0,fn282,13.855,B55,0.007142698191105012,0.0
0,fn282,13.855,F3,0.1490108977935024,-0.30349150309872
0,fn282,13.855,F5,0.034249830348401934,0.01657087093992821
0,fn282,12.10175,A33,0.18308936444554166,0.0
0,fn282,12.10175,A35,0.0016473786580374005,0.0
0,fn282,12.10175,A53,-0.010756349463689188,0.0
0,fn282,12.10175,A55,0.013676215420544304,0.0
0,fn282,12.10175,B33,0.10395583017180758,0.0
0,fn282,12.10175,B35,-0.23319711848805919,0.0
0,fn282,12.10175,B53,0.228362120365212,0.0
0,fn282,12.10175,B55,0.008840973999471452,0.0
0,fn282,12.10175,F3,0.14575423240479443,-0.3365453998142148
0,fn282,12.10175,F5,0.03194452789485204,0.013078923478989535
0,fn282,10.45775,A33,0.18568010273273677,0.0
0,fn282,10.45775,A35,0.002277271698234337,0.0
0,fn282,10.45775,A53,-0.011473802226177034,0.0
0,fn282,10.45775,A55,0.017629666085258303,0.0
0,fn282,10.45775,B33,0.08225963347007664,0.0
0,fn282,10.45775,B35,-0.238613814198668,0.0
0,fn282,10.45775,B53,0.23492603643721952,0.0
0,fn282,10.45775,B55,0.010425439974148647,0.0
0,fn282,10.45775,F3,0.13974501596542105,-0.3665134777161755
0,fn282,10.45775,F5,0.029069670324823108,0.009935013546768163
0,fn282,8.9245,A33,0.1879034664350781,0.0
0,fn282,8.9245,A35,0.0028205467154117634,0.0
0,fn282,8.9245,A53,-0.012087539517359528,0.0
0,fn282,8.9245,A55,0.02356057588261498,0.0
0,fn282,8.9245,B33,0.06274261509956143,0.0
0,fn282,8.9245,B35,-0.24348641235662702,0.0
0,fn282,8.9245,B53,0.24075739204720437,0.0
0,fn282,8.9245,B55,0.011837202450080958,0.0
0,fn282,8.9245,F3,0.13145862988086446,-0.3931564644880759
0,fn282,8.9245,F5,0.02580245742369101,0.007199398749147326
0,fn282,7.516249999999999,A33,0.18973129231146948,0.0
0,fn282,7.516249999999999,A35,0.0032689214229583807,0.0
0,fn282,7.516249999999999,A53,-0.012590875236428692,0.0
0,fn282,7.516249999999999,A55,0.032607286623668116,0.0
0,fn282,7.516249999999999,B33,0.04613173401015369,0.0
0,fn282,7.516249999999999,B35,-0.24763558542325015,0.0
0,fn282,7.516249999999999,B53,0.24567676950227504,0.0
0,fn282,7.516249999999999,B55,0.013031201413980854,0.0
0,fn282,7.516249999999999,F3,0.12145102655574591,-0.41619074237517906
0,fn282,7.516249999999999,F5,0.022345627321706366,0.004918838027279312
1,fn167,16.734,A33,0.19567407448506538,0.0
1,fn167,16.734,A35,0.011078711050845534,0.0
1,fn167,16.734,A53,0.013058380432640205,0.0
1,fn167,16.734,A55,0.011697042969815165,0.0
1,fn167,16.734,B33,0.42046259327463564,0.0
1,fn167,16.734,B35,-0.12349646758117383,0.0
1,fn167,16.734,B53,0.15496132155650957,0.0
1,fn167,16.734,B55,0.006689512593779743,0.0
1,fn167,16.734,F3,0.15892990109166197,-0.06749160280286443
1,fn167,16.734,F5,0.03144411656049038,0.06057765767238972
1,fn167,13.7884,A33,0.20951686284668078,0.0
1,fn167,13.7884,A35,0.01558494936921955,0.0
1,fn167,13.7884,A53,0.009089863410084102,0.0
1,fn167,13.7884,A55,0.012461431110610563,0.0
1,fn167,13.7884,B33,0.4951189605648887,0.0
1,fn167,13.7884,B35,-0.10358050943706683,0.0
1,fn167,13.7884,B53,0.1459340058273724,0.0
1,fn167,13.7884,B55,0.004065322512199171,0.0
1,fn167,13.7884,F3,0.2312128814891641,-0.15697476670866414
1,fn167,13.7884,F5,0.05736984651667988,0.04881103719939247
1,fn167,11.104800000000001,A33,0.23655181494553734,0.0
1,fn167,11.104800000000001,A35,0.024962841844061372,0.0
1,fn167,11.104800000000001,A53,0.0019547474249612387,0.0
1,fn167,11.104800000000001,A55,0.013422070056000704,0.0
1,fn167,11.104800000000001,B33,0.49065747646895735,0.0
1,fn167,11.104800000000001,B35,-0.107567755895186,0.0
1,fn167,11.104800000000001,B53,0.15454849353568303,0.0
1,fn167,11.104800000000001,B55,0.00684656642587106,0.0
1,fn167,11.104800000000001,F3,0.2687776918801402,-0.27289544711093183
1,fn167,11.104800000000001,F5,0.07194109143466078,0.025599454159507234
1,fn167,9.86,A33,0.25355416306361056,0.0
1,fn167,9.86,A35,0.031052543338390685,0.0
1,fn167,9.86,A53,-0.0024447840903758333,0.0
1,fn167,9.86,A55,0.014454555906443591,0.0
1,fn167,9.86,B33,0.4572430031622295,0.0
1,fn167,9.86,B35,-0.12017458691411148,0.0
1,fn167,9.86,B53,0.1659077692387257,0.0
1,fn167,9.86,B55,0.010697332439936778,0.0
1,fn167,9.86,F3,0.272906885199871,-0.3330886922874737
1,fn167,9.86,F5,0.07406010297834043,0.012309228221326261
1,fn167,8.6966,A33,0.27132990650763866,0.0
1,fn167,8.6966,A35,0.037522309663549094,0.0
1,fn167,8.6966,A53,-0.007013936718510293,0.0
1,fn167,8.6966,A55,0.01629838811518338,0.0
1,fn167,8.6966,B33,0.40862751546214215,0.0
1,fn167,8.6966,B35,-0.13824332903326697,0.0
1,fn167,8.6966,B53,0.18058388343662957,0.0
1,fn167,8.6966,B55,0.015793285820124,0.0
1,fn167,8.6966,F3,0.2681913455757146,-0.39038258877260806
1,fn167,8.6966,F5,0.07299869558287918,-0.0006630515097200268
1,fn167,7.5978,A33,0.2891031884384352,0.0
1,fn167,7.5978,A35,0.04407322773847801,0.0
1,fn167,7.5978,A53,-0.011563177182364357,0.0
1,fn167,7.5978,A55,0.01950823353026325,0.0
1,fn167,7.5978,B33,0.34995048119126554,0.0
1,fn167,7.5978,B35,-0.16005848241154538,0.0
1,fn167,7.5978,B53,0.19737266189078587,0.0
1,fn167,7.5978,B55,0.021727856680248063,0.0
1,fn167,7.5978,F3,0.25599385788948026,-0.4436669202113028
1,fn167,7.5978,F5,0.06926639505069293,-0.01280917080614393
1,fn167,6.5604,A33,0.3060457026626497,0.0
1,fn167,6.5604,A35,0.05038039811321776,0.0
1,fn167,6.5604,A53,-0.01588758925797389,0.0
1,fn167,6.5604,A55,0.024931369807529125,0.0
1,fn167,6.5604,B33,0.2867579463507268,0.0
1,fn167,6.5604,B35,-0.18364376332564294,0.0
1,fn167,6.5604,B53,0.21493089161791817,0.0
1,fn167,6.5604,B55,0.02801967956425095,0.0
1,fn167,6.5604,F3,0.23773568605774062,-0.4917795471425971
1,fn167,6.5604,F5,0.06341659478323056,-0.023692085696257588
1,fn167,5.601,A33,0.32120408756301444,0.0
1,fn167,5.601,A35,0.05606737341455716,0.0
1,fn167,5.601,A53,-0.019749234414940076,0.0
1,fn167,5.601,A55,0.033752249115114596,0.0
1,fn167,5.601,B33,0.225301843180073,0.0
1,fn167,5.601,B35,-0.20668251036155208,0.0
1,fn167,5.601,B53,0.23170860090120501,0.0
1,fn167,5.601,B55,0.034094701882682654,0.0
1,fn167,5.601,F3,0.21534271317194384,-0.5332562483949949
1,fn167,5.601,F5,0.05618513044464178,-0.0328828478863061
1,fn226,20.646,A33,0.17957288250989512,0.0
1,fn226,20.646,A35,0.0030345316365921137,0.0
1,fn226,20.646,A53,0.0011311247953650016,0.0
1,fn226,20.646,A55,0.007417849243717566,0.0
1,fn226,20.646,B33,0.33079031648477697,0.0
1,fn226,20.646,B35,-0.16745817637711574,0.0
1,fn226,20.646,B53,0.1626332883250986,0.0
1,fn226,20.646,B55,-0.0005420542397874236,0.0
1,fn226,20.646,F3,0.13112704051595866,-0.11236834722302039
1,fn226,20.646,F5,0.03301281310170246,0.04495608174477129
1,fn226,16.8796,A33,0.1915507870637465,0.0
1,fn226,16.8796,A35,0.006312688121950139,0.0
1,fn226,16.8796,A53,-0.0023510201959847372,0.0
1,fn226,16.8796,A55,0.008218822851511404,0.0
1,fn226,16.8796,B33,0.33584673281101773,0.0
1,fn226,16.8796,B35,-0.1695747410849036,0.0
1,fn226,16.8796,B53,0.16803119556552898,0.0
1,fn226,16.8796,B55,0.0014104772390598729,0.0
1,fn226,16.8796,F3,0.17769927702680444,-0.19680142636154613
1,fn226,16.8796,F5,0.04404639438511251,0.03494186592136888
1,fn226,13.4712,A33,0.20673295160455052,0.0
1,fn226,13.4712,A35,0.010565491922335348,0.0
1,fn226,13.4712,A53,-0.006572835161421115,0.0
1,fn226,13.4712,A55,0.01003578328885874,0.0
1,fn226,13.4712,B33,0.2885273726926424,0.0
1,fn226,13.4712,B35,-0.184920680242277,0.0
1,fn226,13.4712,B53,0.18574904506276083,0.0
1,fn226,13.4712,B55,0.00654268306849711,0.0
1,fn226,13.4712,F3,0.19863374006711668,-0.28824143025897786
1,fn226,13.4712,F5,0.04775009542083255,0.021189319476965295
1,fn226,11.899999999999999,A33,0.21455189425477392,0.0
1,fn226,11.899999999999999,A35,0.012788913105666485,0.0
1,fn226,11.899999999999999,A53,-0.008710893089460449,0.0
1,fn226,11.899999999999999,A55,0.011747731849436824,0.0
1,fn226,11.899999999999999,B33,0.2522972453388023,0.0
1,fn226,11.899999999999999,B35,-0.19590590633768531,0.0
1,fn226,11.899999999999999,B53,0.19735596650039094,0.0
1,fn226,11.899999999999999,B55,0.009860668151164513,0.0
1,fn226,11.899999999999999,F3,0.19981042521184286,-0.33235805374934146
1,fn226,11.899999999999999,F5,0.04697280059479228,0.01408293516980988
1,fn226,10.4354,A33,0.22195348388019637,0.0
1,fn226,10.4354,A35,0.01491072931200898,0.0
1,fn226,10.4354,A53,-0.010720709825476647,0.0
1,fn226,10.4354,A55,0.014340572135069405,0.0
1,fn226,10.4354,B33,0.2128893134757658,0.0
1,fn226,10.4354,B35,-0.2077086313660234,0.0
1,fn226,10.4354,B53,0.20943311832660166,0.0
1,fn226,10.4354,B55,0.01331544781765752,0.0
1,fn226,10.4354,F3,0.19568371495929746,-0.3732214067171144
1,fn226,10.4354,F5,0.04476519184986685,0.007388486314313478
1,fn226,9.0582,A33,0.22876458281900866,0.0
1,fn226,9.0582,A35,0.016876267663987074,0.0
1,fn226,9.0582,A53,-0.012560823339886255,0.0
1,fn226,9.0582,A55,0.018294640335751833,0.0
1,fn226,9.0582,B33,0.17303578965138297,0.0
1,fn226,9.0582,B35,-0.21958497835064583,0.0
1,fn226,9.0582,B53,0.22131951325222501,0.0
1,fn226,9.0582,B55,0.016723953685009042,0.0
1,fn226,9.0582,F3,0.18709610433824544,-0.41055580229820193
1,fn226,9.0582,F5,0.04140884042959337,0.0012618602300111337
1,fn226,7.7676,A33,0.2348026657867416,0.0
1,fn226,7.7676,A35,0.018628152513530866,0.0
1,fn226,7.7676,A53,-0.01418598883927483,0.0
1,fn226,7.7676,A55,0.024367531627360012,0.0
1,fn226,7.7676,B33,0.13525064865377143,0.0
1,fn226,7.7676,B35,-0.23082393338632898,0.0
1,fn226,7.7676,B53,0.23238936348848202,0.0
1,fn226,7.7676,B55,0.019907359253778116,0.0
1,fn226,7.7676,F3,0.17488242856466207,-0.4438796970705516
1,fn226,7.7676,F5,0.03720079565265697,-0.0041443161161006485
1,fn226,6.579,A33,0.23989890633574443,0.0
1,fn226,6.579,A35,0.020113123076210722,0.0
1,fn226,6.579,A53,-0.015553859253623153,0.0
1,fn226,6.579,A55,0.03370794015616763,0.0
1,fn226,6.579,B33,0.10177387226018562,0.0
1,fn226,6.579,B35,-0.24077704606513495,0.0
1,fn226,6.579,B53,0.24207846462496932,0.0
1,fn226,6.579,B55,0.022701191324857522,0.0
1,fn226,6.579,F3,0.16007393602527134,-0.47260064201299606
1,fn226,6.579,F5,0.0325001652134677,-0.008693114256286535
1,fn282,24.394999999999996,A33,0.1622020471733062,0.0
1,fn282,24.394999999999996,A35,-0.002653254716646041,0.0
1,fn282,24.394999999999996,A53,-0.005594727600482001,0.0
1,fn282,24.394999999999996,A55,0.005638017529013974,0.0
1,fn282,24.394999999999996,B33,0.21609034735899751,0.0
1,fn282,24.394999999999996,B35,-0.20482879292406744,0.0
1,fn282,24.394999999999996,B53,0.1878149354575249,0.0
1,fn282,24.394999999999996,B55,0.0006003257324535152,0.0
1,fn282,24.394999999999996,F3,0.11319090209921463,-0.11576482948287102
1,fn282,24.394999999999996,F5,0.03174196577621852,0.03502986887177846
1,fn282,19.842000000000002,A33,0.16858850522325125,0.0
1,fn282,19.842000000000002,A35,-0.0012781756246383795,0.0
1,fn282,19.842000000000002,A53,-0.0074334843256609615,0.0
1,fn282,19.842000000000002,A55,0.00676115402575158,0.0
1,fn282,19.842000000000002,B33,0.19402598694674023,0.0
1,fn282,19.842000000000002,B35,-0.2106752301855884,0.0
1,fn282,19.842000000000002,B53,0.19718617184790932,0.0
1,fn282,19.842000000000002,B55,0.0027401239459181916,0.0
1,fn282,19.842000000000002,F3,0.14169338321516559,-0.1937776994634865
1,fn282,19.842000000000002,F5,0.03591819174989178,0.028299722306351856
1,fn282,15.739,A33,0.17532211225796202,0.0
1,fn282,15.739,A35,0.00021929836477627802,0.0
1,fn282,15.739,A53,-0.00932383898888013,0.0
1,fn282,15.739,A55,0.008982612734233513,0.0
1,fn282,15.739,B33,0.1518195066953108,0.0
1,fn282,15.739,B35,-0.22067223805083774,0.0
1,fn282,15.739,B53,0.21112744540256467,0.0
1,fn282,15.739,B55,0.00585878366699367,0.0
1,fn282,15.739,F3,0.15284538139543757,-0.2707396735628228
1,fn282,15.739,F5,0.03556907110382934,0.02044184875060297
1,fn282,13.855,A33,0.17847810479598478,0.0
1,fn282,13.855,A35,0.0009339136681864043,0.0
1,fn282,13.855,A53,-0.010199985004362226,0.0
1,fn282,13.855,A55,0.010852234185725085,0.0
1,fn282,13.855,B33,0.12777242807853711,0.0
1,fn282,13.855,B35,-0.22630144656833764,0.0
1,fn282,13.855,B53,0.21859059952203086,0.0
1,fn282,13.855,B55,0.007537186258233989,0.0
1,fn282,13.855,F3,0.1525779845404676,-0.3064231733548723
1,fn282,13.855,F5,0.03395678258016064,0.01661681360455034
1,fn282,12.10175,A33,0.18132834950972448,0.0
1,fn282,12.10175,A35,0.0015851814157467263,0.0
1,fn282,12.10175,A53,-0.010987327423959588,0.0
1,fn282,12.10175,A55,0.013526563549653243,0.0
1,fn282,12.10175,B33,0.10424587064727593,0.0
1,fn282,12.10175,B35,-0.23180608552937618,0.0
1,fn282,12.10175,B53,0.22572839492626431,0.0
1,fn282,12.10175,B55,0.00915061428964076,0.0
1,fn282,12.10175,F3,0.14905407719654098,-0.33902066131815844
1,fn282,12.10175,F5,0.031629172733994765,0.013098036513151643
1,fn282,10.45775,A33,0.18384787109124007,0.0
1,fn282,10.45775,A35,0.002165089513955662,0.0
1,fn282,10.45775,A53,-0.011680709489408074,0.0
1,fn282,10.45775,A55,0.01744897447814652,0.0
1,fn282,10.45775,B33,0.08220618637437527,0.0
1,fn282,10.45775,B35,-0.23696882953033274,0.0
1,fn282,10.45775,B53,0.2323125322413485,0.0
1,fn282,10.45775,B55,0.010646054132869539,0.0
1,fn282,10.45775,F3,0.14276657494407957,-0.36855944574603505
1,fn282,10.45775,F5,0.028745792906942395,0.009935176764221005
1,fn282,8.9245,A33,0.18600223605723967,0.0
1,fn282,8.9245,A35,0.002663840989403238,0.0
1,fn282,8.9245,A53,-0.01227191443919607,0.0
1,fn282,8.9245,A55,0.023325631772551838,0.0
1,fn282,8.9245,B33,0.06253259622214774,0.0
1,fn282,8.9245,B35,-0.24158521039052724,0.0
1,fn282,8.9245,B53,0.23812606227461128,0.0
1,fn282,8.9245,B55,0.011972022789052274,0.0
1,fn282,8.9245,F3,0.13419634502932273,-0.39480903237899323
1,fn282,8.9245,F5,0.025482038405157153,0.007186890413598358
1,fn282,7.516249999999999,A33,0.18776839755933353,0.0
1,fn282,7.516249999999999,A35,0.0030745838445505286,0.0
1,fn282,7.516249999999999,A53,-0.012755550189959277,0.0
1,fn282,7.516249999999999,A55,0.03228199080999558,0.0
1,fn282,7.516249999999999,B33,0.045881993552398956,0.0
1,fn282,7.516249999999999,B35,-0.24549906920915313,0.0
1,fn282,7.516249999999999,B53,0.24300815059265277,0.0
1,fn282,7.516249999999999,B55,0.013089426885597954,0.0
1,fn282,7.516249999999999,F3,0.12390576163306122,-0.4174948116951732
1,fn282,7.516249999999999,F5,0.022038515141751848,0.004898537380870486
2,fn167,16.734,A33,0.19625730086636628,0.0
2,fn167,16.734,A35,0.011329103070541018,0.0
2,fn167,16.734,A53,0.012684713297488905,0.0
2,fn167,16.734,A55,0.011618416826715666,0.0
2,fn167,16.734,B33,0.4271673093686859,0.0
2,fn167,16.734,B35,-0.12445534268804553,0.0
2,fn167,16.734,B53,0.1542367621159229,0.0
