iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio,kinematic_integral
0,0.0,0.01273579534708687,8.219004249109542,0.1458152954407185,2.0602082773923254,2.052835716067773,0.00357855145300359,0.5529211477752627,13.59455019613771,66345.0172007735,,,0.0036787684465975873
1,0.0006343908452097701,0.012761900717068645,8.21838970134761,0.14316083978310723,2.0615866055248873,2.080074501660761,0.008967799890786925,0.5529321558615683,13.350305235824395,66288.35018064079,0.0006343908452097701,0.24936600458186342,0.0037715025468331377
