iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective_at_source,projected_integral_at_source,unresolved_integral_at_source,jacobian_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_curvature_energy_ratio,candidate_maximum_turning_angle_deg
1,1.0,0.05391298239815008,0.14008453400036985,0.06269567710993265,0.0590345587203624,0.003661118389570249,451.93952413092825,21.659496873418075,15.921004069677371,21.641977348989478,0.999191138901749,15.961191429315939
