iteration,residual_mode,shape_mode,value,finite_difference_step,root_defect_derivative,source_signed_root_defect,jacobian_condition_number
1,0,0,-0.17783290986909295,0.0002101098477752908,0.40091359018382117,-0.0020995661149344697,451.93952413092825
1,0,1,-0.24919524150160505,0.00014860545996934539,0.5514611253700779,-0.0020995661149344697,451.93952413092825
1,0,2,-0.24262117042895115,0.00014871161883530304,0.5060358337847803,-0.0020995661149344697,451.93952413092825
1,0,3,-0.2326085364564876,0.00014888879538236432,0.4336849952739545,-0.0020995661149344697,451.93952413092825
1,0,4,-0.22070368578713842,0.00014913735849749092,0.33966752120840205,-0.0020995661149344697,451.93952413092825
1,0,5,-0.20851904823736817,0.00014945782709602822,0.22963524731008722,-0.0020995661149344697,451.93952413092825
1,0,6,-0.19773192861197902,0.00014985087262129945,0.10957574129363468,-0.0020995661149344697,451.93952413092825
1,0,7,-0.18996955148466105,0.000150317322295924,-0.014605888935064579,-0.0020995661149344697,451.93952413092825
1,0,8,-0.18676766884133147,0.0001508581631537292,-0.13725025592281503,-0.0020995661149344697,451.93952413092825
1,0,9,-0.18947840874892014,0.00015147454688840372,-0.2532903527084006,-0.0020995661149344697,451.93952413092825
1,0,10,-0.19926080662258702,0.00015216779556277252,-0.3583164042083671,-0.0020995661149344697,451.93952413092825
1,0,11,-0.21700418932833995,0.00015293940823099723,-0.4488601291758577,-0.0020995661149344697,451.93952413092825
1,0,12,-0.2433489166108866,0.00015379106853518116,-0.5223574602553718,-0.0020995661149344697,451.93952413092825
1,0,13,-0.27863250471744616,0.00015472465334796025,-0.5773399947415363,-0.0020995661149344697,451.93952413092825
1,0,14,-0.32294573387156833,0.00015574224254387303,-0.6132766944563687,-0.0020995661149344697,451.93952413092825
1,0,15,-0.3760969780017545,0.0001568461299947867,-0.6306794808693447,-0.0020995661149344697,451.93952413092825
1,0,16,-0.4376994252514099,0.00015803883589868295,-0.6308358793656317,-0.0020995661149344697,451.93952413092825
1,0,17,-0.5071439743659065,0.00015932312056689862,-0.6158564522535246,-0.0020995661149344697,451.93952413092825
1,0,18,-0.583709778079225,0.00016070199981281069,-0.5883272233206187,-0.0020995661149344697,451.93952413092825
1,0,19,-0.6665342053212976,0.0001621787621052908,-0.5513387618581398,-0.0020995661149344697,451.93952413092825
1,0,20,-0.7547380808588549,0.000163756987673458,-0.5080947713907698,-0.0020995661149344697,451.93952413092825
1,0,21,-0.8473815807220944,0.00016544056977584336,-0.4619651526741427,-0.0020995661149344697,451.93952413092825
1,0,22,-0.9435967764545413,0.0001672337383776098,-0.41608563367687773,-0.0020995661149344697,451.93952413092825
1,0,23,-1.0425203022694745,0.00016914108651466778,-0.37347107201316787,-0.0020995661149344697,451.93952413092825
1,0,24,-1.143428846727333,0.00017116759966422952,-0.33663025726135215,-0.0020995661149344697,451.93952413092825
1,0,25,-1.2456423048781116,0.0001733186884885271,-0.3077646299148128,-0.0020995661149344697,451.93952413092825
1,0,26,-1.348661821842486,0.00017560022537333063,-0.2884068923867333,-0.0020995661149344697,451.93952413092825
1,0,27,-1.4520398471351208,0.00017801858524693474,-0.27971828259362413,-0.0020995661149344697,451.93952413092825
1,0,28,-1.5555247596291157,0.00018058069124023834,-0.28214202429940216,-0.0020995661149344697,451.93952413092825
1,0,29,-1.6588959544791346,0.00018329406583652186,-0.29580340414913575,-0.0020995661149344697,451.93952413092825
1,0,30,-1.7621249207988376,0.00018616688826311023,-0.3201481064078626,-0.0020995661149344697,451.93952413092825
1,0,31,-1.86517161555907,0.00018920805899947177,-0.35445144219207403,-0.0020995661149344697,451.93952413092825
1,1,0,-0.035898619153860854,0.0002101098477752908,0.40091359018382117,-0.0020995661149344697,451.93952413092825
1,1,1,-0.049029269227872915,0.00014860545996934539,0.5514611253700779,-0.0020995661149344697,451.93952413092825
1,1,2,-0.04389152662595835,0.00014871161883530304,0.5060358337847803,-0.0020995661149344697,451.93952413092825
1,1,3,-0.035567111445189606,0.00014888879538236432,0.4336849952739545,-0.0020995661149344697,451.93952413092825
1,1,4,-0.024416256884967368,0.00014913735849749092,0.33966752120840205,-0.0020995661149344697,451.93952413092825
1,1,5,-0.010826656599396911,0.00014945782709602822,0.22963524731008722,-0.0020995661149344697,451.93952413092825
1,1,6,0.004786910975052168,0.00014985087262129945,0.10957574129363468,-0.0020995661149344697,451.93952413092825
1,1,7,0.022010466707127595,0.000150317322295924,-0.014605888935064579,-0.0020995661149344697,451.93952413092825
1,1,8,0.04043934317959045,0.0001508581631537292,-0.13725025592281503,-0.0020995661149344697,451.93952413092825
1,1,9,0.059701111734062735,0.00015147454688840372,-0.2532903527084006,-0.0020995661149344697,451.93952413092825
1,1,10,0.07945864983254028,0.00015216779556277252,-0.3583164042083671,-0.0020995661149344697,451.93952413092825
1,1,11,0.09942913627211594,0.00015293940823099723,-0.4488601291758577,-0.0020995661149344697,451.93952413092825
1,1,12,0.11938077435129685,0.00015379106853518116,-0.5223574602553718,-0.0020995661149344697,451.93952413092825
1,1,13,0.1391458738225488,0.00015472465334796025,-0.5773399947415363,-0.0020995661149344697,451.93952413092825
1,1,14,0.15860983334786835,0.00015574224254387303,-0.6132766944563687,-0.0020995661149344697,451.93952413092825
1,1,15,0.1777188569356205,0.0001568461299947867,-0.6306794808693447,-0.0020995661149344697,451.93952413092825
1,1,16,0.19646195878502132,0.00015803883589868295,-0.6308358793656317,-0.0020995661149344697,451.93952413092825
1,1,17,0.21487513040785544,0.00015932312056689862,-0.6158564522535246,-0.0020995661149344697,451.93952413092825
1,1,18,0.2330181908669509,0.00016070199981281069,-0.5883272233206187,-0.0020995661149344697,451.93952413092825
1,1,19,0.25097805394524647,0.0001621787621052908,-0.5513387618581398,-0.0020995661149344697,451.93952413092825
1,1,20,0.2688426966313947,0.000163756987673458,-0.5080947713907698,-0.0020995661149344697,451.93952413092825
