reuse_step,step_factor,source_formal_exact_objective,source_root_relative_mismatch,source_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_formal_exact_objective,formal_exact_relative_decrease,maximum_displacement_ratio,condition_number,condition_number_ratio,root_relative_mismatch,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason
1,0.75,0.0007698440325079913,4.351174203955383e-09,1379325.8767639934,21.27656526190875,1.4575859187634708,0.0007470821265648002,0.029566905739384017,0.16472886018000124,1379300.8610795669,0.9999818638330159,4.37551313960662e-09,21.224933481105335,0.997573302825534,1.4522197629996956,True,
