eta,xi,pressure_coefficient
-0.9877138507859256,0.03375591753771971,5.822110954691543
-0.9631415523577767,0.10126775261315914,5.962806282820596
-0.9385692539296278,0.16877958768859858,6.055153522310108
-0.9139969555014789,0.23629142276403797,6.109087255653577
-0.88942465707333,0.30380325783947737,6.145911370303453
-0.8648523586451811,0.3713150929149168,6.17569154859105
-0.8402800602170322,0.4388269279903562,6.2023406525982026
-0.8157077617888833,0.5063387630657956,6.227724407581566
-0.7911354633607344,0.5738505981412352,6.252862143178994
-0.7665631649325855,0.6413624332166745,6.278376734579983
-0.7419908665044366,0.7088742682921139,6.304688976273844
-0.7174185680762877,0.7763861033675534,6.332110467131658
-0.6928462696481388,0.8438979384429928,6.36089165929609
-0.6682739712199899,0.9114097735184321,6.391248509130676
-0.643701672791841,0.9789216085938717,6.423378313676022
-0.6191293743636921,1.046433443669311,6.457469846743306
-0.5945570759355432,1.1139452787447506,6.4937104080901555
-0.5699847775073943,1.18145711382019,6.532291191198886
-0.5454124790792454,1.2489689488956293,6.573411767413675
-0.5208401806510965,1.3164807839710688,6.617284170203932
-0.49626788222294754,1.3839926190465082,6.664136900097711
-0.4716955837947986,1.4515044541219475,6.714219088905146
-0.4471232853666497,1.519016289197387,6.767805026644333
-0.4225509869385008,1.5865281242728264,6.82519924894964
-0.39797868851035195,1.6540399593482658,6.886742398789775
-0.37340639008220305,1.721551794423705,6.952818111471509
-0.3488340916540541,1.7890636294991447,7.023861227176761
-0.32426179322590526,1.856575464574584,7.100367714663477
-0.29968949479775636,1.9240872996500233,7.1829068003171095
-0.2751171963696074,1.9915991347254631,7.272135949337214
-0.2505448979414585,2.0591109698009022,7.368819556396487
-0.2259725995133096,2.126622804876342,7.47385249447958
-0.20140030108516072,2.1941346399517814,7.588290075057013
-0.17682800265701182,2.261646475027221,7.71338653455326
-0.15225570422886292,2.32915831010266,7.850644938256687
-0.12768340580071397,2.3966701451780996,8.001882445749509
-0.10311110737256507,2.4641819802535387,8.16931624353303
-0.07853880894441623,2.5316938153289783,8.355676996544512
-0.053966510516267274,2.599205650404418,8.564357709881783
-0.029394212088118377,2.6667174854798574,8.79960383170744
-0.004821913659969479,2.7342293205552965,9.066736254520272
0.019750384768179474,2.801741155630736,9.372340787089348
0.04432268319632837,2.8692529907061752,9.724135439498713
0.06889498162447727,2.936764825781615,10.129327525575041
0.09346728005262617,3.0042766608570544,10.586052037666
0.11803957848077506,3.071788495932494,11.036341351594515
0.14261187690892396,3.139300331007933,10.951146169870603
0.16718417533707286,3.2068121660833726,8.591074438704617
