iteration,shape_dipole_coefficient,relative_change
0,4.0,0.3241589061936667
1,5.296635624774667,0.050907301876521205
2,5.566273053455007,0.009579402819426933
3,5.619594625236974,0.0018582331436666423
4,5.630037142223561,0.0003625544526523723
5,5.632078337258072,7.081649175852436e-05
