time_s,draft_m,jet_cut_count,contact_y_over_Vt,pressure_reference_nrmse,pressure_peak_z_over_Vt,pressure_peak_cp,vertical_force_coefficient
0.010000000000000002,0.020000000000000004,24,4.52071696281176,0.243365518981563,0.49656750572082387,8.262493977044556,53.738371765408175
0.010083333333333335,0.020083333333333335,24,4.522721049562967,0.23165067968124428,0.49656750572082387,8.732383399784329,55.25334704059472
0.010166666666666668,0.020166666666666666,24,4.525914113556204,0.21451442269534907,0.5102974828375286,9.398518691653624,57.62206410796917
0.01025,0.02025,24,4.530098608404974,0.19381533541333426,0.5102974828375286,10.170418319830636,60.51593850645426
0.010333333333333333,0.020333333333333335,24,4.535329891224885,0.17042881873854568,0.5102974828375286,11.017587966063896,63.809395546657775
0.010416666666666666,0.020416666666666666,24,4.541696010440279,0.14447195186505085,0.5148741418764302,12.012831620666628,67.51578972903552
0.010499999999999999,0.020499999999999997,24,4.549303555130141,0.1166000948418961,0.5148741418764302,13.070855297981158,71.6341104115234
0.010583333333333332,0.020583333333333332,24,4.558273055496693,0.08852887064233872,0.5194508009153318,14.298644509583749,76.17037147278015
0.010666666666666665,0.020666666666666667,24,4.568736483826068,0.06592860504634973,0.5240274599542334,15.644832811570438,81.2945508680005
0.010749999999999997,0.020749999999999998,24,4.580833887612539,0.0632745327346339,0.528604118993135,17.058677586441316,86.68590018299317
0.01083333333333333,0.02083333333333333,24,4.594708034146513,0.08719285684118522,0.5331807780320366,18.589688444636504,92.38383866024165
0.010916666666666663,0.020916666666666663,24,4.610495547844306,0.12537619769221467,0.5377574370709381,20.172555862365833,98.24040210391135
0.010999999999999996,0.020999999999999998,24,4.62831327859648,0.16881637623622248,0.5423340961098397,21.6686781549469,104.00387032248776
0.011083333333333329,0.02108333333333333,24,4.648239011106397,0.21243648975403376,0.5514874141876429,23.02637718545119,109.36348073457627
