node,y_over_Vt,material_dphi_dt_over_V2,similarity_material_dphi_dt_over_V2,auxiliary_psi_over_V2,difference_over_V2,cp_from_auxiliary,cp_from_finite_difference,cp_from_similarity_derivative
59,0.3767264135676467,-14.583953944663358,-3.7044571682168006,-2.222096396402984,12.361857548260375,5.401422119960381,30.125137216481132,8.366143663588016
60,0.7534528271352934,-14.979471145655149,-3.7837441598813486,-2.2720798311107533,12.707391314544395,5.4250355964496695,30.83981822553846,8.44836425399086
61,1.13017924070294,-15.556704975372622,-3.897830484170649,-2.345773175761704,13.210931799610918,5.480117697861698,31.901981297083537,8.58423231467959
62,1.5069056542705868,-16.33865745715832,-4.052755216844198,-2.446531936170269,13.892125520988051,5.56789994144265,33.35215098341875,8.780346502790508
63,1.8836320678382337,-17.38539889863702,-4.257845593091663,-2.5813701533186575,14.804028745318364,5.695455233052244,35.303512723688975,9.048406112598258
64,2.26035848140588,-18.800877204742356,-4.529501224439789,-2.7626255698811444,16.03825163486121,5.875274213569625,37.95177748329205,9.409025522686914
65,2.6370848949735266,-20.77031940895721,-4.896573736040301,-3.012226955501013,17.758092453456197,6.1291173649597175,41.64530227187211,9.897810926038291
66,3.0138113085411735,-23.651229744881945,-5.413721236324234,-3.3720655932870733,20.279164151594873,6.496643398950721,47.05497170214046,10.579954685025042
67,3.3905377221088204,-28.22769461564771,-6.200383445524419,-3.9326808064760055,24.295013809171706,7.054976121804323,55.645003740147736,11.59038139990115
68,3.7672641356764673,-36.595990576433316,-7.597007113948646,-4.932245305884432,31.663745270548883,7.949890692787867,71.27738123388562,13.279414308916294
