stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,320,0.001331625212739778,-0.0009506775083593948,0.0009506775083593948,189413.72690050735,7.582909990582435
source,640,0.0007311327178881747,-0.0008745281431127576,0.0008745281431127576,423877.9694894207,7.580217961144078
source,1280,0.0006292869958226468,-0.0008402744209673451,0.0008402744209673451,1018373.0102182699,7.578603248194056
candidate_factor_1,320,0.0013308574661584007,-0.0009499724960449535,0.0009499724960449535,189408.18383689682,7.5819116628202945
candidate_factor_1,640,0.0007305260752632636,-0.000873416798529377,0.000873416798529377,423865.0273309628,7.579673186133794
candidate_factor_1,1280,0.0006287523429828021,-0.0008391531238081186,0.0008391531238081186,1018340.8390202943,7.578058812926178
candidate_factor_0.75,320,0.0013309596640731654,-0.000950083943898792,0.000950083943898792,189409.5700401679,7.582047978677043
candidate_factor_0.75,640,0.000730587985301223,-0.0008735337872748476,0.0008735337872748476,423868.26185668935,7.57980939273466
candidate_factor_0.75,1280,0.0006287964671220583,-0.0008392724389979587,0.0008392724389979587,1018348.880328227,7.578194934908381
candidate_factor_0.5,320,0.0013311217556731749,-0.0009501959796320452,0.0009501959796320452,189410.95624035381,7.582184286260594
candidate_factor_0.5,640,0.0007307102052886464,-0.0008736513742385913,0.0008736513742385913,423871.4963448882,7.579945590776175
candidate_factor_0.5,1280,0.0006289010252802519,-0.0008393923353500868,0.0008393923353500868,1018356.921604432,7.57833105020169
candidate_factor_0.25,320,0.0013313437439194007,-0.0009503086070683298,0.0009503086070683298,189412.34243622134,7.5823205859692715
candidate_factor_0.25,640,0.0007308927408231786,-0.0008737695460393416,0.0008737695460393416,423874.7308480415,7.5800817801249565
candidate_factor_0.25,1280,0.0006290660537134626,-0.0008395128334203608,0.0008395128334203608,1018364.9628729577,7.578467152022544
candidate_factor_0.125,320,0.0013314771997821873,-0.0009503651399891573,0.0009503651399891573,189413.03553482657,7.5823887326743975
candidate_factor_0.125,640,0.0007310066245819996,-0.0008738288591646353,0.0008738288591646353,423876.348092276,7.580149871962031
candidate_factor_0.125,1280,0.0006291712201114338,-0.0008395733131992767,0.0008395733131992767,1018368.9834770265,7.578535202765489
