case,mode,relative_identity_residual,omitted_lower_edge_relative_error,direct_real,direct_imag,bulk_real,bulk_imag,chain_real,chain_imag,lower_edge_real,lower_edge_imag,upper_edge_real,upper_edge_imag,transformed_real,transformed_imag,residual_real,residual_imag
fn167,3,0.0,0.7665974111205438,-0.5305885761812837,-0.19290485201206992,-0.09989998496063889,0.06499181037960293,0.03384824429129052,-0.02062409226094194,-0.4645367737275839,-0.23727256930218762,-6.178435150367918e-08,-8.285432758068312e-10,-0.5305885761812837,-0.19290485201206992,0.0,0.0
fn167,5,2.084627707651313e-16,0.41219144419993503,0.1167454027885234,-0.2040870248581451,-0.13256421609482535,-0.3058005984888195,0.02400935117087171,-0.013363621575086278,0.2253003352578781,0.115077196111561,-6.754540116750983e-08,-9.05800361855098e-10,0.1167454027885233,-0.20408702485814517,9.71445146547012e-17,8.326672684688674e-17
fn226,3,9.653342979002506e-17,0.7245511888053148,-0.37863317886208614,-0.2001734504299989,-0.07806802164938148,0.0866780197255821,0.02814429639380246,-0.03082903072064844,-0.32870940578114083,-0.2560224533420994,-4.782536622122728e-08,1.3907166798227078e-08,-0.3786331788620861,-0.2001734504299989,-5.551115123125783e-17,0.0
fn226,5,1.5106425677053458e-16,0.4399312174244548,0.09411732181996893,-0.11276007673324702,-0.08030617444895104,-0.22206753667327672,0.01499947696820516,-0.014863442290401454,0.1594240618038532,0.12417088987091819,-4.2503138458889474e-08,1.2359513009511624e-08,0.09411732181996887,-0.11276007673324698,5.551115123125783e-17,-4.163336342344337e-17
fn282,3,4.0197676557309815e-16,0.6857717424460142,-0.2865940137644041,-0.17421422752771837,-0.058172768229571424,0.09994242286090978,0.02132658330337094,-0.03654754076899285,-0.24974779068425712,-0.23760912902112444,-3.8153946520672034e-08,1.9401488944085883e-08,-0.28659401376440413,-0.17421422752771856,5.551115123125783e-17,1.942890293094024e-16
fn282,5,8.486558012270892e-17,0.4572301767007535,0.07209260866574668,-0.07118215393509654,-0.05773075754429917,-0.17381743089531496,0.008695716701055282,-0.012605165347890615,0.12112767848186473,0.11524042757524526,-2.897287414151506e-08,1.4732863795110626e-08,0.0720926086657467,-0.07118215393509651,-1.3877787807814457e-17,-2.7755575615628914e-17
