component,sigma,in_phase_center_from_cg_m,in_phase_center_from_transom_m,in_phase_center_from_transom_over_beam,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,restoring_subtraction,response_calibration_used
raw_bem,1.4,-0.13164954742329454,0.33581045257670544,1.056007712505363,-0.07579564666117827,0.3916643533388217,1.2316489098705086,zero_diagnostic_only,False
resolved_station_bem,1.4,-0.08684965198210831,0.3806103480178917,1.1968878868487158,-0.04781693281697116,0.41964306718302885,1.3196322867390844,zero_diagnostic_only,False
transom_extrapolation,1.4,-0.4346940170801608,0.032765982919839176,0.10303768213785905,-0.43378907174005416,0.03367092825994583,0.10588342220108751,zero_diagnostic_only,False
pre_chine_bem,1.4,0.4238328238554588,0.8912928238554587,2.802807622186977,0.37545187756408027,0.8429118775640803,2.6506662816480513,zero_diagnostic_only,False
post_chine_bem,1.4,-0.24417173639141912,0.22328826360858087,0.7021643509703801,-0.16818279443286366,0.29927720556713633,0.9411232879469695,zero_diagnostic_only,False
longitudinal_bin_aft_post_chine,1.4,-0.36454045995645085,0.10291954004354914,0.3236463523382048,-0.35236702136926945,0.11509297863073054,0.36192760575701427,zero_diagnostic_only,False
longitudinal_bin_middle_post_chine,1.4,-0.13354528858692175,0.33391471141307827,1.0500462623052775,-0.12428124386571537,0.3431787561342846,1.0791784784097,zero_diagnostic_only,False
longitudinal_bin_forward_post_chine,1.4,0.10184871166128937,0.5693087116612894,1.7902789674883313,0.10824303532001989,0.5757030353200199,1.810386903522075,zero_diagnostic_only,False
longitudinal_bin_pre_chine,1.4,0.4238328238554588,0.8912928238554587,2.802807622186977,0.37545187756408027,0.8429118775640803,2.6506662816480513,zero_diagnostic_only,False
bem,1.4,-0.13164954742329454,0.33581045257670544,1.056007712505363,-0.07579564666117827,0.3916643533388217,1.2316489098705086,zero_diagnostic_only,False
front,1.4,0.7791717031807234,1.2466317031807232,3.9202254817003874,0.622500149372321,1.089960149372321,3.4275476395356006,zero_diagnostic_only,False
transom,1.4,nan,nan,nan,nan,nan,nan,zero_diagnostic_only,False
total,1.4,-0.07643012431925977,0.3910298756807402,1.229653697109246,-0.03412622722187513,0.43333377277812485,1.3626848200569963,zero_diagnostic_only,False
