stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,320,0.012196608332896475,1.858614701997442e-07,1.858614701997442e-07,253197.08999387332,7.7736417674086065
source,640,0.011953678132380192,2.0839846684595014e-09,2.0839846684595014e-09,570753.0093819615,7.772114882926782
source,1280,0.012002748564916992,4.360485785729692e-09,4.360485785729692e-09,1377349.7210509207,7.770777938892523
candidate_factor_1,320,0.01209629326896963,7.818105913426621e-07,7.818105913426621e-07,253221.73772295564,7.779818936197383
candidate_factor_1,640,0.011878569079527038,2.2528718416601687e-09,2.2528718416601687e-09,570835.1830483857,7.77795949469551
candidate_factor_1,1280,0.01193976229833778,4.70626859413168e-09,4.70626859413168e-09,1377593.4253457529,7.776620313583428
candidate_factor_0.5,320,0.012132993688247096,1.9350588331601315e-07,1.9350588331601315e-07,253211.9562636638,7.7768967236979085
candidate_factor_0.5,640,0.011902503550625977,2.1522934706413534e-09,2.1522934706413534e-09,570795.1778239451,7.77503869592077
candidate_factor_0.5,1280,0.011957688759211637,4.5517079491569156e-09,4.5517079491569156e-09,1377471.9412788912,7.7737006409346625
candidate_factor_0.25,320,0.012161583952905994,4.805220009044392e-08,4.805220009044392e-08,253203.10262324306,7.775434566134935
candidate_factor_0.25,640,0.01192454794532996,2.0939037897906254e-09,2.0939037897906254e-09,570775.8315451507,7.773577135866244
candidate_factor_0.25,1280,0.011976709565133135,3.3578332528186047e-09,3.3578332528186047e-09,1377411.8695032257,7.772239658882181
candidate_factor_0.125,320,0.012178423236884428,1.19609761131395e-08,1.19609761131395e-08,253200.1087823554,7.774703167823244
candidate_factor_0.125,640,0.011938270300902524,2.0911663170693145e-09,2.0911663170693145e-09,570763.3676712605,7.772846124538645
candidate_factor_0.125,1280,0.011988806296985966,4.377729765465105e-09,4.377729765465105e-09,1377382.118373229,7.771508871066933
