method,stations,time_s,state_norm
explicit_staggered,81,0.0,1.0
explicit_staggered,81,0.03456841270825927,9.905709783258217
explicit_staggered,81,0.06913682541651854,84.96529079782442
explicit_staggered,81,0.1037052381247778,810.2505189991178
explicit_staggered,81,0.13827365083303708,7779.844587477
explicit_staggered,81,0.17284206354129636,74750.1504286789
explicit_staggered,81,0.2074104762495556,718054.9009354172
explicit_staggered,81,0.24197888895781489,6895856.536347595
explicit_staggered,81,0.27654730166607416,66212715.424919605
explicit_staggered,81,0.31111571437433344,635696020.0531738
explicit_staggered,81,0.3456841270825927,6102851339.312319
explicit_staggered,81,0.380252539790852,58587209815.645744
explicit_staggered,81,0.4148209524991112,562426568207.4615
explicit_staggered,81,0.4493893652073705,5399147132395.186
explicit_staggered,81,0.48395777791562977,51830163196827.914
explicit_staggered,81,0.518526190623889,497552588133248.44
explicit_staggered,81,0.5530946033321483,4776336147171749.0
explicit_staggered,81,0.5876630160404076,4.585117924504599e+16
explicit_staggered,81,0.6222314287486669,4.401553635589793e+17
explicit_staggered,81,0.6567998414569262,4.225337633908668e+18
explicit_staggered,81,0.6913682541651854,4.056176117878765e+19
explicit_staggered,81,0.7259366668734447,3.8937868525224074e+20
explicit_staggered,81,0.760505079581704,3.7378988043810216e+21
explicit_staggered,81,0.7950734922899633,3.588251742058824e+22
explicit_staggered,81,0.8296419049982224,3.444595828256134e+23
explicit_staggered,81,0.8642103177064817,3.3066912158826664e+24
explicit_staggered,81,0.898778730414741,3.1743076542140075e+25
explicit_staggered,81,0.9333471431230003,3.047224107752806e+26
explicit_staggered,81,0.9679155558312595,2.9252283888178287e+27
explicit_staggered,81,1.0024839685395188,2.80811680407714e+28
explicit_staggered,81,1.037052381247778,2.6956938148500144e+29
explicit_staggered,81,1.0716207939560374,2.5877717108177526e+30
explicit_staggered,81,1.1061892066642967,2.484170296702277e+31
explicit_staggered,81,1.140757619372556,2.3847165914411262e+32
explicit_staggered,81,1.1753260320808152,2.2892445393824896e+33
explicit_staggered,81,1.2098944447890745,2.1975947330309743e+34
explicit_staggered,81,1.2444628574973338,2.109614146887646e+35
explicit_staggered,81,1.279031270205593,2.0251558819431388e+36
explicit_staggered,81,1.3135996829138523,1.9440789203988313e+37
explicit_staggered,81,1.3481680956221116,1.866247890207328e+38
explicit_staggered,81,1.3827365083303709,1.791532839039497e+39
explicit_staggered,81,1.4173049210386301,1.719809017300832e+40
explicit_staggered,81,1.4518733337468894,1.6509566698349438e+41
explicit_staggered,81,1.4864417464551487,1.5848608359664085e+42
explicit_staggered,81,1.521010159163408,1.5214111575491325e+43
explicit_staggered,81,1.5555785718716673,1.4605016946997208e+44
explicit_staggered,81,1.5901469845799265,1.402030748908182e+45
explicit_staggered,81,1.6247153972881858,1.3459006932306043e+46
explicit_staggered,81,1.6592838099964449,1.2920178092802723e+47
explicit_staggered,81,1.6938522227047041,1.240292130745037e+48
explicit_staggered,81,1.7284206354129634,1.1906372931696456e+49
explicit_staggered,81,1.7629890481212227,1.1429703897522206e+50
explicit_staggered,81,1.797557460829482,1.0972118329140834e+51
explicit_staggered,81,1.8321258735377413,1.0532852214117918e+52
explicit_staggered,81,1.8666942862460005,1.0111172127694999e+53
explicit_staggered,81,1.9012626989542598,9.706374008186254e+53
explicit_staggered,81,1.935831111662519,9.317781981403567e+54
explicit_staggered,81,1.9703995243707784,8.94474723214699e+55
explicit_staggered,81,2.0049679370790376,8.58664692087637e+56
explicit_staggered,81,2.039536349787297,8.242883143755119e+57
explicit_staggered,81,2.074104762495556,7.912881934329783e+58
explicit_staggered,81,2.1086731752038155,7.5960923051784e+59
explicit_staggered,81,2.1432415879120748,7.291985327927475e+60
explicit_staggered,81,2.177810000620334,7.000053250101404e+61
explicit_staggered,81,2.2123784133285933,6.719808647329761e+62
implicit_trapezoid,81,0.0,1.0
implicit_trapezoid,81,0.03456841270825927,6.32664012977043
implicit_trapezoid,81,0.06913682541651854,4.164622430479075
implicit_trapezoid,81,0.1037052381247778,4.713966217536652
implicit_trapezoid,81,0.13827365083303708,5.269331114661787
implicit_trapezoid,81,0.17284206354129636,4.413478952179482
implicit_trapezoid,81,0.2074104762495556,5.169233463651782
implicit_trapezoid,81,0.24197888895781489,4.682762434350431
implicit_trapezoid,81,0.27654730166607416,4.987437777762291
implicit_trapezoid,81,0.31111571437433344,4.7153100271464305
implicit_trapezoid,81,0.3456841270825927,4.994802489970681
implicit_trapezoid,81,0.380252539790852,4.733267134341254
implicit_trapezoid,81,0.4148209524991112,4.8766622989863055
implicit_trapezoid,81,0.4493893652073705,4.966801977117728
implicit_trapezoid,81,0.48395777791562977,4.865483385201399
implicit_trapezoid,81,0.518526190623889,4.819605540435207
implicit_trapezoid,81,0.5530946033321483,5.025112616586167
implicit_trapezoid,81,0.5876630160404076,4.777603859282158
implicit_trapezoid,81,0.6222314287486669,5.063206755752154
implicit_trapezoid,81,0.6567998414569262,4.807480118084079
implicit_trapezoid,81,0.6913682541651854,5.057055658139155
implicit_trapezoid,81,0.7259366668734447,4.721041535410117
implicit_trapezoid,81,0.760505079581704,5.212359263497437
implicit_trapezoid,81,0.7950734922899633,4.691153929469477
implicit_trapezoid,81,0.8296419049982224,5.032859035082204
implicit_trapezoid,81,0.8642103177064817,4.8905090395495945
implicit_trapezoid,81,0.898778730414741,4.977131235398784
implicit_trapezoid,81,0.9333471431230003,4.877286760450443
implicit_trapezoid,81,0.9679155558312595,4.970550499132485
implicit_trapezoid,81,1.0024839685395188,5.14409507434897
implicit_trapezoid,81,1.037052381247778,4.597237854527271
implicit_trapezoid,81,1.0716207939560374,5.437285241114048
implicit_trapezoid,81,1.1061892066642967,4.63177592262206
implicit_trapezoid,81,1.140757619372556,5.317335815310154
implicit_trapezoid,81,1.1753260320808152,4.735636293083273
implicit_trapezoid,81,1.2098944447890745,5.158729640579991
implicit_trapezoid,81,1.2444628574973338,4.865760758327026
implicit_trapezoid,81,1.279031270205593,5.050250032444846
implicit_trapezoid,81,1.3135996829138523,5.050875966736523
implicit_trapezoid,81,1.3481680956221116,5.020235123569629
implicit_trapezoid,81,1.3827365083303709,5.003841975065556
implicit_trapezoid,81,1.4173049210386301,4.994025483319638
implicit_trapezoid,81,1.4518733337468894,5.0055905539498875
implicit_trapezoid,81,1.4864417464551487,4.9581991884229195
implicit_trapezoid,81,1.521010159163408,5.1119731239970205
implicit_trapezoid,81,1.5555785718716673,4.540254760857916
implicit_trapezoid,81,1.5901469845799265,5.461980981121296
implicit_trapezoid,81,1.6247153972881858,4.437475191686486
implicit_trapezoid,81,1.6592838099964449,5.243662723251445
implicit_trapezoid,81,1.6938522227047041,4.721952933867518
implicit_trapezoid,81,1.7284206354129634,5.053307434670826
implicit_trapezoid,81,1.7629890481212227,4.693625996512015
implicit_trapezoid,81,1.797557460829482,5.137690690765261
implicit_trapezoid,81,1.8321258735377413,4.6550993604231765
implicit_trapezoid,81,1.8666942862460005,5.078413662643366
implicit_trapezoid,81,1.9012626989542598,4.855886987841997
implicit_trapezoid,81,1.935831111662519,4.875233072994784
implicit_trapezoid,81,1.9703995243707784,4.92747610089023
implicit_trapezoid,81,2.0049679370790376,5.157706583181717
implicit_trapezoid,81,2.039536349787297,4.618754143946821
implicit_trapezoid,81,2.074104762495556,5.164510070489341
implicit_trapezoid,81,2.1086731752038155,4.791450589482898
implicit_trapezoid,81,2.1432415879120748,5.082488958709299
implicit_trapezoid,81,2.177810000620334,4.8725331375794445
implicit_trapezoid,81,2.2123784133285933,4.942668493466823
explicit_staggered,161,0.0,1.0
explicit_staggered,161,0.017284206354129635,4.376410956741198
explicit_staggered,161,0.03456841270825927,5.632975479294279
explicit_staggered,161,0.0518526190623889,4.6046655787005495
explicit_staggered,161,0.06913682541651854,3.657253882244261
explicit_staggered,161,0.08642103177064818,4.118906733278359
explicit_staggered,161,0.1037052381247778,4.770431879078218
explicit_staggered,161,0.12098944447890744,4.585731997800897
explicit_staggered,161,0.13827365083303708,4.014687245645533
explicit_staggered,161,0.15555785718716672,4.363740382177646
explicit_staggered,161,0.17284206354129636,4.511726271729822
explicit_staggered,161,0.190126269895426,4.2580998277308435
explicit_staggered,161,0.2074104762495556,4.516646049513874
explicit_staggered,161,0.22469468260368525,4.421964687561174
explicit_staggered,161,0.24197888895781489,4.26256580838126
explicit_staggered,161,0.2592630953119445,4.326021238551302
