reuse_step,step_factor,source_curvature_energy,source_maximum_turning_angle_deg,normalized_objective,normalized_relative_decrease,maximum_root_relative_mismatch,maximum_leading_panel_objective_ratio,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,accepted,rejection_reason,outer_shape_dipole_coefficient
1,0.5,21.406145365500958,7.04201343929824,0.9609182919904486,0.03908170800955135,2.9499433270610838e-08,1.0,252855.77757374998,1.0000910705818793,0.17176459309533149,21.3975511103944,0.9995985145872919,7.028858332508755,7.648336240845525,True,,7.64462958526217
1,0.25,21.406145365500958,7.04201343929824,0.9799450478989473,0.02005495210105268,7.2710218503159695e-09,1.0,252842.5930827984,1.000038923497097,0.08592563042685723,21.401604622346756,0.9997878766552002,7.036511778546102,7.646754361853242,True,,
2,0.5,21.3975511103944,7.028858332508755,0.9645721278472101,0.03542787215278986,3.054388746333468e-08,1.0,252873.9074236882,1.000071700358648,0.1715106613633314,21.393531180687454,0.9998121313188502,7.010833841813383,7.651930376617015,True,,7.648336240845525
2,0.25,21.3975511103944,7.028858332508755,0.9817112843403489,0.018288715659651067,7.536493058636745e-09,1.0,252862.11256832103,1.000025053786122,0.08580134339666225,21.395278135573463,0.9998937740674524,7.020978289527557,7.650350527866487,True,,
3,0.5,21.393531180687454,7.010833841813383,0.9690306283501986,0.030969371649801403,3.161649842224669e-08,1.0,252891.78911845328,1.0000707138784988,0.171229293958966,21.394228891952043,1.0000326131884771,6.990360913519859,7.655507073561393,True,,7.651930376617015
3,0.25,21.393531180687454,7.010833841813383,0.9838807176049431,0.01611928239505689,7.804708079451365e-09,1.0,252881.42815574087,1.000029741036271,0.08566328976769785,21.39359683372927,1.0000030688267991,7.0004127003473355,7.653929370744554,True,,
4,0.5,21.394228891952043,6.990360913519859,0.9743377820123044,0.025662217987695635,3.2675153138949156e-08,1.0,252910.01505987914,1.0000720701193557,0.17092091369519755,21.39979183228921,1.000260020604868,7.01447583600899,7.659077166839493,True,,7.655507073561393
4,0.25,21.394228891952043,6.990360913519859,0.9864709299447519,0.01352907005524806,8.07907560895656e-09,1.0,252900.54020862866,1.0000346040897805,0.08551167237927314,21.396706163200342,1.000115791565137,7.002851794343193,7.657501740828762,True,,
5,0.5,21.39979183228921,7.01447583600899,0.9805176034318431,0.019482396568156868,3.37314116201193e-08,1.0,252928.82286141114,1.0000743655862245,0.17058607453185445,21.41037183004056,1.0004943972275182,7.036633847374378,7.662641679823315,True,,7.659077166839493
5,0.25,21.39979183228921,7.01447583600899,0.9894889494218295,0.010511050578170478,8.369426574718157e-09,1.0,252922.75499714108,1.0000503733996415,0.08534675314814334,21.404755828387067,1.0002319646909072,7.026051936465181,7.661068588588428,True,,
6,0.5,21.41037183004056,7.036633847374378,0.9875568608871276,0.012443139112872426,3.474547684421615e-08,1.0,252947.42842342143,1.000073560465746,0.1702254572865832,21.4261249109802,1.0007357686762608,7.05640562988748,7.666200516173259,True,,7.662641679823315
6,0.25,21.41037183004056,7.036633847374378,0.9929432981251614,0.0070567018748386445,8.614648006371526e-09,1.0,252940.00985910892,1.0000442298254948,0.08516886023398183,21.41789975429306,1.0003516017522842,7.047086516491192,7.664629988662137,True,,
